TreeID,Fv_Fm_dark
PIFL1,0.81
PIFL3,0.8
PIFL9,0.79
PIFL10,0.79
PIFL12,0.79
PIFL17,0.8
PIFL21,0.78
PIFL27,0.8
PIFL28,0.79
PIFL29,0.8
PIFL36,0.77
PIFL40,0.79
PIFL41,0.81
PIFL43,0.8
PIFL46,0.81
PIFL47,0.73
PIFL52,0.79
PIFL54,0.8
PIFL55,0.81
PIFL57,0.8
