TreeID,Fv_Fm_dark
PIFL1,0.82
PIFL3,0.79
PIFL9,0.8
PIFL10,0.72
PIFL12,0.78
PIFL17,0.78
PIFL21,0.78
PIFL27,0.8
PIFL28,0.79
PIFL29,0.73
PIFL36,0.79
PIFL40,0.79
PIFL41,0.81
PIFL43,0.68
PIFL46,0.79
PIFL47,0.75
PIFL52,0.79
PIFL54,0.79
PIFL55,0.81
PIFL57,0.78
