TreeID,Fv_Fm_dark
PIPO1,0.81
PIPO2,0.75
PIPO5,0.79
PIPO10,0.76
PIPO11,0.8
PIPO16,0.61
PIPO18,0.81
PIPO19,0.77
PIPO20,0.8
PIPO22,0.78
PIPO31,0.78
PIPO32,0.78
PIPO35,0.78
PIPO48,0.78
PIPO51,0.78
PIPO52,0.79
PIPO53,0.8
PIPO55,0.76
PIPO56,0.76
PIPO58,0.78
