TreeID,Fv_Fm_dark
PSME3,0.77
PSME6,0.78
PSME12,0.79
PSME15,0.79
PSME17,0.8
PSME20,0.77
PSME22,0.77
PSME26,0.81
PSME27,0.77
PSME30,0.81
PSME31,0.79
PSME35,0.79
PSME37,0.81
PSME42,0.78
PSME45,0.8
PSME46,0.78
PSME48,0.77
PSME50,0.77
PSME57,0.76
PSME58,0.8
