TreeID,Fv_Fm_dark
PIPO1,0.81
PIPO2,0.8
PIPO5,0.81
PIPO10,0.8
PIPO11,0.81
PIPO16,0.69
PIPO18,0.81
PIPO19,0.79
PIPO20,0.81
PIPO22,0.8
PIPO31,0.78
PIPO32,0.8
PIPO35,0.78
PIPO48,0.79
PIPO51,0.79
PIPO52,0.77
PIPO53,0.8
PIPO55,0.79
PIPO56,0.8
PIPO58,0.8
