TreeID,Fv_Fm_dark
PIPO1,0.79
PIPO2,0
PIPO5,0.78
PIPO10,0.19
PIPO11,0.79
PIPO16,0
PIPO18,0.79
PIPO19,0.59
PIPO20,0.8
PIPO22,0.68
PIPO31,0.8
PIPO32,0.39
PIPO35,0.78
PIPO48,0.73
PIPO51,0.76
PIPO52,0.74
PIPO53,0.78
PIPO55,0.38
PIPO56,
PIPO58,0.69
