TreeID,Fv_Fm_dark
PIPO1,0.8
PIPO2,0.16
PIPO5,0.79
PIPO10,0.52
PIPO11,0.8
PIPO16,0.16
PIPO18,0.8
PIPO19,0.7
PIPO20,0.8
PIPO22,0.72
PIPO31,0.8
PIPO32,0.71
PIPO35,0.79
PIPO48,0.73
PIPO51,0.77
PIPO52,0.76
PIPO53,0.8
PIPO55,0.66
PIPO56,
PIPO58,0.76
