TreeID,Fv_Fm_dark
PIFL1,0.81
PIFL3,0.79
PIFL9,0.78
PIFL10,0.54
PIFL12,0.78
PIFL17,0.74
PIFL21,0.79
PIFL27,0.78
PIFL28,0.79
PIFL29,0.58
PIFL36,0.78
PIFL40,0.76
PIFL41,0.81
PIFL43,0.5
PIFL46,0.8
PIFL47,0.74
PIFL52,0.78
PIFL54,0.77
PIFL55,0.81
PIFL57,0.76
