TreeID,Fv_Fm_dark
PSME3,0.78
PSME6,0.73
PSME12,0.8
PSME15,0
PSME17,0.81
PSME20,0
PSME22,
PSME26,0
PSME27,0.79
PSME30,0
PSME31,0.8
PSME35,0.71
PSME37,0.8
PSME42,0.61
PSME45,0.79
PSME46,0.75
PSME48,0.79
PSME50,0
PSME57,0.79
PSME58,0
