flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-01031_20250929220506_afc,22:05:06,2025-09-29,PFA-00872,PSA-00872,PSF-01031,499.929779,97.244385,0.805484,0.000000,0.000000,0.000000,0.839564

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,228.421921,8038.181641
0.010000,358.759766,8038.181641
0.020000,420.016052,8038.181641
0.030000,446.266663,8038.181641
0.040000,458.367340,8038.181641
0.050000,465.588928,8038.181641
0.060000,470.729828,8038.181641
0.070000,474.725952,8038.181641
0.080000,478.086243,8038.181641
0.090000,480.898254,8038.181641
0.100000,483.375916,8038.181641
0.110000,485.461243,8038.181641
0.120000,487.344849,8038.181641
0.130000,488.991028,8038.181641
0.140000,490.457642,8038.181641
0.150000,491.733673,8038.181641
0.160000,492.854462,8038.181641
0.170000,493.837585,8038.181641
0.180000,494.712708,8038.181641
0.190000,495.468018,8038.181641
0.200000,496.171112,8038.181641
0.210000,496.742249,8038.181641
0.220000,497.251526,8038.181641
0.230000,497.687103,8038.181641
0.240000,498.079071,8038.181641
0.250000,498.404510,8038.181641
0.260000,498.716370,8038.181641
0.270000,498.950592,8038.181641
0.280000,499.179840,8038.181641
0.290000,499.342560,8038.181641
0.300000,499.533173,8038.181641
0.310000,499.624725,8038.181641
0.320000,499.724152,8038.181641
0.330000,499.786743,8038.181641
0.340000,499.848969,8038.181641
0.350000,499.895813,8038.181641
0.360000,499.913330,8038.181641
0.370000,499.929779,8038.181641
0.380000,499.921906,8038.181641
0.390000,499.881866,8038.181641
0.400000,499.862915,8038.181641
0.410000,499.742737,8038.181641
0.420000,499.681244,8038.181641
0.430000,499.582520,8038.181641
0.440000,499.470245,8038.181641
0.450000,499.325409,8038.181641
0.460000,499.174133,8038.181641
0.470000,499.023926,8038.181641
0.480000,498.858704,8038.181641
0.490000,498.649841,8038.181641
0.500000,498.484253,8038.181641
0.510000,498.239990,8038.181641
0.520000,498.001099,8038.181641
0.530000,497.746826,8038.181641
0.540000,497.492188,8038.181641
0.550000,497.220398,8038.181641
0.560000,496.939667,8038.181641
0.570000,496.648193,8038.181641
0.580000,496.326691,8038.181641
0.590000,496.013397,8038.181641
0.600000,495.738739,8038.181641
0.610000,495.360718,8038.181641
0.620000,495.039581,8038.181641
0.630000,494.689819,8038.181641
0.640000,494.340790,8038.181641
0.650000,494.020355,8038.181641
0.660000,493.664154,8038.181641
0.670000,493.296143,8038.181641
0.680000,492.958893,8038.181641
0.690000,492.608063,8038.181641
0.700000,492.281189,8038.181641
0.710000,491.903198,8038.181641
0.720000,491.551636,8038.181641
0.730000,491.202606,8038.181641
0.740000,490.866425,8038.181641
0.750000,490.518463,8038.181641
0.760000,490.159027,8038.181641
0.770000,489.830719,8038.181641
0.780000,489.495270,8038.181641
0.790000,489.158386,8038.181641
0.800000,488.882294,8038.181641
0.810000,488.539703,8038.181641
0.820000,488.230713,8038.181641
0.830000,487.978577,8038.181641
0.839999,487.691406,8038.181641
0.849999,487.420319,8038.181641
0.859999,487.154602,8038.181641
0.869999,486.888885,8038.181641
0.879999,486.661804,8038.181641
0.889999,486.443634,8038.181641
