TreeID,Pot_weight_g,Perc_brown
PIEN1,557.4,10%
PIEN2,258.9,10%
PIEN3,303.1,10%
PIEN4,321.5,10%
PIEN5,262.8,10%
PIEN6,380.7,10%
PIEN7,284.6,10%
PIEN8,405.4,10%
PIEN9,577.1,10%
PIEN10,256.5,10%
PIEN11,245.7,10%
PIEN12,377.2,10%
PIEN13,251.7,10%
PIEN14,329.9,10%
PIEN15,331.5,10%
PIEN16,368.6,10%
PIEN17,368.5,10%
PIEN18,563.3,10%
PIEN19,465.6,10%
PIEN20,278.3,10%
PIEN21,324.1,10%
PIEN22,244.9,10%
PIEN23,345.7,10%
PIEN24,564.3,10%
PIEN25,269.3,10%
PIEN26,316.9,10%
PIEN27,531.9,10%
PIEN28,225.4,10%
PIEN29,467.3,10%
PIEN30,252.7,10%
PIEN31,528.1,10%
PIEN32,346.3,10%
PIEN33,276.5,10%
PIEN34,510.3,10%
PIEN35,253.6,10%
PIEN36,226.1,10%
PIEN37,306.7,10%
PIEN38,448.2,10%
PIEN39,315.9,10%
PIEN40,232.2,10%
PIEN41,227.7,10%
PIEN42,458.2,10%
PIEN43,228.7,10%
PIEN44,221.3,10%
PIEN45,232,10%
PIEN46,512.9,10%
PIEN47,269.9,10%
PIEN48,237.8,10%
PIEN49,235.8,10%
PIEN50,273.9,10%
PIEN51,237.1,10%
PIEN52,315.3,10%
PIEN53,228.7,10%
PIEN54,225.9,10%
PIEN55,221.4,10%
PIEN56,273.4,10%
PIEN57,238.1,10%
PIEN58,263,10%
PIEN59,239.8,10%
PIEN60,252.3,10%
