TreeID,Pot_weight_g,Perc_brown
PIFL1,542.8,10%
PIFL2,388.9,10%
PIFL3,246.5,10%
PIFL4,286.1,10%
PIFL5,338.1,10%
PIFL6,335.7,10%
PIFL7,258.7,10%
PIFL8,410.3,10%
PIFL9,563,10%
PIFL10,255.9,10%
PIFL11,340,10%
PIFL12,555.2,10%
PIFL13,258.6,10%
PIFL14,367.2,10%
PIFL15,295.7,10%
PIFL16,375.1,10%
PIFL17,275.9,10%
PIFL18,304.3,10%
PIFL19,339.7,10%
PIFL20,338.2,10%
PIFL21,556.1,10%
PIFL22,367.8,10%
PIFL23,341.7,10%
PIFL24,457.8,10%
PIFL25,432.6,10%
PIFL26,314.2,10%
PIFL27,407.7,10%
PIFL28,558.1,10%
PIFL29,342.9,10%
PIFL30,276.2,10%
PIFL31,272.4,10%
PIFL32,268.6,10%
PIFL33,303,10%
PIFL34,281.9,10%
PIFL35,243.2,10%
PIFL36,531.9,10%
PIFL37,369.3,10%
PIFL38,241.5,10%
PIFL39,332.8,10%
PIFL40,382,10%
PIFL41,536.9,10%
PIFL42,240.1,10%
PIFL43,243,10%
PIFL44,331.5,10%
PIFL45,255.6,10%
PIFL46,525.6,10%
PIFL47,350.3,10%
PIFL48,243.9,10%
PIFL49,284,10%
PIFL50,309.2,10%
PIFL51,240.5,10%
PIFL52,551.5,10%
PIFL53,344.9,10%
PIFL54,307.7,10%
PIFL55,452.6,10%
PIFL56,307.2,10%
PIFL57,281.6,10%
PIFL58,260.2,10%
PIFL59,245.9,10%
PIFL60,237.2,10%
