TreeID,Pot_weight_g,Perc_brown
PIPO1,535.5,10%
PIPO2,211.5,10%
PIPO3,202.1,10%
PIPO4,209.4,10%
PIPO5,491,10%
PIPO6,213.1,10%
PIPO7,219.7,10%
PIPO8,215.4,10%
PIPO9,221.2,10%
PIPO10,214.5,10%
PIPO11,420.3,10%
PIPO12,212.1,10%
PIPO13,207.2,10%
PIPO14,213.9,10%
PIPO15,229.6,10%
PIPO16,218.3,75%
PIPO17,234.8,10%
PIPO18,574.7,10%
PIPO19,215.3,10%
PIPO20,471.6,10%
PIPO21,211.5,10%
PIPO22,206.5,10%
PIPO23,206.6,10%
PIPO24,211.6,10%
PIPO25,207.6,10%
PIPO26,206.2,10%
PIPO27,211.8,10%
PIPO28,207.1,10%
PIPO29,209.3,10%
PIPO30,218.9,10%
PIPO31,554.5,10%
PIPO32,211.7,10%
PIPO33,215.2,10%
PIPO34,207.4,10%
PIPO35,568.4,10%
PIPO36,230,10%
PIPO37,213.4,10%
PIPO38,217.7,10%
PIPO39,214.8,10%
PIPO40,217.1,10%
PIPO41,217.4,10%
PIPO42,211.5,10%
PIPO43,207.4,10%
PIPO44,207.3,10%
PIPO45,215.1,10%
PIPO46,208,10%
PIPO47,219.2,10%
PIPO48,260.1,10%
PIPO49,219,10%
PIPO50,211.8,10%
PIPO51,560.4,10%
PIPO52,212,10%
PIPO53,557,10%
PIPO54,214.6,10%
PIPO55,213.9,10%
PIPO56,537.9,90%
PIPO57,246.2,10%
PIPO58,216.5,10%
PIPO59,236.8,10%
PIPO60,216.6,10%
