TreeID,Pot_weight_g,Perc_brown
PIFL1,553.3,10%
PIFL2,223.7,10%
PIFL3,213.3,10%
PIFL4,199.8,10%
PIFL5,213.2,10%
PIFL6,215.7,10%
PIFL7,203.5,10%
PIFL8,223.5,10%
PIFL9,567,10%
PIFL10,197.6,10%
PIFL11,211.7,10%
PIFL12,564.3,10%
PIFL13,199.2,10%
PIFL14,218.5,10%
PIFL15,202.6,10%
PIFL16,223.3,10%
PIFL17,203.8,10%
PIFL18,199.3,10%
PIFL19,215.2,10%
PIFL20,208.1,10%
PIFL21,561,10%
PIFL22,205.9,10%
PIFL23,204.5,10%
PIFL24,257.8,10%
PIFL25,283.8,10%
PIFL26,205.9,10%
PIFL27,208.7,10%
PIFL28,532.2,10%
PIFL29,203.5,10%
PIFL30,196.4,10%
PIFL31,201.7,10%
PIFL32,195.7,10%
PIFL33,203.5,10%
PIFL34,203,10%
PIFL35,197.2,10%
PIFL36,549.6,10%
PIFL37,221.8,10%
PIFL38,199,10%
PIFL39,206.3,10%
PIFL40,245.3,10%
PIFL41,555.6,10%
PIFL42,199.4,10%
PIFL43,195.4,50%
PIFL44,220.3,10%
PIFL45,199.6,10%
PIFL46,552.9,10%
PIFL47,214.9,10%
PIFL48,203,50%
PIFL49,200.7,10%
PIFL50,207.5,10%
PIFL51,195.2,10%
PIFL52,537.7,10%
PIFL53,226.7,10%
PIFL54,205.6,10%
PIFL55,526.4,10%
PIFL56,211.1,10%
PIFL57,210.3,10%
PIFL58,201.8,10%
PIFL59,201,10%
PIFL60,193.6,25%
