TreeID,Pot_weight_g,Perc_brown
PIFL1,525,10%
PIFL2,212.8,10%
PIFL3,206.1,10%
PIFL4,193.9,10%
PIFL5,205.4,10%
PIFL6,209.3,10%
PIFL7,198.4,25%
PIFL8,213.6,10%
PIFL9,541.1,10%
PIFL10,192.4,25%
PIFL11,204.4,10%
PIFL12,535.5,10%
PIFL13,193.6,10%
PIFL14,209.7,10%
PIFL15,197.5,10%
PIFL16,211.8,10%
PIFL17,197.8,10%
PIFL18,193.2,10%
PIFL19,207.8,10%
PIFL20,200.6,10%
PIFL21,219.1,10%
PIFL22,199.3,10%
PIFL23,197.5,10%
PIFL24,234.7,10%
PIFL25,263.6,10%
PIFL26,199.8,10%
PIFL27,199.8,10%
PIFL28,485.6,10%
PIFL29,197.5,25%
PIFL30,191,10%
PIFL31,196.3,10%
PIFL32,191.1,25%
PIFL33,197.5,10%
PIFL34,197.4,25%
PIFL35,192,10%
PIFL36,547.2,10%
PIFL37,213.2,10%
PIFL38,194.4,25%
PIFL39,198.8,25%
PIFL40,229.7,10%
PIFL41,528.3,10%
PIFL42,194.9,50%
PIFL43,190.5,>90%
PIFL44,211,10%
PIFL45,192.9,10%
PIFL46,532.3,10%
PIFL47,206.3,10%
PIFL48,197.6,90%
PIFL49,195.4,25%
PIFL50,200,10%
PIFL51,190.3,10%
PIFL52,520.7,10%
PIFL53,216.3,10%
PIFL54,198.5,10%
PIFL55,491.1,10%
PIFL56,203.2,10%
PIFL57,203.3,25%
PIFL58,196.2,25%
PIFL59,196.2,50%
PIFL60,189,90%
