TreeID,Pot_weight_g,Perc_brown
PIFL1,546.7,10%
PIFL2,361.8,10%
PIFL3,316.4,10%
PIFL4,256.4,10%
PIFL5,302.9,10%
PIFL6,292.3,10%
PIFL7,241.6,10%
PIFL8,385.7,10%
PIFL9,574.2,10%
PIFL10,238.2,10%
PIFL11,310.3,10%
PIFL12,571.2,10%
PIFL13,242.4,10%
PIFL14,344.1,10%
PIFL15,256.2,10%
PIFL16,346.2,10%
PIFL17,251.9,10%
PIFL18,266.8,10%
PIFL19,311.7,10%
PIFL20,314.7,10%
PIFL21,566.2,10%
PIFL22,339.8,10%
PIFL23,303.4,10%
PIFL24,438.7,10%
PIFL25,413.8,10%
PIFL26,275.5,10%
PIFL27,379.2,10%
PIFL28,550.5,10%
PIFL29,300.2,10%
PIFL30,246.1,10%
PIFL31,251.4,10%
PIFL32,241.8,10%
PIFL33,275.6,10%
PIFL34,257.4,10%
PIFL35,233.5,10%
PIFL36,550.9,10%
PIFL37,352.2,10%
PIFL38,231.4,10%
PIFL39,309,10%
PIFL40,372.6,10%
PIFL41,545.5,10%
PIFL42,229.5,10%
PIFL43,229.8,10%
PIFL44,304.6,10%
PIFL45,242.9,10%
PIFL46,538.8,10%
PIFL47,327.9,10%
PIFL48,235.3,10%
PIFL49,252.7,10%
PIFL50,282,10%
PIFL51,229.8,10%
PIFL52,558,10%
PIFL53,325.1,10%
PIFL54,282.3,10%
PIFL55,498.7,10%
PIFL56,279.2,10%
PIFL57,264.1,10%
PIFL58,244.2,10%
PIFL59,235.9,10%
PIFL60,227.5,10%
