TreeID,Pot_weight_g,Perc_brown
PIFL1,555.3,10%
PIFL2,351.9,10%
PIFL3,302.1,10%
PIFL4,246.7,10%
PIFL5,288.7,10%
PIFL6,276.5,10%
PIFL7,235.5,10%
PIFL8,375.4,10%
PIFL9,575,10%
PIFL10,231.2,10%
PIFL11,297.5,10%
PIFL12,572.7,10%
PIFL13,236.5,10%
PIFL14,332.9,10%
PIFL15,244.2,10%
PIFL16,333.9,10%
PIFL17,244,10%
PIFL18,251.9,10%
PIFL19,297.4,10%
PIFL20,302.9,10%
PIFL21,572.1,10%
PIFL22,325.2,10%
PIFL23,286.6,10%
PIFL24,433.4,10%
PIFL25,408.1,10%
PIFL26,261.2,10%
PIFL27,361.5,10%
PIFL28,555.5,10%
PIFL29,280.7,10%
PIFL30,236.9,10%
PIFL31,244,10%
PIFL32,233.1,10%
PIFL33,264.5,10%
PIFL34,248.5,10%
PIFL35,229.8,10%
PIFL36,553.1,10%
PIFL37,345.6,10%
PIFL38,227.8,10%
PIFL39,298.4,10%
PIFL40,369.8,10%
PIFL41,561.8,10%
PIFL42,226.1,10%
PIFL43,225.4,10%
PIFL44,294.7,10%
PIFL45,238.2,10%
PIFL46,559,10%
PIFL47,320.7,10%
PIFL48,232.3,10%
PIFL49,242.9,10%
PIFL50,270.4,10%
PIFL51,225.7,10%
PIFL52,567,10%
PIFL53,318.8,10%
PIFL54,271.3,10%
PIFL55,520.1,10%
PIFL56,269.3,10%
PIFL57,257.1,10%
PIFL58,238.8,10%
PIFL59,231.6,10%
PIFL60,223.5,10%
