TreeID,Pot_weight_g,Perc_brown
PIFL1,548.1,10%
PIFL2,304.2,10%
PIFL3,254.6,10%
PIFL4,224.6,10%
PIFL5,250,10%
PIFL6,247.3,10%
PIFL7,222.3,10%
PIFL8,313.4,10%
PIFL9,570.7,10%
PIFL10,217.9,10%
PIFL11,257.2,10%
PIFL12,571.3,10%
PIFL13,222,10%
PIFL14,277.3,10%
PIFL15,223.4,10%
PIFL16,286.7,10%
PIFL17,226.3,10%
PIFL18,226.8,10%
PIFL19,253.5,10%
PIFL20,259.2,10%
PIFL21,562.4,10%
PIFL22,256.9,10%
PIFL23,239.6,10%
PIFL24,377.1,10%
PIFL25,365.5,10%
PIFL26,233.1,10%
PIFL27,278.5,10%
PIFL28,540.2,10%
PIFL29,232,10%
PIFL30,218.1,10%
PIFL31,224.5,10%
PIFL32,214.8,10%
PIFL33,230.7,10%
PIFL34,225.8,10%
PIFL35,216.3,10%
PIFL36,539.3,10%
PIFL37,295.7,10%
PIFL38,216.8,10%
PIFL39,246.1,10%
PIFL40,324.6,10%
PIFL41,549,10%
PIFL42,216.1,10%
PIFL43,214.8,10%
PIFL44,259.7,10%
PIFL45,222.8,10%
PIFL46,544,10%
PIFL47,267.6,10%
PIFL48,222.3,10%
PIFL49,220.9,10%
PIFL50,239.9,10%
PIFL51,213.7,10%
PIFL52,538.3,10%
PIFL53,275.1,10%
PIFL54,236.7,10%
PIFL55,480.2,10%
PIFL56,242.6,10%
PIFL57,236.8,10%
PIFL58,223.5,10%
PIFL59,219.4,10%
PIFL60,212.2,10%
