TreeID,Pot_weight_g,Perc_brown
PIPO1,495.7,10%
PIPO2,207.8,25%
PIPO3,197.6,10%
PIPO4,205.4,10%
PIPO5,449.1,10%
PIPO6,208.3,10%
PIPO7,214.3,10%
PIPO8,210.9,10%
PIPO9,216.8,10%
PIPO10,209.6,10%
PIPO11,286.7,10%
PIPO12,207.9,10%
PIPO13,202.7,10%
PIPO14,208.4,10%
PIPO15,223.8,10%
PIPO16,214.9,>90%
PIPO17,228.6,10%
PIPO18,544.8,10%
PIPO19,210.3,10%
PIPO20,432,10%
PIPO21,206.1,10%
PIPO22,202.2,10%
PIPO23,202.7,10%
PIPO24,207.2,10%
PIPO25,203.5,10%
PIPO26,202,10%
PIPO27,207,10%
PIPO28,202.5,25%
PIPO29,204.8,10%
PIPO30,213.3,10%
PIPO31,518.4,10%
PIPO32,207.1,25%
PIPO33,210.4,10%
PIPO34,202.9,10%
PIPO35,545.7,10%
PIPO36,223.3,10%
PIPO37,208.7,10%
PIPO38,212.6,10%
PIPO39,210.4,10%
PIPO40,212.2,10%
PIPO41,212.4,10%
PIPO42,206.3,10%
PIPO43,203,10%
PIPO44,202.9,10%
PIPO45,210.6,10%
PIPO46,203.4,10%
PIPO47,214.2,10%
PIPO48,253.5,10%
PIPO49,214.1,10%
PIPO50,207,10%
PIPO51,525.8,10%
PIPO52,207.7,10%
PIPO53,506.8,10%
PIPO54,210.3,10%
PIPO55,209.6,10%
PIPO56,,
PIPO57,230.4,10%
PIPO58,211.9,10%
PIPO59,230.4,10%
PIPO60,211.3,10%
