flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-01031_20251117221323_8eb,22:13:23,2025-11-17,PFA-00872,PSA-00872,PSF-01031,562.586182,110.684395,0.803258,0.000000,0.000000,0.000000,3.694433

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,289.054169,8038.181641
0.010000,427.708282,8038.181641
0.020000,492.255096,8038.181641
0.030000,526.615601,8038.181641
0.040000,541.003357,8038.181641
0.050000,547.388428,8038.181641
0.060000,550.788757,8038.181641
0.070000,552.862305,8038.181641
0.080000,554.318542,8038.181641
0.090000,555.314209,8038.181641
0.100000,556.168884,8038.181641
0.110000,556.772583,8038.181641
0.120000,557.315796,8038.181641
0.130000,557.863342,8038.181641
0.140000,558.312561,8038.181641
0.150000,558.736328,8038.181641
0.160000,559.116455,8038.181641
0.170000,559.480164,8038.181641
0.180000,559.820312,8038.181641
0.190000,560.136108,8038.181641
0.200000,560.441467,8038.181641
0.210000,560.661438,8038.181641
0.220000,560.882080,8038.181641
0.230000,561.102417,8038.181641
0.240000,561.326294,8038.181641
0.250000,561.523682,8038.181641
0.260000,561.689636,8038.181641
0.270000,561.848755,8038.181641
0.280000,561.962158,8038.181641
0.290000,562.099487,8038.181641
0.300000,562.232849,8038.181641
0.310000,562.285095,8038.181641
0.320000,562.395203,8038.181641
0.330000,562.460632,8038.181641
0.340000,562.518250,8038.181641
0.350000,562.560425,8038.181641
0.360000,562.586182,8038.181641
0.370000,562.567261,8038.181641
0.380000,562.554016,8038.181641
0.390000,562.530029,8038.181641
0.400000,562.540771,8038.181641
0.410000,562.483887,8038.181641
0.420000,562.457092,8038.181641
0.430000,562.453125,8038.181641
0.440000,562.476379,8038.181641
0.450000,562.460999,8038.181641
0.460000,562.435242,8038.181641
0.470000,562.396301,8038.181641
0.480000,562.343384,8038.181641
0.490000,562.293640,8038.181641
0.500000,562.265381,8038.181641
0.510000,562.163452,8038.181641
0.520000,562.051880,8038.181641
0.530000,561.918152,8038.181641
0.540000,561.791870,8038.181641
0.550000,561.647400,8038.181641
0.560000,561.517212,8038.181641
0.570000,561.351685,8038.181641
0.580000,561.227905,8038.181641
0.590000,561.095215,8038.181641
0.600000,561.005493,8038.181641
0.610000,560.863159,8038.181641
0.620000,560.743347,8038.181641
0.630000,560.605652,8038.181641
0.640000,560.469727,8038.181641
0.650000,560.313477,8038.181641
0.660000,560.150757,8038.181641
0.670000,560.009827,8038.181641
0.680000,559.847107,8038.181641
0.690000,559.686523,8038.181641
0.700000,559.565674,8038.181641
0.710000,559.354309,8038.181641
0.720000,559.198364,8038.181641
0.730000,559.004211,8038.181641
0.740000,558.846497,8038.181641
0.750000,558.676941,8038.181641
0.760000,558.503174,8038.181641
0.770000,558.354370,8038.181641
0.780000,558.182373,8038.181641
0.790000,557.997803,8038.181641
0.800000,557.854797,8038.181641
0.810000,557.624084,8038.181641
0.820000,557.429199,8038.181641
0.830000,557.228210,8038.181641
0.839999,556.987183,8038.181641
0.849999,556.780823,8038.181641
0.859999,556.554077,8038.181641
0.869999,556.312317,8038.181641
0.879999,556.127441,8038.181641
0.889999,555.923950,8038.181641
