SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,21:57:18,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,0.002573,0.032991,0.002387,0.031297,0.921790,0.809607,2.117897,1.196107,8.730024,9.939694,22.837360,0.441786,7.500000,PSF-01031_20251117215718_118,76.196198,75.454475,-0.009830,0.000000,0.000000,0.000000,0.5,0.80,-0.018131,1.000000,41.77,36.68,19.01,18.35,18.35,92.74,1.1,-16.1,1521.5,5,3.649,21:49:49,2025-11-17,-9.99,1,0.000,0.001,0.002,0.315,0.190,0.029,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468587,2.456306,0.606890,0.572291,0.346679,-0.006110,0.099646,0.111002,76.196198,0.000208,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117215718_118,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
10,21:57:49,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,0.000166,0.034549,0.000165,0.002440,0.822819,0.814458,2.169737,1.346919,8.782710,8.872869,23.397367,0.441786,7.500000,PSF-01031_20251117215749_847,23.181080,23.344875,0.007016,0.000000,0.000000,0.000000,0.5,0.80,0.013983,1.000000,37.08,36.70,19.10,18.74,18.74,92.73,1.2,-15.9,1444.2,5,3.649,21:49:49,2025-11-17,-9.99,1,-0.000,-0.000,-0.000,0.024,-0.317,0.838,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468603,2.449798,0.607162,0.572566,0.345465,-0.002832,0.103090,0.111344,23.181080,0.000215,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117215749_847,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
11,21:58:34,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,0.000213,0.033745,0.000212,0.003005,0.830947,0.820407,2.124556,1.293609,8.847031,8.960688,22.910587,0.441786,7.500000,PSF-01031_20251117215834_6be,83.302261,422.317383,0.802750,0.000000,0.000000,0.000000,0.5,0.80,1.626220,1.000000,37.18,36.71,19.21,18.40,18.40,92.73,1.2,-16.0,1484.5,5,3.646,21:49:49,2025-11-17,-9.99,1,-0.000,0.000,0.000,0.005,-0.210,-0.105,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468599,2.449919,0.607022,0.572397,0.343896,-0.007787,0.107930,0.111420,83.302261,0.000212,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117215834_6be,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
12,21:58:57,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,0.000600,0.034441,0.000590,0.009431,0.855955,0.823555,2.313296,1.457341,8.880803,9.230197,24.945433,0.441786,7.500000,PSF-01031_20251117215857_5af,54.245354,53.564789,-0.012705,0.000000,0.000000,0.000000,0.5,0.80,-0.014255,1.000000,38.17,36.73,19.27,19.77,19.77,92.73,1.2,-16.1,1458.6,3,3.641,21:49:49,2025-11-17,-9.99,1,-0.000,-0.000,0.000,-0.034,0.025,0.450,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468611,2.451282,0.607143,0.572353,0.343131,0.006689,0.110331,0.109336,54.245354,0.000211,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117215857_5af,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
13,22:01:41,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,0.000867,0.033237,0.000845,0.008338,0.876467,0.846788,1.777958,0.901491,9.131612,9.451663,19.173182,0.441786,7.500000,PSF-01031_20251117220141_62f,84.788918,410.065063,0.793231,0.000000,0.000000,0.000000,0.5,0.80,1.603368,1.000000,38.14,36.85,19.66,15.59,15.59,92.73,1.1,-16.6,1560.2,5,3.639,22:01:28,2025-11-17,-12.89,1,-0.000,-0.000,0.000,0.204,0.264,0.284,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468731,2.455159,0.606933,0.571290,0.337722,-0.043161,0.127881,0.111409,84.788918,0.000215,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117220141_62f,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
14,22:02:05,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,0.000164,0.033974,0.000164,0.002338,0.858348,0.850204,2.161785,1.303437,9.168372,9.256198,23.312122,0.441786,7.500000,PSF-01031_20251117220205_516,129.472382,128.089783,-0.010794,0.000000,0.000000,0.000000,0.5,0.80,-0.020880,1.000000,37.22,36.87,19.72,18.68,18.68,92.73,1.2,-16.1,1481.5,5,3.637,22:01:28,2025-11-17,-12.89,1,0.000,0.000,0.000,-0.250,-0.435,-0.513,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468761,2.453891,0.607062,0.572265,0.336995,-0.010356,0.130244,0.111209,129.472382,0.000212,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117220205_516,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
15,22:02:57,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,-0.000223,0.035900,-0.000225,-0.003278,0.846198,0.857001,2.175777,1.329579,9.241973,9.125475,23.463762,0.441786,7.500000,PSF-01031_20251117220257_713,79.156281,392.739777,0.798451,0.000000,0.000000,0.000000,0.5,0.80,1.546173,1.000000,36.47,36.94,19.82,18.79,18.79,92.73,1.2,-16.4,1427.9,5,3.636,22:01:28,2025-11-17,-12.89,1,0.000,0.000,0.000,0.316,0.034,0.339,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468843,2.452828,0.607398,0.571810,0.335641,-0.010340,0.135557,0.111214,79.156281,0.000212,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117220257_713,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
16,22:03:23,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,-0.000099,0.033495,-0.000099,-0.001456,0.854456,0.859598,2.192855,1.338400,9.270352,9.214893,23.648890,0.441786,7.500000,PSF-01031_20251117220323_9e4,46.986221,46.523453,-0.009947,0.000000,0.000000,0.000000,0.5,0.80,-0.021661,1.000000,36.69,36.91,19.88,18.91,18.91,92.73,1.1,-16.0,1488.4,5,3.635,22:01:28,2025-11-17,-12.89,1,0.000,0.000,0.000,-0.274,-0.052,-0.006,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468800,2.453123,0.606978,0.572529,0.334849,-0.009618,0.138181,0.111770,46.986221,0.000210,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117220323_9e4,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
17,22:03:53,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,-0.000957,0.032520,-0.000986,-0.013897,0.812408,0.862996,2.098377,1.285969,9.307174,8.761598,22.630419,0.441786,7.500000,PSF-01031_20251117220353_640,140.682571,552.807556,0.745513,0.000000,0.000000,0.000000,0.5,0.80,1.636431,1.000000,34.73,36.90,19.95,18.21,18.21,92.72,1.1,-15.1,1452.6,5,3.634,22:01:28,2025-11-17,-12.89,1,-0.000,0.000,0.000,0.123,0.243,0.656,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468763,2.450393,0.606808,0.574072,0.333891,-0.018135,0.141156,0.111810,140.682571,0.000210,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117220353_640,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
18,22:04:15,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,-0.001193,0.034736,-0.001236,-0.019772,0.798729,0.866118,2.257921,1.459192,9.340387,8.613659,24.349874,0.441786,7.500000,PSF-01031_20251117220415_85e,61.452271,60.438038,-0.016781,0.000000,0.000000,0.000000,0.5,0.80,-0.030154,1.000000,34.04,36.91,20.00,19.38,19.38,92.73,1.2,-16.0,1442.7,4,3.632,22:01:28,2025-11-17,-12.89,1,0.000,0.000,0.000,-0.154,-0.509,-1.004,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468782,2.449421,0.607195,0.572444,0.333213,-0.005799,0.143304,0.110892,61.452271,0.000213,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117220415_85e,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
19,22:05:29,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,-0.001798,0.032846,-0.001902,-0.021534,0.797609,0.875241,1.832836,1.035227,9.438417,8.601250,19.764929,0.441786,7.500000,PSF-01031_20251117220529_c9b,124.294640,571.969299,0.782690,0.000000,0.000000,0.000000,0.5,0.80,1.521237,1.000000,33.66,36.93,20.16,16.07,16.07,92.73,1.1,-15.9,1509.9,5,3.631,22:01:28,2025-11-17,-12.89,1,-0.000,-0.000,0.001,0.189,-0.102,0.329,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468789,2.448855,0.606865,0.572651,0.331074,-0.043585,0.150765,0.111230,124.294640,0.000211,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117220529_c9b,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
20,22:05:52,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,-0.001013,0.035028,-0.001043,-0.017001,0.821008,0.878456,2.307250,1.486242,9.472352,8.852885,24.878962,0.441786,7.500000,PSF-01031_20251117220552_507,52.275181,52.026272,-0.004784,0.000000,0.000000,0.000000,0.5,0.80,-0.009542,1.000000,34.56,36.97,20.20,19.73,19.73,92.74,1.2,-16.0,1430.0,5,3.631,22:01:28,2025-11-17,-12.89,1,-0.000,0.000,0.000,0.205,0.214,-0.512,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468843,2.450097,0.607246,0.572476,0.330521,-0.004204,0.153021,0.111347,52.465080,0.000211,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117220552_507,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
21,22:06:13,2025-11-17,FB_Fl_Dark_8k,Fern,,,,,-0.002125,0.034607,-0.002264,-0.028378,0.783800,0.880903,1.929000,1.145200,9.499096,8.451998,20.801094,0.441786,7.500000,PSF-01031_20251117220613_0d5,107.934235,487.244720,0.778480,0.000000,0.000000,0.000000,0.5,0.80,1.624269,1.000000,32.91,36.99,20.24,16.87,16.87,92.74,1.2,-15.7,1423.3,5,3.630,22:01:28,2025-11-17,-12.89,1,0.000,0.000,0.000,-0.132,0.401,0.484,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.468860,2.447798,0.607172,0.572961,0.330011,-0.035853,0.155003,0.111560,107.934235,0.000212,2.405086,0.000013,1.000000,2.372866,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20251117220613_0d5,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
