TreeID,VWC_perc
PIFL1,16.2
PIFL3,0
PIFL9,18
PIFL10,0
PIFL12,16.3
PIFL17,0
PIFL21,16
PIFL27,0
PIFL28,13.5
PIFL29,0
PIFL36,18.5
PIFL40,2.5
PIFL41,15.9
PIFL43,0
PIFL46,16.6
PIFL47,0
PIFL52,17.2
PIFL54,0
PIFL55,16.4
PIFL57,0
