TreeID,VWC_perc
PIEN1,13.7
PIEN4,8.7
PIEN9,14.2
PIEN14,10.3
PIEN18,12.9
PIEN21,7.5
PIEN24,13.9
PIEN26,6
PIEN27,13
PIEN28,4.6
PIEN31,13
PIEN33,7.8
PIEN34,12.3
PIEN35,7.7
PIEN38,11.9
PIEN40,2.7
PIEN42,12.4
PIEN45,2.4
PIEN46,13.6
PIEN56,8.4
