TreeID,VWC_perc
PIEN1,14.7
PIEN4,0
PIEN9,16.2
PIEN14,0
PIEN18,14.8
PIEN21,0
PIEN24,15.9
PIEN26,0
PIEN27,16.2
PIEN28,0
PIEN31,15.4
PIEN33,0
PIEN34,15.1
PIEN35,0
PIEN38,14.9
PIEN40,0
PIEN42,15.3
PIEN45,0
PIEN46,16.9
PIEN56,0
