TreeID,VWC_perc
PIEN1,18.4
PIEN4,0
PIEN9,19.6
PIEN14,0
PIEN18,17.1
PIEN24,19.2
PIEN26,0
PIEN27,17.9
PIEN31,19.1
PIEN33,0
PIEN34,19.2
PIEN38,18.9
PIEN42,19.6
PIEN46,21
PIEN56,0
