TreeID,VWC_perc
PIFL1,18
PIFL3,0
PIFL9,16.8
PIFL10,0
PIFL12,16.1
PIFL17,0
PIFL21,16.1
PIFL27,0
PIFL28,14.7
PIFL29,0
PIFL36,15
PIFL40,5.2
PIFL41,15.3
PIFL43,0
PIFL46,16
PIFL47,0
PIFL52,18.5
PIFL54,0
PIFL55,13.6
PIFL57,0
