TreeID,VWC_perc
PIPO1,13.5
PIPO2,0
PIPO5,12.4
PIPO10,0.7
PIPO11,11.3
PIPO16,0.7
PIPO18,12.7
PIPO19,3.1
PIPO20,12.8
PIPO22,6.1
PIPO31,10.7
PIPO32,0.6
PIPO35,9.3
PIPO48,8.8
PIPO51,8.2
PIPO52,7.3
PIPO53,8.8
PIPO55,0
PIPO56,10.9
PIPO58,3.2
