TreeID,VWC_perc
PIEN1,16.2
PIEN4,0
PIEN9,17.2
PIEN14,0
PIEN18,16.8
PIEN21,0
PIEN24,18.5
PIEN26,0
PIEN27,16.9
PIEN28,0
PIEN31,15.9
PIEN33,0
PIEN34,15.9
PIEN35,0
PIEN38,14.1
PIEN40,0
PIEN42,17.9
PIEN45,0
PIEN46,19.7
PIEN56,0
