TreeID,VWC_perc
PSME3,14.4
PSME6,0
PSME12,12.4
PSME17,13.8
PSME27,13.1
PSME31,10.9
PSME35,0
PSME37,13.2
PSME42,0
PSME45,14.7
PSME46,0
PSME48,15.8
PSME57,16.9
