TreeID,VWC_perc
PIFL1,13
PIFL3,0
PIFL9,14.8
PIFL10,0
PIFL12,14.1
PIFL17,0
PIFL21,12.9
PIFL27,0
PIFL28,8.9
PIFL29,0
PIFL36,14.6
PIFL40,6.3
PIFL41,12.5
PIFL43,0
PIFL46,11.7
PIFL47,0.2
PIFL52,14.1
PIFL54,0
PIFL55,11.6
PIFL57,0
