TreeID,VWC_perc
PIFL1,13.7
PIFL3,6.8
PIFL9,15.4
PIFL10,0
PIFL12,12.7
PIFL17,0
PIFL21,13.1
PIFL27,7.7
PIFL28,11.1
PIFL29,7.4
PIFL36,16
PIFL40,7.4
PIFL41,10.9
PIFL43,0
PIFL46,12.4
PIFL47,6.9
PIFL52,16.5
PIFL54,3.1
PIFL55,9.3
PIFL57,1.2
