TreeID,VWC_perc
PSME3,11.1
PSME6,8.4
PSME12,10.8
PSME15,0
PSME17,9.4
PSME20,2.1
PSME22,13.3
PSME26,0
PSME27,13
PSME30,1.6
PSME31,6.6
PSME35,5.2
PSME37,8.7
PSME42,4.7
PSME45,12.1
PSME46,8
PSME48,9.2
PSME50,0
PSME57,7.7
PSME58,2.7
