TreeID,VWC_perc
PIPO1,14.4
PIPO2,0
PIPO5,13
PIPO10,0
PIPO11,9.4
PIPO16,0
PIPO18,16.3
PIPO19,0
PIPO20,12.6
PIPO22,0
PIPO31,17.1
PIPO32,0
PIPO35,16.5
PIPO48,7.4
PIPO51,18.2
PIPO52,0
PIPO53,19.4
PIPO55,0
PIPO56,17.2
PIPO58,0
