TreeID,VWC_perc
PSME3,14
PSME6,0
PSME12,11.4
PSME15,0
PSME17,10.3
PSME20,0
PSME22,16.4
PSME26,0
PSME27,12.3
PSME30,0
PSME31,9.7
PSME35,0
PSME37,12.1
PSME42,0
PSME45,16
PSME46,0
PSME48,14.7
PSME50,0
PSME57,14.5
PSME58,0
