TreeID,VWC_perc
PIPO1,13
PIPO2,0
PIPO5,12.4
PIPO10,0
PIPO11,10.1
PIPO16,0
PIPO18,15
PIPO19,0
PIPO20,11
PIPO22,0
PIPO31,14.9
PIPO32,0
PIPO35,14.7
PIPO48,6.5
PIPO51,16.8
PIPO52,0
PIPO53,15.5
PIPO55,0
PIPO56,
PIPO58,0
