TreeID,VWC_perc
PSME3,12.9
PSME6,0
PSME12,12.8
PSME15,
PSME17,14.4
PSME20,
PSME22,
PSME26,
PSME27,11.4
PSME30,
PSME31,13.8
PSME35,0
PSME37,14
PSME42,0
PSME45,15.5
PSME46,0
PSME48,16.5
PSME50,
PSME57,12.9
PSME58,0
