TreeID,VWC_perc
PIEN1,12.8
PIEN4,0
PIEN9,16.6
PIEN14,0
PIEN18,14
PIEN21,0
PIEN24,14
PIEN26,0
PIEN27,14.3
PIEN28,0
PIEN31,13.6
PIEN33,0
PIEN34,13.5
PIEN35,0
PIEN38,10.7
PIEN40,0
PIEN42,14.3
PIEN45,0
PIEN46,17.8
PIEN56,0
