TreeID,VWC_perc
PIPO1,13.6
PIPO2,0
PIPO5,15.6
PIPO10,0
PIPO11,12.5
PIPO16,0
PIPO18,14.9
PIPO19,0
PIPO20,12.7
PIPO22,0
PIPO31,16
PIPO32,0
PIPO35,14.4
PIPO48,5.2
PIPO51,15.3
PIPO52,0
PIPO53,16.5
PIPO55,0
PIPO56,14.3
PIPO58,0
