TreeID,VWC_perc
PIFL1,14
PIFL3,0
PIFL9,15.9
PIFL10,0
PIFL12,15.2
PIFL17,0
PIFL21,14.1
PIFL27,0
PIFL28,10.2
PIFL29,0
PIFL36,15
PIFL40,4.2
PIFL41,14.3
PIFL43,0
PIFL46,13.2
PIFL47,0.6
PIFL52,14.7
PIFL54,0
PIFL55,11.5
PIFL57,0
