TreeID,VWC_perc
PIFL1,14.9
PIFL3,3
PIFL9,15.9
PIFL10,0
PIFL12,15.9
PIFL17,0
PIFL21,14.5
PIFL27,7.6
PIFL28,13.2
PIFL29,1.8
PIFL36,14.1
PIFL40,9
PIFL41,15.3
PIFL43,0
PIFL46,13.6
PIFL47,5.5
PIFL52,15.6
PIFL54,2.5
PIFL55,14.1
PIFL57,0
