TreeID,VWC_perc
PSME3,13.2
PSME6,7.5
PSME12,13.4
PSME15,0
PSME17,10.3
PSME20,2.6
PSME22,16.2
PSME26,0
PSME27,14.1
PSME30,0
PSME31,9.2
PSME35,4.6
PSME37,12.3
PSME42,0.7
PSME45,8.3
PSME46,6.5
PSME48,10
PSME50,0
PSME57,14.6
PSME58,0.1
