TreeID,VWC_perc
PIEN1,17.3
PIEN4,0
PIEN9,16
PIEN14,0
PIEN18,17.4
PIEN24,19.9
PIEN27,17.9
PIEN31,18.7
PIEN33,0
PIEN34,18.5
PIEN38,19.8
PIEN42,119.1
PIEN46,19.3
PIEN56,0
