TreeID,VWC_perc
PIEN1,14.4
PIEN4,7.6
PIEN9,15.7
PIEN14,8.7
PIEN18,13
PIEN21,6.8
PIEN24,16
PIEN26,2.5
PIEN27,12.7
PIEN28,0.1
PIEN31,9.2
PIEN33,6.2
PIEN34,8.3
PIEN35,3.2
PIEN38,7.9
PIEN40,0
PIEN42,7.7
PIEN45,0.3
PIEN46,11.3
PIEN56,7.5
