TreeID,VWC_perc
PIPO1,12.6
PIPO2,0
PIPO5,12.1
PIPO10,0
PIPO11,9.3
PIPO16,0
PIPO18,14.4
PIPO19,0
PIPO20,10.6
PIPO22,0
PIPO31,14.2
PIPO32,0
PIPO35,14.7
PIPO48,6.9
PIPO51,15.6
PIPO52,0
PIPO53,16.3
PIPO55,0
PIPO56,13.3
PIPO58,0
