TreeID,VWC_perc
PIEN1,15
PIEN4,0
PIEN9,16.9
PIEN14,0.5
PIEN18,15
PIEN21,0
PIEN24,18.7
PIEN26,0
PIEN27,16.7
PIEN28,0
PIEN31,14.6
PIEN33,0
PIEN34,16.8
PIEN35,0
PIEN38,17.4
PIEN40,0
PIEN42,17.9
PIEN45,0
PIEN46,18.7
PIEN56,0
