TreeID,VWC_perc
PSME3,13
PSME6,0
PSME12,10.5
PSME17,11.7
PSME27,14
PSME31,9.6
PSME35,0
PSME37,11.1
PSME45,14.7
PSME46,0
PSME48,15.2
PSME57,16.6
