TreeID,VWC_perc
PIEN1,12.6
PIEN4,10.5
PIEN9,13.2
PIEN14,11.8
PIEN18,10.3
PIEN21,8.8
PIEN24,10.6
PIEN26,8.4
PIEN27,10.5
PIEN28,7.6
PIEN31,10.4
PIEN33,8
PIEN34,9.3
PIEN35,8.9
PIEN38,9.2
PIEN40,7.5
PIEN42,10.7
PIEN45,5.8
PIEN46,10.8
PIEN56,9.7
