TreeID,VWC_perc
PSME3,15.5
PSME6,0
PSME12,12.7
PSME15,0
PSME17,14.2
PSME20,0
PSME22,
PSME26,0
PSME27,11.5
PSME30,0
PSME31,10
PSME35,0
PSME37,11.1
PSME42,0
PSME45,14.8
PSME46,0
PSME48,16
PSME50,0
PSME57,14
PSME58,0
