TreeID,VWC_perc
PIFL1,13.6
PIFL3,7.5
PIFL9,12.7
PIFL10,1.4
PIFL12,12.5
PIFL17,2
PIFL21,13.4
PIFL27,8.7
PIFL28,12.4
PIFL29,7.2
PIFL36,14.1
PIFL40,7.4
PIFL41,11.3
PIFL43,0.8
PIFL46,11.2
PIFL47,4.6
PIFL52,15.8
PIFL54,6.6
PIFL55,8.8
PIFL57,1.9
