TreeID,VWC_perc
PIPO1,11
PIPO5,11.6
PIPO11,10.7
PIPO18,14.3
PIPO20,7.9
PIPO22,0
PIPO31,14.1
PIPO35,15.1
PIPO48,4.4
PIPO51,15
PIPO52,0
PIPO53,11.5
PIPO58,0
