TreeID,VWC_perc
PIPO1,10.5
PIPO2,0
PIPO5,10.3
PIPO10,1.2
PIPO11,5.9
PIPO16,1.6
PIPO18,12.5
PIPO19,6.8
PIPO20,9.9
PIPO22,7.4
PIPO31,11.6
PIPO32,7.5
PIPO35,11.3
PIPO48,10
PIPO51,10.9
PIPO52,8.9
PIPO53,12.3
PIPO55,0
PIPO56,13
PIPO58,7.7
