TreeID,VWC_perc
PIFL1,14.5
PIFL3,3.2
PIFL9,15.6
PIFL10,0
PIFL12,15.6
PIFL17,0
PIFL21,14.8
PIFL27,6.4
PIFL28,13.8
PIFL29,0.5
PIFL36,15.6
PIFL40,8.1
PIFL41,13.1
PIFL43,0
PIFL46,13.2
PIFL47,3
PIFL52,16.9
PIFL54,0.3
PIFL55,12.7
PIFL57,0
