TreeID,VWC_perc
PIPO1,14.5
PIPO2,0
PIPO5,14.8
PIPO10,0
PIPO11,12.9
PIPO16,0
PIPO18,15.1
PIPO19,0
PIPO20,13.7
PIPO22,1.2
PIPO31,15.8
PIPO32,0
PIPO35,13.6
PIPO48,6.1
PIPO51,14.5
PIPO52,0.2
PIPO53,14.2
PIPO55,0
PIPO56,14.7
PIPO58,0
