TreeID,VWC_perc
PSME3,11.5
PSME6,11.8
PSME12,11.5
PSME15,8.5
PSME17,10.2
PSME20,11.2
PSME22,10.6
PSME26,7.3
PSME27,10
PSME30,9.2
PSME31,9.7
PSME35,9.6
PSME37,9.6
PSME42,10.7
PSME45,11.3
PSME46,12
PSME48,9.8
PSME50,8
PSME57,11.6
PSME58,9
