TreeID,VWC_perc
PIEN1,12
PIEN4,0
PIEN9,16.4
PIEN14,0
PIEN18,14.8
PIEN21,0
PIEN24,14.1
PIEN26,0
PIEN27,13.2
PIEN28,0
PIEN31,13.8
PIEN33,0
PIEN34,13.7
PIEN35,0
PIEN38,10.2
PIEN40,0
PIEN42,14.4
PIEN45,0
PIEN46,15.7
PIEN56,0
