TreeID,Conductance_mmol_m2s,date,spp,id,con,temp,water,week
PIFL36,319.4,2025-08-19T07:00:00Z,PIFL,36,319.4,heatwave,water,5
PIFL40,283.3,2025-08-19T07:00:00Z,PIFL,40,283.3,heatwave,drought,5
PIFL41,394.5,2025-08-19T07:00:00Z,PIFL,41,394.5,heatwave,water,5
PIFL43,469.8,2025-08-19T07:00:00Z,PIFL,43,469.8,heatwave,drought,5
PIFL46,406.7,2025-08-19T07:00:00Z,PIFL,46,406.7,heatwave,water,5
PIFL47,280.4,2025-08-19T07:00:00Z,PIFL,47,280.4,heatwave,drought,5
PIFL52,329.2,2025-08-19T07:00:00Z,PIFL,52,329.2,heatwave,water,5
PIFL54,303.4,2025-08-19T07:00:00Z,PIFL,54,303.4,heatwave,drought,5
PIFL55,263.4,2025-08-19T07:00:00Z,PIFL,55,263.4,heatwave,water,5
PIFL57,300.5,2025-08-19T07:00:00Z,PIFL,57,300.5,heatwave,drought,5
PIFL1,292.9,2025-08-29T07:00:00Z,PIFL,1,292.9,ambient,water,6
PIFL3,256.3,2025-08-29T07:00:00Z,PIFL,3,256.3,ambient,drought,6
PIFL9,278,2025-08-29T07:00:00Z,PIFL,9,278,ambient,water,6
PIFL10,205.5,2025-08-29T07:00:00Z,PIFL,10,205.5,ambient,drought,6
PIFL12,326.1,2025-08-29T07:00:00Z,PIFL,12,326.1,ambient,water,6
PIFL17,335.4,2025-08-29T07:00:00Z,PIFL,17,335.4,ambient,drought,6
PIFL21,324.3,2025-08-29T07:00:00Z,PIFL,21,324.3,ambient,water,6
PIFL27,204.7,2025-08-29T07:00:00Z,PIFL,27,204.7,ambient,drought,6
PIFL28,349.8,2025-08-29T07:00:00Z,PIFL,28,349.8,ambient,water,6
PIFL29,330.7,2025-08-29T07:00:00Z,PIFL,29,330.7,ambient,drought,6
PIFL36,228.9,2025-08-29T07:00:00Z,PIFL,36,228.9,heatwave,water,6
PIFL40,296.6,2025-08-29T07:00:00Z,PIFL,40,296.6,heatwave,drought,6
PIFL41,334.3,2025-08-29T07:00:00Z,PIFL,41,334.3,heatwave,water,6
PIFL43,299.5,2025-08-29T07:00:00Z,PIFL,43,299.5,heatwave,drought,6
PIFL46,324.8,2025-08-29T07:00:00Z,PIFL,46,324.8,heatwave,water,6
PIFL47,313,2025-08-29T07:00:00Z,PIFL,47,313,heatwave,drought,6
PIFL52,324.8,2025-08-29T07:00:00Z,PIFL,52,324.8,heatwave,water,6
PIFL54,273.5,2025-08-29T07:00:00Z,PIFL,54,273.5,heatwave,drought,6
PIFL55,334.1,2025-08-29T07:00:00Z,PIFL,55,334.1,heatwave,water,6
PIFL57,173.2,2025-08-29T07:00:00Z,PIFL,57,173.2,heatwave,drought,6
PIFL1,203.1,2025-09-05T07:00:00Z,PIFL,1,203.1,ambient,water,7
PIFL3,227.8,2025-09-05T07:00:00Z,PIFL,3,227.8,ambient,drought,7
PIFL9,237.4,2025-09-05T07:00:00Z,PIFL,9,237.4,ambient,water,7
PIFL10,162.3,2025-09-05T07:00:00Z,PIFL,10,162.3,ambient,drought,7
PIFL12,334.9,2025-09-05T07:00:00Z,PIFL,12,334.9,ambient,water,7
PIFL17,310.2,2025-09-05T07:00:00Z,PIFL,17,310.2,ambient,drought,7
PIFL21,358.3,2025-09-05T07:00:00Z,PIFL,21,358.3,ambient,water,7
PIFL27,180.3,2025-09-05T07:00:00Z,PIFL,27,180.3,ambient,drought,7
PIFL28,306.6,2025-09-05T07:00:00Z,PIFL,28,306.6,ambient,water,7
PIFL29,193.5,2025-09-05T07:00:00Z,PIFL,29,193.5,ambient,drought,7
PIFL36,210.6,2025-09-05T07:00:00Z,PIFL,36,210.6,heatwave,water,7
PIFL40,241.3,2025-09-05T07:00:00Z,PIFL,40,241.3,heatwave,drought,7
PIFL41,174.5,2025-09-05T07:00:00Z,PIFL,41,174.5,heatwave,water,7
PIFL43,246.2,2025-09-05T07:00:00Z,PIFL,43,246.2,heatwave,drought,7
PIFL46,305.8,2025-09-05T07:00:00Z,PIFL,46,305.8,heatwave,water,7
PIFL47,284.8,2025-09-05T07:00:00Z,PIFL,47,284.8,heatwave,drought,7
PIFL52,328.8,2025-09-05T07:00:00Z,PIFL,52,328.8,heatwave,water,7
PIFL54,284,2025-09-05T07:00:00Z,PIFL,54,284,heatwave,drought,7
PIFL55,334,2025-09-05T07:00:00Z,PIFL,55,334,heatwave,water,7
PIFL57,169.9,2025-09-05T07:00:00Z,PIFL,57,169.9,heatwave,drought,7
PIFL1,250,2025-09-19T07:00:00Z,PIFL,1,250,ambient,water,9
PIFL3,208,2025-09-19T07:00:00Z,PIFL,3,208,ambient,drought,9
PIFL9,257.4,2025-09-19T07:00:00Z,PIFL,9,257.4,ambient,water,9
PIFL10,154.4,2025-09-19T07:00:00Z,PIFL,10,154.4,ambient,drought,9
PIFL12,173.5,2025-09-19T07:00:00Z,PIFL,12,173.5,ambient,water,9
PIFL17,177.2,2025-09-19T07:00:00Z,PIFL,17,177.2,ambient,drought,9
PIFL21,350.8,2025-09-19T07:00:00Z,PIFL,21,350.8,ambient,water,9
PIFL27,160,2025-09-19T07:00:00Z,PIFL,27,160,ambient,drought,9
PIFL28,252.5,2025-09-19T07:00:00Z,PIFL,28,252.5,ambient,water,9
PIFL29,251.4,2025-09-19T07:00:00Z,PIFL,29,251.4,ambient,drought,9
PIFL36,192.2,2025-09-19T07:00:00Z,PIFL,36,192.2,heatwave,water,9
PIFL40,315.5,2025-09-19T07:00:00Z,PIFL,40,315.5,heatwave,drought,9
PIFL41,342.2,2025-09-19T07:00:00Z,PIFL,41,342.2,heatwave,water,9
PIFL43,175.7,2025-09-19T07:00:00Z,PIFL,43,175.7,heatwave,drought,9
PIFL46,290.1,2025-09-19T07:00:00Z,PIFL,46,290.1,heatwave,water,9
PIFL47,242.5,2025-09-19T07:00:00Z,PIFL,47,242.5,heatwave,drought,9
PIFL52,388.5,2025-09-19T07:00:00Z,PIFL,52,388.5,heatwave,water,9
PIFL54,206.7,2025-09-19T07:00:00Z,PIFL,54,206.7,heatwave,drought,9
PIFL55,294,2025-09-19T07:00:00Z,PIFL,55,294,heatwave,water,9
PIFL57,106.2,2025-09-19T07:00:00Z,PIFL,57,106.2,heatwave,drought,9
PIFL1,290.7,2025-09-26T07:00:00Z,PIFL,1,290.7,ambient,water,10
PIFL3,215.6,2025-09-26T07:00:00Z,PIFL,3,215.6,ambient,drought,10
PIFL9,332,2025-09-26T07:00:00Z,PIFL,9,332,ambient,water,10
PIFL10,104.5,2025-09-26T07:00:00Z,PIFL,10,104.5,ambient,drought,10
PIFL12,246,2025-09-26T07:00:00Z,PIFL,12,246,ambient,water,10
PIFL17,135.2,2025-09-26T07:00:00Z,PIFL,17,135.2,ambient,drought,10
PIFL21,434.6,2025-09-26T07:00:00Z,PIFL,21,434.6,ambient,water,10
PIFL27,215.7,2025-09-26T07:00:00Z,PIFL,27,215.7,ambient,drought,10
PIFL28,323.4,2025-09-26T07:00:00Z,PIFL,28,323.4,ambient,water,10
PIFL29,242.8,2025-09-26T07:00:00Z,PIFL,29,242.8,ambient,drought,10
PIFL36,276.8,2025-09-26T07:00:00Z,PIFL,36,276.8,heatwave,water,10
PIFL40,188.2,2025-09-26T07:00:00Z,PIFL,40,188.2,heatwave,drought,10
PIFL41,247.7,2025-09-26T07:00:00Z,PIFL,41,247.7,heatwave,water,10
PIFL43,101.6,2025-09-26T07:00:00Z,PIFL,43,101.6,heatwave,drought,10
PIFL46,290.6,2025-09-26T07:00:00Z,PIFL,46,290.6,heatwave,water,10
PIFL47,257.7,2025-09-26T07:00:00Z,PIFL,47,257.7,heatwave,drought,10
PIFL52,430.9,2025-09-26T07:00:00Z,PIFL,52,430.9,heatwave,water,10
PIFL54,205.7,2025-09-26T07:00:00Z,PIFL,54,205.7,heatwave,drought,10
PIFL55,279.4,2025-09-26T07:00:00Z,PIFL,55,279.4,heatwave,water,10
PIFL57,182.5,2025-09-26T07:00:00Z,PIFL,57,182.5,heatwave,drought,10
PIFL1,252.9,2025-10-03T07:00:00Z,PIFL,1,252.9,ambient,water,11
PIFL3,228.2,2025-10-03T07:00:00Z,PIFL,3,228.2,ambient,drought,11
PIFL9,359,2025-10-03T07:00:00Z,PIFL,9,359,ambient,water,11
PIFL10,114,2025-10-03T07:00:00Z,PIFL,10,114,ambient,drought,11
PIFL12,461.3,2025-10-03T07:00:00Z,PIFL,12,461.3,ambient,water,11
PIFL17,117.8,2025-10-03T07:00:00Z,PIFL,17,117.8,ambient,drought,11
PIFL21,404.5,2025-10-03T07:00:00Z,PIFL,21,404.5,ambient,water,11
PIFL27,201.3,2025-10-03T07:00:00Z,PIFL,27,201.3,ambient,drought,11
PIFL28,383.7,2025-10-03T07:00:00Z,PIFL,28,383.7,ambient,water,11
PIFL29,135,2025-10-03T07:00:00Z,PIFL,29,135,ambient,drought,11
PIFL36,230.7,2025-10-03T07:00:00Z,PIFL,36,230.7,heatwave,water,11
PIFL40,326.1,2025-10-03T07:00:00Z,PIFL,40,326.1,heatwave,drought,11
PIFL41,378,2025-10-03T07:00:00Z,PIFL,41,378,heatwave,water,11
PIFL43,83.3,2025-10-03T07:00:00Z,PIFL,43,83.3,heatwave,drought,11
PIFL46,334.2,2025-10-03T07:00:00Z,PIFL,46,334.2,heatwave,water,11
PIFL47,267.2,2025-10-03T07:00:00Z,PIFL,47,267.2,heatwave,drought,11
PIFL52,328.1,2025-10-03T07:00:00Z,PIFL,52,328.1,heatwave,water,11
PIFL54,233.4,2025-10-03T07:00:00Z,PIFL,54,233.4,heatwave,drought,11
PIFL55,312.4,2025-10-03T07:00:00Z,PIFL,55,312.4,heatwave,water,11
PIFL57,97.6,2025-10-03T07:00:00Z,PIFL,57,97.6,heatwave,drought,11
PIFL1,260.2,2025-10-10T07:00:00Z,PIFL,1,260.2,ambient,water,12
PIFL3,187.4,2025-10-10T07:00:00Z,PIFL,3,187.4,ambient,drought,12
PIFL9,266,2025-10-10T07:00:00Z,PIFL,9,266,ambient,water,12
PIFL10,140.9,2025-10-10T07:00:00Z,PIFL,10,140.9,ambient,drought,12
PIFL12,334.5,2025-10-10T07:00:00Z,PIFL,12,334.5,ambient,water,12
PIFL17,111,2025-10-10T07:00:00Z,PIFL,17,111,ambient,drought,12
PIFL21,353.5,2025-10-10T07:00:00Z,PIFL,21,353.5,ambient,water,12
PIFL27,184.1,2025-10-10T07:00:00Z,PIFL,27,184.1,ambient,drought,12
PIFL28,357,2025-10-10T07:00:00Z,PIFL,28,357,ambient,water,12
PIFL29,243.4,2025-10-10T07:00:00Z,PIFL,29,243.4,ambient,drought,12
PIFL36,240,2025-10-10T07:00:00Z,PIFL,36,240,heatwave,water,12
PIFL40,285.6,2025-10-10T07:00:00Z,PIFL,40,285.6,heatwave,drought,12
PIFL41,273.9,2025-10-10T07:00:00Z,PIFL,41,273.9,heatwave,water,12
PIFL43,107.6,2025-10-10T07:00:00Z,PIFL,43,107.6,heatwave,drought,12
PIFL46,263.1,2025-10-10T07:00:00Z,PIFL,46,263.1,heatwave,water,12
PIFL47,224.1,2025-10-10T07:00:00Z,PIFL,47,224.1,heatwave,drought,12
PIFL52,444.5,2025-10-10T07:00:00Z,PIFL,52,444.5,heatwave,water,12
PIFL54,194.2,2025-10-10T07:00:00Z,PIFL,54,194.2,heatwave,drought,12
PIFL55,229.4,2025-10-10T07:00:00Z,PIFL,55,229.4,heatwave,water,12
PIFL57,135.9,2025-10-10T07:00:00Z,PIFL,57,135.9,heatwave,drought,12
PIPO1,430.1,2025-07-21T07:00:00Z,PIPO,1,430.1,ambient,water,1
PIPO2,238.7,2025-07-21T07:00:00Z,PIPO,2,238.7,ambient,drought,1
PIPO5,180.4,2025-07-21T07:00:00Z,PIPO,5,180.4,ambient,water,1
PIPO10,180.8,2025-07-21T07:00:00Z,PIPO,10,180.8,ambient,drought,1
PIPO11,438.1,2025-07-21T07:00:00Z,PIPO,11,438.1,ambient,water,1
PIPO16,221.2,2025-07-21T07:00:00Z,PIPO,16,221.2,ambient,drought,1
PIPO18,121.4,2025-07-21T07:00:00Z,PIPO,18,121.4,ambient,water,1
PIPO19,187.2,2025-07-21T07:00:00Z,PIPO,19,187.2,ambient,drought,1
PIPO20,170.6,2025-07-21T07:00:00Z,PIPO,20,170.6,ambient,water,1
PIPO22,109.4,2025-07-21T07:00:00Z,PIPO,22,109.4,ambient,drought,1
PIPO31,120.3,2025-07-21T07:00:00Z,PIPO,31,120.3,heatwave,water,1
PIPO32,242.3,2025-07-21T07:00:00Z,PIPO,32,242.3,heatwave,drought,1
PIPO35,61.5,2025-07-21T07:00:00Z,PIPO,35,61.5,heatwave,water,1
PIPO48,133.8,2025-07-21T07:00:00Z,PIPO,48,133.8,heatwave,drought,1
PIPO51,278.4,2025-07-21T07:00:00Z,PIPO,51,278.4,heatwave,water,1
PIPO52,214.9,2025-07-21T07:00:00Z,PIPO,52,214.9,heatwave,drought,1
PIPO53,266.6,2025-07-21T07:00:00Z,PIPO,53,266.6,heatwave,water,1
PIPO55,134.5,2025-07-21T07:00:00Z,PIPO,55,134.5,heatwave,drought,1
PIPO56,105.7,2025-07-21T07:00:00Z,PIPO,56,105.7,heatwave,water,1
PIPO58,270.6,2025-07-21T07:00:00Z,PIPO,58,270.6,heatwave,drought,1
PIPO1,266,2025-07-28T07:00:00Z,PIPO,1,266,ambient,water,2
PIPO2,289.9,2025-07-28T07:00:00Z,PIPO,2,289.9,ambient,drought,2
PIPO5,124.1,2025-07-28T07:00:00Z,PIPO,5,124.1,ambient,water,2
PIPO10,225.5,2025-07-28T07:00:00Z,PIPO,10,225.5,ambient,drought,2
PIPO11,192.3,2025-07-28T07:00:00Z,PIPO,11,192.3,ambient,water,2
PIPO16,234.5,2025-07-28T07:00:00Z,PIPO,16,234.5,ambient,drought,2
PIPO18,96.5,2025-07-28T07:00:00Z,PIPO,18,96.5,ambient,water,2
PIPO19,116.5,2025-07-28T07:00:00Z,PIPO,19,116.5,ambient,drought,2
PIPO20,165.2,2025-07-28T07:00:00Z,PIPO,20,165.2,ambient,water,2
PIPO22,264.9,2025-07-28T07:00:00Z,PIPO,22,264.9,ambient,drought,2
PIPO31,328.1,2025-07-28T07:00:00Z,PIPO,31,328.1,heatwave,water,2
PIPO32,248.9,2025-07-28T07:00:00Z,PIPO,32,248.9,heatwave,drought,2
PIPO35,133.1,2025-07-28T07:00:00Z,PIPO,35,133.1,heatwave,water,2
PIPO48,214.8,2025-07-28T07:00:00Z,PIPO,48,214.8,heatwave,drought,2
PIPO51,253,2025-07-28T07:00:00Z,PIPO,51,253,heatwave,water,2
PIPO52,156.9,2025-07-28T07:00:00Z,PIPO,52,156.9,heatwave,drought,2
PIPO53,160.5,2025-07-28T07:00:00Z,PIPO,53,160.5,heatwave,water,2
PIPO55,185.1,2025-07-28T07:00:00Z,PIPO,55,185.1,heatwave,drought,2
PIPO56,127.3,2025-07-28T07:00:00Z,PIPO,56,127.3,heatwave,water,2
PIPO58,163.9,2025-07-28T07:00:00Z,PIPO,58,163.9,heatwave,drought,2
PIPO1,362,2025-08-04T07:00:00Z,PIPO,1,362,ambient,water,3
PIPO2,159.6,2025-08-04T07:00:00Z,PIPO,2,159.6,ambient,drought,3
PIPO5,234.7,2025-08-04T07:00:00Z,PIPO,5,234.7,ambient,water,3
PIPO10,234.7,2025-08-04T07:00:00Z,PIPO,10,234.7,ambient,drought,3
PIPO11,266.5,2025-08-04T07:00:00Z,PIPO,11,266.5,ambient,water,3
PIPO16,390.6,2025-08-04T07:00:00Z,PIPO,16,390.6,ambient,drought,3
PIPO18,143.3,2025-08-04T07:00:00Z,PIPO,18,143.3,ambient,water,3
PIPO19,144.5,2025-08-04T07:00:00Z,PIPO,19,144.5,ambient,drought,3
PIPO20,144.6,2025-08-04T07:00:00Z,PIPO,20,144.6,ambient,water,3
PIPO22,157.3,2025-08-04T07:00:00Z,PIPO,22,157.3,ambient,drought,3
PIPO31,196.7,2025-08-04T07:00:00Z,PIPO,31,196.7,heatwave,water,3
PIPO32,262.6,2025-08-04T07:00:00Z,PIPO,32,262.6,heatwave,drought,3
PIPO35,200.5,2025-08-04T07:00:00Z,PIPO,35,200.5,heatwave,water,3
PIPO48,243.4,2025-08-04T07:00:00Z,PIPO,48,243.4,heatwave,drought,3
PIPO51,243.9,2025-08-04T07:00:00Z,PIPO,51,243.9,heatwave,water,3
PIPO52,267.4,2025-08-04T07:00:00Z,PIPO,52,267.4,heatwave,drought,3
PIPO53,185.5,2025-08-04T07:00:00Z,PIPO,53,185.5,heatwave,water,3
PIPO55,148.7,2025-08-04T07:00:00Z,PIPO,55,148.7,heatwave,drought,3
PIPO56,136.6,2025-08-04T07:00:00Z,PIPO,56,136.6,heatwave,water,3
PIPO58,128.6,2025-08-04T07:00:00Z,PIPO,58,128.6,heatwave,drought,3
PIPO1,110.4,2025-08-11T07:00:00Z,PIPO,1,110.4,ambient,water,4
PIPO2,110.8,2025-08-11T07:00:00Z,PIPO,2,110.8,ambient,drought,4
PIPO5,206.1,2025-08-11T07:00:00Z,PIPO,5,206.1,ambient,water,4
PIPO10,150.8,2025-08-11T07:00:00Z,PIPO,10,150.8,ambient,drought,4
PIPO11,285.8,2025-08-11T07:00:00Z,PIPO,11,285.8,ambient,water,4
PIPO16,164,2025-08-11T07:00:00Z,PIPO,16,164,ambient,drought,4
PIPO18,175.1,2025-08-11T07:00:00Z,PIPO,18,175.1,ambient,water,4
PIPO19,169.8,2025-08-11T07:00:00Z,PIPO,19,169.8,ambient,drought,4
PIPO20,131.8,2025-08-11T07:00:00Z,PIPO,20,131.8,ambient,water,4
PIPO22,171.3,2025-08-11T07:00:00Z,PIPO,22,171.3,ambient,drought,4
PIPO31,251.7,2025-08-11T07:00:00Z,PIPO,31,251.7,heatwave,water,4
PIPO32,121.8,2025-08-11T07:00:00Z,PIPO,32,121.8,heatwave,drought,4
PIPO35,279.6,2025-08-11T07:00:00Z,PIPO,35,279.6,heatwave,water,4
PIPO48,95.3,2025-08-11T07:00:00Z,PIPO,48,95.3,heatwave,drought,4
PIPO51,280.5,2025-08-11T07:00:00Z,PIPO,51,280.5,heatwave,water,4
PIPO52,325.5,2025-08-11T07:00:00Z,PIPO,52,325.5,heatwave,drought,4
PIPO53,340.2,2025-08-11T07:00:00Z,PIPO,53,340.2,heatwave,water,4
PIPO55,74.8,2025-08-11T07:00:00Z,PIPO,55,74.8,heatwave,drought,4
PIPO56,257.3,2025-08-11T07:00:00Z,PIPO,56,257.3,heatwave,water,4
PIPO58,98.1,2025-08-11T07:00:00Z,PIPO,58,98.1,heatwave,drought,4
PIPO1,151.9,2025-08-18T07:00:00Z,PIPO,1,151.9,ambient,water,5
PIPO2,90.8,2025-08-18T07:00:00Z,PIPO,2,90.8,ambient,drought,5
PIPO5,125.3,2025-08-18T07:00:00Z,PIPO,5,125.3,ambient,water,5
PIPO10,124.6,2025-08-18T07:00:00Z,PIPO,10,124.6,ambient,drought,5
PIPO11,86,2025-08-18T07:00:00Z,PIPO,11,86,ambient,water,5
PIPO16,149.6,2025-08-18T07:00:00Z,PIPO,16,149.6,ambient,drought,5
PIPO18,133.8,2025-08-18T07:00:00Z,PIPO,18,133.8,ambient,water,5
PIPO19,133.1,2025-08-18T07:00:00Z,PIPO,19,133.1,ambient,drought,5
PIPO20,118.9,2025-08-18T07:00:00Z,PIPO,20,118.9,ambient,water,5
PIPO22,200.9,2025-08-18T07:00:00Z,PIPO,22,200.9,ambient,drought,5
PIPO31,147.9,2025-08-18T07:00:00Z,PIPO,31,147.9,heatwave,water,5
PIPO32,102.7,2025-08-18T07:00:00Z,PIPO,32,102.7,heatwave,drought,5
PIPO35,206.7,2025-08-18T07:00:00Z,PIPO,35,206.7,heatwave,water,5
PIPO48,168.2,2025-08-18T07:00:00Z,PIPO,48,168.2,heatwave,drought,5
PIPO51,95.7,2025-08-18T07:00:00Z,PIPO,51,95.7,heatwave,water,5
PIPO52,96,2025-08-18T07:00:00Z,PIPO,52,96,heatwave,drought,5
PIPO53,199.4,2025-08-18T07:00:00Z,PIPO,53,199.4,heatwave,water,5
PIPO55,77.9,2025-08-18T07:00:00Z,PIPO,55,77.9,heatwave,drought,5
PIPO56,116.6,2025-08-18T07:00:00Z,PIPO,56,116.6,heatwave,water,5
PIPO58,86.6,2025-08-18T07:00:00Z,PIPO,58,86.6,heatwave,drought,5
PIPO1,197.6,2025-08-25T07:00:00Z,PIPO,1,197.6,ambient,water,6
PIPO2,88.4,2025-08-25T07:00:00Z,PIPO,2,88.4,ambient,drought,6
PIPO5,118.1,2025-08-25T07:00:00Z,PIPO,5,118.1,ambient,water,6
PIPO10,71.9,2025-08-25T07:00:00Z,PIPO,10,71.9,ambient,drought,6
PIPO11,215.9,2025-08-25T07:00:00Z,PIPO,11,215.9,ambient,water,6
PIPO16,138.5,2025-08-25T07:00:00Z,PIPO,16,138.5,ambient,drought,6
PIPO18,165.2,2025-08-25T07:00:00Z,PIPO,18,165.2,ambient,water,6
PIPO19,76.8,2025-08-25T07:00:00Z,PIPO,19,76.8,ambient,drought,6
PIPO20,147.3,2025-08-25T07:00:00Z,PIPO,20,147.3,ambient,water,6
PIPO22,162.9,2025-08-25T07:00:00Z,PIPO,22,162.9,ambient,drought,6
PIPO31,164.8,2025-08-25T07:00:00Z,PIPO,31,164.8,heatwave,water,6
PIPO32,90.7,2025-08-25T07:00:00Z,PIPO,32,90.7,heatwave,drought,6
PIPO35,96,2025-08-25T07:00:00Z,PIPO,35,96,heatwave,water,6
PIPO48,80.5,2025-08-25T07:00:00Z,PIPO,48,80.5,heatwave,drought,6
PIPO51,179.3,2025-08-25T07:00:00Z,PIPO,51,179.3,heatwave,water,6
PIPO52,111.6,2025-08-25T07:00:00Z,PIPO,52,111.6,heatwave,drought,6
PIPO53,240,2025-08-25T07:00:00Z,PIPO,53,240,heatwave,water,6
PIPO55,88.3,2025-08-25T07:00:00Z,PIPO,55,88.3,heatwave,drought,6
PIPO56,229.9,2025-08-25T07:00:00Z,PIPO,56,229.9,heatwave,water,6
PIPO58,130.7,2025-08-25T07:00:00Z,PIPO,58,130.7,heatwave,drought,6
PIPO1,240,2025-09-01T07:00:00Z,PIPO,1,240,ambient,water,7
PIPO2,85.8,2025-09-01T07:00:00Z,PIPO,2,85.8,ambient,drought,7
PIPO5,91.5,2025-09-01T07:00:00Z,PIPO,5,91.5,ambient,water,7
PIPO10,102.9,2025-09-01T07:00:00Z,PIPO,10,102.9,ambient,drought,7
PIPO11,278.5,2025-09-01T07:00:00Z,PIPO,11,278.5,ambient,water,7
PIPO16,108.9,2025-09-01T07:00:00Z,PIPO,16,108.9,ambient,drought,7
PIPO18,119.8,2025-09-01T07:00:00Z,PIPO,18,119.8,ambient,water,7
PIPO19,80.8,2025-09-01T07:00:00Z,PIPO,19,80.8,ambient,drought,7
PIPO20,165.2,2025-09-01T07:00:00Z,PIPO,20,165.2,ambient,water,7
PIPO22,111.9,2025-09-01T07:00:00Z,PIPO,22,111.9,ambient,drought,7
PIPO31,107.4,2025-09-01T07:00:00Z,PIPO,31,107.4,heatwave,water,7
PIPO32,79.3,2025-09-01T07:00:00Z,PIPO,32,79.3,heatwave,drought,7
PIPO35,159.6,2025-09-01T07:00:00Z,PIPO,35,159.6,heatwave,water,7
PIPO48,83.6,2025-09-01T07:00:00Z,PIPO,48,83.6,heatwave,drought,7
PIPO51,214.4,2025-09-01T07:00:00Z,PIPO,51,214.4,heatwave,water,7
PIPO52,76.4,2025-09-01T07:00:00Z,PIPO,52,76.4,heatwave,drought,7
PIPO53,211.4,2025-09-01T07:00:00Z,PIPO,53,211.4,heatwave,water,7
PIPO55,90.2,2025-09-01T07:00:00Z,PIPO,55,90.2,heatwave,drought,7
PIPO56,175.3,2025-09-01T07:00:00Z,PIPO,56,175.3,heatwave,water,7
PIPO58,86.1,2025-09-01T07:00:00Z,PIPO,58,86.1,heatwave,drought,7
PIPO1,158.7,2025-09-15T07:00:00Z,PIPO,1,158.7,ambient,water,9
PIPO2,78.3,2025-09-15T07:00:00Z,PIPO,2,78.3,ambient,drought,9
PIPO5,209,2025-09-15T07:00:00Z,PIPO,5,209,ambient,water,9
PIPO10,75.9,2025-09-15T07:00:00Z,PIPO,10,75.9,ambient,drought,9
PIPO11,130.2,2025-09-15T07:00:00Z,PIPO,11,130.2,ambient,water,9
PIPO16,87.5,2025-09-15T07:00:00Z,PIPO,16,87.5,ambient,drought,9
PIPO18,125.7,2025-09-15T07:00:00Z,PIPO,18,125.7,ambient,water,9
PIPO19,85.5,2025-09-15T07:00:00Z,PIPO,19,85.5,ambient,drought,9
PIPO20,179.2,2025-09-15T07:00:00Z,PIPO,20,179.2,ambient,water,9
PIPO22,81.6,2025-09-15T07:00:00Z,PIPO,22,81.6,ambient,drought,9
PIPO31,241.7,2025-09-15T07:00:00Z,PIPO,31,241.7,heatwave,water,9
PIPO32,81.2,2025-09-15T07:00:00Z,PIPO,32,81.2,heatwave,drought,9
PIPO35,241.1,2025-09-15T07:00:00Z,PIPO,35,241.1,heatwave,water,9
PIPO48,66,2025-09-15T07:00:00Z,PIPO,48,66,heatwave,drought,9
PIPO51,130.5,2025-09-15T07:00:00Z,PIPO,51,130.5,heatwave,water,9
PIPO52,77,2025-09-15T07:00:00Z,PIPO,52,77,heatwave,drought,9
PIPO53,200.7,2025-09-15T07:00:00Z,PIPO,53,200.7,heatwave,water,9
PIPO55,70.2,2025-09-15T07:00:00Z,PIPO,55,70.2,heatwave,drought,9
PIPO56,106.9,2025-09-15T07:00:00Z,PIPO,56,106.9,heatwave,water,9
PIPO58,61.8,2025-09-15T07:00:00Z,PIPO,58,61.8,heatwave,drought,9
PIPO1,241.2,2025-09-22T07:00:00Z,PIPO,1,241.2,ambient,water,10
PIPO2,95.6,2025-09-22T07:00:00Z,PIPO,2,95.6,ambient,drought,10
PIPO5,139.6,2025-09-22T07:00:00Z,PIPO,5,139.6,ambient,water,10
PIPO10,89.2,2025-09-22T07:00:00Z,PIPO,10,89.2,ambient,drought,10
PIPO11,181.5,2025-09-22T07:00:00Z,PIPO,11,181.5,ambient,water,10
PIPO16,93.9,2025-09-22T07:00:00Z,PIPO,16,93.9,ambient,drought,10
PIPO18,182.9,2025-09-22T07:00:00Z,PIPO,18,182.9,ambient,water,10
PIPO19,111.6,2025-09-22T07:00:00Z,PIPO,19,111.6,ambient,drought,10
PIPO20,163.1,2025-09-22T07:00:00Z,PIPO,20,163.1,ambient,water,10
PIPO22,108.6,2025-09-22T07:00:00Z,PIPO,22,108.6,ambient,drought,10
PIPO31,128.4,2025-09-22T07:00:00Z,PIPO,31,128.4,heatwave,water,10
PIPO32,79.5,2025-09-22T07:00:00Z,PIPO,32,79.5,heatwave,drought,10
PIPO35,129.4,2025-09-22T07:00:00Z,PIPO,35,129.4,heatwave,water,10
PIPO48,94,2025-09-22T07:00:00Z,PIPO,48,94,heatwave,drought,10
PIPO51,143.5,2025-09-22T07:00:00Z,PIPO,51,143.5,heatwave,water,10
PIPO52,80.7,2025-09-22T07:00:00Z,PIPO,52,80.7,heatwave,drought,10
PIPO53,221.1,2025-09-22T07:00:00Z,PIPO,53,221.1,heatwave,water,10
PIPO55,73.4,2025-09-22T07:00:00Z,PIPO,55,73.4,heatwave,drought,10
PIPO56,112,2025-09-22T07:00:00Z,PIPO,56,112,heatwave,water,10
PIPO58,80.7,2025-09-22T07:00:00Z,PIPO,58,80.7,heatwave,drought,10
PIPO1,123,2025-09-29T07:00:00Z,PIPO,1,123,ambient,water,11
PIPO2,100.2,2025-09-29T07:00:00Z,PIPO,2,100.2,ambient,drought,11
PIPO5,190,2025-09-29T07:00:00Z,PIPO,5,190,ambient,water,11
