TreeID,Fv_Fm_dark,date,spp,id,temp,water,week
PIPO58,0.8,2025-08-18T07:00:00Z,PIPO,58,heatwave,drought,5
PIPO1,0.81,2025-08-25T07:00:00Z,PIPO,1,ambient,water,6
PIPO2,0.78,2025-08-25T07:00:00Z,PIPO,2,ambient,drought,6
PIPO5,0.8,2025-08-25T07:00:00Z,PIPO,5,ambient,water,6
PIPO10,0.79,2025-08-25T07:00:00Z,PIPO,10,ambient,drought,6
PIPO11,0.81,2025-08-25T07:00:00Z,PIPO,11,ambient,water,6
PIPO16,0.77,2025-08-25T07:00:00Z,PIPO,16,ambient,drought,6
PIPO18,0.81,2025-08-25T07:00:00Z,PIPO,18,ambient,water,6
PIPO19,0.79,2025-08-25T07:00:00Z,PIPO,19,ambient,drought,6
PIPO20,0.81,2025-08-25T07:00:00Z,PIPO,20,ambient,water,6
PIPO22,0.79,2025-08-25T07:00:00Z,PIPO,22,ambient,drought,6
PIPO31,0.79,2025-08-25T07:00:00Z,PIPO,31,heatwave,water,6
PIPO32,0.79,2025-08-25T07:00:00Z,PIPO,32,heatwave,drought,6
PIPO35,0.79,2025-08-25T07:00:00Z,PIPO,35,heatwave,water,6
PIPO48,0.79,2025-08-25T07:00:00Z,PIPO,48,heatwave,drought,6
PIPO51,0.79,2025-08-25T07:00:00Z,PIPO,51,heatwave,water,6
PIPO52,0.79,2025-08-25T07:00:00Z,PIPO,52,heatwave,drought,6
PIPO53,0.8,2025-08-25T07:00:00Z,PIPO,53,heatwave,water,6
PIPO55,0.79,2025-08-25T07:00:00Z,PIPO,55,heatwave,drought,6
PIPO56,0.8,2025-08-25T07:00:00Z,PIPO,56,heatwave,water,6
PIPO58,0.8,2025-08-25T07:00:00Z,PIPO,58,heatwave,drought,6
PIPO1,0.81,2025-09-01T07:00:00Z,PIPO,1,ambient,water,7
PIPO2,0.76,2025-09-01T07:00:00Z,PIPO,2,ambient,drought,7
PIPO5,0.8,2025-09-01T07:00:00Z,PIPO,5,ambient,water,7
PIPO10,0.78,2025-09-01T07:00:00Z,PIPO,10,ambient,drought,7
PIPO11,0.81,2025-09-01T07:00:00Z,PIPO,11,ambient,water,7
PIPO16,0.79,2025-09-01T07:00:00Z,PIPO,16,ambient,drought,7
PIPO18,0.81,2025-09-01T07:00:00Z,PIPO,18,ambient,water,7
PIPO19,0.79,2025-09-01T07:00:00Z,PIPO,19,ambient,drought,7
PIPO20,0.8,2025-09-01T07:00:00Z,PIPO,20,ambient,water,7
PIPO22,0.79,2025-09-01T07:00:00Z,PIPO,22,ambient,drought,7
PIPO31,0.79,2025-09-01T07:00:00Z,PIPO,31,heatwave,water,7
PIPO32,0.79,2025-09-01T07:00:00Z,PIPO,32,heatwave,drought,7
PIPO35,0.78,2025-09-01T07:00:00Z,PIPO,35,heatwave,water,7
PIPO48,0.78,2025-09-01T07:00:00Z,PIPO,48,heatwave,drought,7
PIPO51,0.78,2025-09-01T07:00:00Z,PIPO,51,heatwave,water,7
PIPO52,0.8,2025-09-01T07:00:00Z,PIPO,52,heatwave,drought,7
PIPO53,0.8,2025-09-01T07:00:00Z,PIPO,53,heatwave,water,7
PIPO55,0.79,2025-09-01T07:00:00Z,PIPO,55,heatwave,drought,7
PIPO56,0.8,2025-09-01T07:00:00Z,PIPO,56,heatwave,water,7
PIPO58,0.8,2025-09-01T07:00:00Z,PIPO,58,heatwave,drought,7
PIPO1,0.8,2025-09-15T07:00:00Z,PIPO,1,ambient,water,9
PIPO2,0.76,2025-09-15T07:00:00Z,PIPO,2,ambient,drought,9
PIPO5,0.8,2025-09-15T07:00:00Z,PIPO,5,ambient,water,9
PIPO10,0.79,2025-09-15T07:00:00Z,PIPO,10,ambient,drought,9
PIPO11,0.8,2025-09-15T07:00:00Z,PIPO,11,ambient,water,9
PIPO16,0.64,2025-09-15T07:00:00Z,PIPO,16,ambient,drought,9
PIPO18,0.8,2025-09-15T07:00:00Z,PIPO,18,ambient,water,9
PIPO19,0.78,2025-09-15T07:00:00Z,PIPO,19,ambient,drought,9
PIPO20,0.8,2025-09-15T07:00:00Z,PIPO,20,ambient,water,9
PIPO22,0.79,2025-09-15T07:00:00Z,PIPO,22,ambient,drought,9
PIPO31,0.79,2025-09-15T07:00:00Z,PIPO,31,heatwave,water,9
PIPO32,0.78,2025-09-15T07:00:00Z,PIPO,32,heatwave,drought,9
PIPO35,0.79,2025-09-15T07:00:00Z,PIPO,35,heatwave,water,9
PIPO48,0.79,2025-09-15T07:00:00Z,PIPO,48,heatwave,drought,9
PIPO51,0.78,2025-09-15T07:00:00Z,PIPO,51,heatwave,water,9
PIPO52,0.79,2025-09-15T07:00:00Z,PIPO,52,heatwave,drought,9
PIPO53,0.8,2025-09-15T07:00:00Z,PIPO,53,heatwave,water,9
PIPO55,0.74,2025-09-15T07:00:00Z,PIPO,55,heatwave,drought,9
PIPO56,0.79,2025-09-15T07:00:00Z,PIPO,56,heatwave,water,9
PIPO58,0.8,2025-09-15T07:00:00Z,PIPO,58,heatwave,drought,9
PIPO1,0.81,2025-09-22T07:00:00Z,PIPO,1,ambient,water,10
PIPO2,0.75,2025-09-22T07:00:00Z,PIPO,2,ambient,drought,10
PIPO5,0.79,2025-09-22T07:00:00Z,PIPO,5,ambient,water,10
PIPO10,0.76,2025-09-22T07:00:00Z,PIPO,10,ambient,drought,10
PIPO11,0.8,2025-09-22T07:00:00Z,PIPO,11,ambient,water,10
PIPO16,0.61,2025-09-22T07:00:00Z,PIPO,16,ambient,drought,10
PIPO18,0.81,2025-09-22T07:00:00Z,PIPO,18,ambient,water,10
PIPO19,0.77,2025-09-22T07:00:00Z,PIPO,19,ambient,drought,10
PIPO20,0.8,2025-09-22T07:00:00Z,PIPO,20,ambient,water,10
PIPO22,0.78,2025-09-22T07:00:00Z,PIPO,22,ambient,drought,10
PIPO31,0.78,2025-09-22T07:00:00Z,PIPO,31,heatwave,water,10
PIPO32,0.78,2025-09-22T07:00:00Z,PIPO,32,heatwave,drought,10
PIPO35,0.78,2025-09-22T07:00:00Z,PIPO,35,heatwave,water,10
PIPO48,0.78,2025-09-22T07:00:00Z,PIPO,48,heatwave,drought,10
PIPO51,0.78,2025-09-22T07:00:00Z,PIPO,51,heatwave,water,10
PIPO52,0.79,2025-09-22T07:00:00Z,PIPO,52,heatwave,drought,10
PIPO53,0.8,2025-09-22T07:00:00Z,PIPO,53,heatwave,water,10
PIPO55,0.76,2025-09-22T07:00:00Z,PIPO,55,heatwave,drought,10
PIPO56,0.76,2025-09-22T07:00:00Z,PIPO,56,heatwave,water,10
PIPO58,0.78,2025-09-22T07:00:00Z,PIPO,58,heatwave,drought,10
PSME3,0.77,2025-08-04T07:00:00Z,PSME,3,ambient,water,3
PSME6,0.78,2025-08-04T07:00:00Z,PSME,6,ambient,drought,3
PSME12,0.79,2025-08-04T07:00:00Z,PSME,12,ambient,water,3
PSME15,0.79,2025-08-04T07:00:00Z,PSME,15,ambient,drought,3
PSME17,0.8,2025-08-04T07:00:00Z,PSME,17,ambient,water,3
PSME20,0.77,2025-08-04T07:00:00Z,PSME,20,ambient,drought,3
PSME22,0.77,2025-08-04T07:00:00Z,PSME,22,ambient,water,3
PSME26,0.81,2025-08-04T07:00:00Z,PSME,26,ambient,drought,3
PSME27,0.77,2025-08-04T07:00:00Z,PSME,27,ambient,water,3
PSME30,0.81,2025-08-04T07:00:00Z,PSME,30,ambient,drought,3
PSME31,0.79,2025-08-04T07:00:00Z,PSME,31,heatwave,water,3
PSME35,0.79,2025-08-04T07:00:00Z,PSME,35,heatwave,drought,3
PSME37,0.81,2025-08-04T07:00:00Z,PSME,37,heatwave,water,3
PSME42,0.78,2025-08-04T07:00:00Z,PSME,42,heatwave,drought,3
PSME45,0.8,2025-08-04T07:00:00Z,PSME,45,heatwave,water,3
PSME46,0.78,2025-08-04T07:00:00Z,PSME,46,heatwave,drought,3
PSME48,0.77,2025-08-04T07:00:00Z,PSME,48,heatwave,water,3
PSME50,0.77,2025-08-04T07:00:00Z,PSME,50,heatwave,drought,3
PSME57,0.76,2025-08-04T07:00:00Z,PSME,57,heatwave,water,3
PSME58,0.8,2025-08-04T07:00:00Z,PSME,58,heatwave,drought,3
PSME3,0.77,2025-08-11T07:00:00Z,PSME,3,ambient,water,4
PSME6,0.71,2025-08-11T07:00:00Z,PSME,6,ambient,drought,4
PSME12,0.76,2025-08-11T07:00:00Z,PSME,12,ambient,water,4
PSME15,0.78,2025-08-11T07:00:00Z,PSME,15,ambient,drought,4
PSME17,0.8,2025-08-11T07:00:00Z,PSME,17,ambient,water,4
PSME20,0.78,2025-08-11T07:00:00Z,PSME,20,ambient,drought,4
PSME22,0.77,2025-08-11T07:00:00Z,PSME,22,ambient,water,4
PSME26,0.79,2025-08-11T07:00:00Z,PSME,26,ambient,drought,4
PSME27,0.76,2025-08-11T07:00:00Z,PSME,27,ambient,water,4
PSME30,0.81,2025-08-11T07:00:00Z,PSME,30,ambient,drought,4
PSME31,0.75,2025-08-11T07:00:00Z,PSME,31,heatwave,water,4
PSME35,0.76,2025-08-11T07:00:00Z,PSME,35,heatwave,drought,4
PSME37,0.75,2025-08-11T07:00:00Z,PSME,37,heatwave,water,4
PSME42,0.75,2025-08-11T07:00:00Z,PSME,42,heatwave,drought,4
PSME45,0.77,2025-08-11T07:00:00Z,PSME,45,heatwave,water,4
PSME46,0.77,2025-08-11T07:00:00Z,PSME,46,heatwave,drought,4
PSME48,0.74,2025-08-11T07:00:00Z,PSME,48,heatwave,water,4
PSME50,0.78,2025-08-11T07:00:00Z,PSME,50,heatwave,drought,4
PSME57,0.75,2025-08-11T07:00:00Z,PSME,57,heatwave,water,4
PSME58,0.76,2025-08-11T07:00:00Z,PSME,58,heatwave,drought,4
PSME3,0.77,2025-08-18T07:00:00Z,PSME,3,ambient,water,5
PSME6,0.75,2025-08-18T07:00:00Z,PSME,6,ambient,drought,5
PSME12,0.77,2025-08-18T07:00:00Z,PSME,12,ambient,water,5
PSME15,0.8,2025-08-18T07:00:00Z,PSME,15,ambient,drought,5
PSME17,0.78,2025-08-18T07:00:00Z,PSME,17,ambient,water,5
PSME20,0.76,2025-08-18T07:00:00Z,PSME,20,ambient,drought,5
PSME22,0.75,2025-08-18T07:00:00Z,PSME,22,ambient,water,5
PSME26,0.8,2025-08-18T07:00:00Z,PSME,26,ambient,drought,5
PSME27,0.79,2025-08-18T07:00:00Z,PSME,27,ambient,water,5
PSME30,0.79,2025-08-18T07:00:00Z,PSME,30,ambient,drought,5
PSME31,0.8,2025-08-18T07:00:00Z,PSME,31,heatwave,water,5
PSME35,0.79,2025-08-18T07:00:00Z,PSME,35,heatwave,drought,5
PSME37,0.79,2025-08-18T07:00:00Z,PSME,37,heatwave,water,5
PSME42,0.78,2025-08-18T07:00:00Z,PSME,42,heatwave,drought,5
PSME45,0.78,2025-08-18T07:00:00Z,PSME,45,heatwave,water,5
PSME46,0.77,2025-08-18T07:00:00Z,PSME,46,heatwave,drought,5
PSME48,0.78,2025-08-18T07:00:00Z,PSME,48,heatwave,water,5
PSME50,0.74,2025-08-18T07:00:00Z,PSME,50,heatwave,drought,5
PSME57,0.75,2025-08-18T07:00:00Z,PSME,57,heatwave,water,5
PSME58,0.78,2025-08-18T07:00:00Z,PSME,58,heatwave,drought,5
PSME3,0.78,2025-08-25T07:00:00Z,PSME,3,ambient,water,6
PSME6,0.74,2025-08-25T07:00:00Z,PSME,6,ambient,drought,6
PSME12,0.81,2025-08-25T07:00:00Z,PSME,12,ambient,water,6
PSME15,0.76,2025-08-25T07:00:00Z,PSME,15,ambient,drought,6
PSME17,0.78,2025-08-25T07:00:00Z,PSME,17,ambient,water,6
PSME20,0.78,2025-08-25T07:00:00Z,PSME,20,ambient,drought,6
PSME22,0.78,2025-08-25T07:00:00Z,PSME,22,ambient,water,6
PSME26,0.74,2025-08-25T07:00:00Z,PSME,26,ambient,drought,6
PSME27,0.77,2025-08-25T07:00:00Z,PSME,27,ambient,water,6
PSME30,0.8,2025-08-25T07:00:00Z,PSME,30,ambient,drought,6
PSME31,0.8,2025-08-25T07:00:00Z,PSME,31,heatwave,water,6
PSME35,0.8,2025-08-25T07:00:00Z,PSME,35,heatwave,drought,6
PSME37,0.8,2025-08-25T07:00:00Z,PSME,37,heatwave,water,6
PSME42,0.78,2025-08-25T07:00:00Z,PSME,42,heatwave,drought,6
PSME45,0.77,2025-08-25T07:00:00Z,PSME,45,heatwave,water,6
PSME46,0.77,2025-08-25T07:00:00Z,PSME,46,heatwave,drought,6
PSME48,0.78,2025-08-25T07:00:00Z,PSME,48,heatwave,water,6
PSME50,0.75,2025-08-25T07:00:00Z,PSME,50,heatwave,drought,6
PSME57,0.77,2025-08-25T07:00:00Z,PSME,57,heatwave,water,6
PSME58,0.8,2025-08-25T07:00:00Z,PSME,58,heatwave,drought,6
PSME3,0.78,2025-09-01T07:00:00Z,PSME,3,ambient,water,7
PSME6,0.8,2025-09-01T07:00:00Z,PSME,6,ambient,drought,7
PSME12,0.79,2025-09-01T07:00:00Z,PSME,12,ambient,water,7
PSME15,0.79,2025-09-01T07:00:00Z,PSME,15,ambient,drought,7
PSME17,0.76,2025-09-01T07:00:00Z,PSME,17,ambient,water,7
PSME20,0.79,2025-09-01T07:00:00Z,PSME,20,ambient,drought,7
PSME22,0.75,2025-09-01T07:00:00Z,PSME,22,ambient,water,7
PSME26,0.76,2025-09-01T07:00:00Z,PSME,26,ambient,drought,7
PSME27,0.8,2025-09-01T07:00:00Z,PSME,27,ambient,water,7
PSME30,0.8,2025-09-01T07:00:00Z,PSME,30,ambient,drought,7
PSME31,0.8,2025-09-01T07:00:00Z,PSME,31,heatwave,water,7
PSME35,0.79,2025-09-01T07:00:00Z,PSME,35,heatwave,drought,7
PSME37,0.73,2025-09-01T07:00:00Z,PSME,37,heatwave,water,7
PSME42,0.75,2025-09-01T07:00:00Z,PSME,42,heatwave,drought,7
PSME45,0.78,2025-09-01T07:00:00Z,PSME,45,heatwave,water,7
PSME46,0.76,2025-09-01T07:00:00Z,PSME,46,heatwave,drought,7
PSME48,0.76,2025-09-01T07:00:00Z,PSME,48,heatwave,water,7
PSME50,0.76,2025-09-01T07:00:00Z,PSME,50,heatwave,drought,7
PSME57,0.76,2025-09-01T07:00:00Z,PSME,57,heatwave,water,7
PSME58,0.77,2025-09-01T07:00:00Z,PSME,58,heatwave,drought,7
PSME3,0.79,2025-09-15T07:00:00Z,PSME,3,ambient,water,9
PSME6,0.77,2025-09-15T07:00:00Z,PSME,6,ambient,drought,9
PSME12,0.79,2025-09-15T07:00:00Z,PSME,12,ambient,water,9
PSME15,0.73,2025-09-15T07:00:00Z,PSME,15,ambient,drought,9
PSME17,0.78,2025-09-15T07:00:00Z,PSME,17,ambient,water,9
PSME20,0.75,2025-09-15T07:00:00Z,PSME,20,ambient,drought,9
PSME22,0.73,2025-09-15T07:00:00Z,PSME,22,ambient,water,9
PSME26,0.71,2025-09-15T07:00:00Z,PSME,26,ambient,drought,9
PSME27,0.79,2025-09-15T07:00:00Z,PSME,27,ambient,water,9
PSME30,0.76,2025-09-15T07:00:00Z,PSME,30,ambient,drought,9
PSME31,0.82,2025-09-15T07:00:00Z,PSME,31,heatwave,water,9
PSME35,0.8,2025-09-15T07:00:00Z,PSME,35,heatwave,drought,9
PSME37,0.79,2025-09-15T07:00:00Z,PSME,37,heatwave,water,9
PSME42,0.75,2025-09-15T07:00:00Z,PSME,42,heatwave,drought,9
PSME45,0.72,2025-09-15T07:00:00Z,PSME,45,heatwave,water,9
PSME46,0.76,2025-09-15T07:00:00Z,PSME,46,heatwave,drought,9
PSME48,0.76,2025-09-15T07:00:00Z,PSME,48,heatwave,water,9
PSME50,0.69,2025-09-15T07:00:00Z,PSME,50,heatwave,drought,9
PSME57,0.78,2025-09-15T07:00:00Z,PSME,57,heatwave,water,9
PSME58,0.73,2025-09-15T07:00:00Z,PSME,58,heatwave,drought,9
PSME3,0.8,2025-09-22T07:00:00Z,PSME,3,ambient,water,10
PSME6,0.78,2025-09-22T07:00:00Z,PSME,6,ambient,drought,10
PSME12,0.77,2025-09-22T07:00:00Z,PSME,12,ambient,water,10
PSME15,0.73,2025-09-22T07:00:00Z,PSME,15,ambient,drought,10
PSME17,0.81,2025-09-22T07:00:00Z,PSME,17,ambient,water,10
PSME20,0.76,2025-09-22T07:00:00Z,PSME,20,ambient,drought,10
PSME22,0.71,2025-09-22T07:00:00Z,PSME,22,ambient,water,10
PSME26,0.43,2025-09-22T07:00:00Z,PSME,26,ambient,drought,10
PSME27,0.77,2025-09-22T07:00:00Z,PSME,27,ambient,water,10
PSME30,0.75,2025-09-22T07:00:00Z,PSME,30,ambient,drought,10
PSME31,0.81,2025-09-22T07:00:00Z,PSME,31,heatwave,water,10
PSME35,0.8,2025-09-22T07:00:00Z,PSME,35,heatwave,drought,10
PSME37,0.79,2025-09-22T07:00:00Z,PSME,37,heatwave,water,10
PSME42,0.72,2025-09-22T07:00:00Z,PSME,42,heatwave,drought,10
PSME45,0.77,2025-09-22T07:00:00Z,PSME,45,heatwave,water,10
PSME46,0.74,2025-09-22T07:00:00Z,PSME,46,heatwave,drought,10
PSME48,0.78,2025-09-22T07:00:00Z,PSME,48,heatwave,water,10
PSME50,0.62,2025-09-22T07:00:00Z,PSME,50,heatwave,drought,10
PSME57,0.78,2025-09-22T07:00:00Z,PSME,57,heatwave,water,10
PSME58,0.74,2025-09-22T07:00:00Z,PSME,58,heatwave,drought,10
