TreeID,date,spp,id,brown_perc,diam_mm,temp,water,weight,day,week
PIFL53,2025-08-07T07:00:00Z,PIFL,53,10,4.9,heatwave,drought,475,17,3
PIFL54,2025-08-07T07:00:00Z,PIFL,54,10,4.6,heatwave,drought,465,17,3
PIFL55,2025-08-07T07:00:00Z,PIFL,55,10,5,heatwave,water,488.2,17,3
PIFL56,2025-08-07T07:00:00Z,PIFL,56,10,4.2,heatwave,drought,456.5,17,3
PIFL57,2025-08-07T07:00:00Z,PIFL,57,10,4.4,heatwave,drought,452.4,17,3
PIFL58,2025-08-07T07:00:00Z,PIFL,58,10,5,heatwave,drought,444.1,17,3
PIFL59,2025-08-07T07:00:00Z,PIFL,59,10,4.3,heatwave,drought,404.3,17,3
PIFL60,2025-08-07T07:00:00Z,PIFL,60,10,4.5,heatwave,drought,398.8,17,3
PIFL1,2025-08-14T07:00:00Z,PIFL,1,10,4.8,ambient,water,536,24,4
PIFL2,2025-08-14T07:00:00Z,PIFL,2,10,4.4,ambient,drought,442.3,24,4
PIFL3,2025-08-14T07:00:00Z,PIFL,3,10,5.1,ambient,drought,420,24,4
PIFL4,2025-08-14T07:00:00Z,PIFL,4,10,4.4,ambient,drought,377.4,24,4
PIFL5,2025-08-14T07:00:00Z,PIFL,5,10,4.2,ambient,drought,420,24,4
PIFL6,2025-08-14T07:00:00Z,PIFL,6,10,4.7,ambient,drought,423.9,24,4
PIFL7,2025-08-14T07:00:00Z,PIFL,7,10,4.4,ambient,drought,343.9,24,4
PIFL8,2025-08-14T07:00:00Z,PIFL,8,10,5.6,ambient,drought,455.8,24,4
PIFL9,2025-08-14T07:00:00Z,PIFL,9,10,4.7,ambient,water,548.3,24,4
PIFL10,2025-08-14T07:00:00Z,PIFL,10,10,4.1,ambient,drought,340.7,24,4
PIFL11,2025-08-14T07:00:00Z,PIFL,11,10,3.9,ambient,drought,418.9,24,4
PIFL12,2025-08-14T07:00:00Z,PIFL,12,10,4.8,ambient,water,537.9,24,4
PIFL13,2025-08-14T07:00:00Z,PIFL,13,10,4.3,ambient,drought,335.4,24,4
PIFL14,2025-08-14T07:00:00Z,PIFL,14,10,4,ambient,drought,423.4,24,4
PIFL15,2025-08-14T07:00:00Z,PIFL,15,10,5.2,ambient,drought,390.4,24,4
PIFL16,2025-08-14T07:00:00Z,PIFL,16,10,4.1,ambient,drought,439.2,24,4
PIFL17,2025-08-14T07:00:00Z,PIFL,17,10,3.6,ambient,drought,369.1,24,4
PIFL18,2025-08-14T07:00:00Z,PIFL,18,10,3.9,ambient,drought,386.9,24,4
PIFL19,2025-08-14T07:00:00Z,PIFL,19,10,5.8,ambient,drought,405.6,24,4
PIFL20,2025-08-14T07:00:00Z,PIFL,20,10,5,ambient,drought,405.3,24,4
PIFL21,2025-08-14T07:00:00Z,PIFL,21,10,4.6,ambient,water,532.5,24,4
PIFL22,2025-08-14T07:00:00Z,PIFL,22,10,5.7,ambient,drought,435.3,24,4
PIFL23,2025-08-14T07:00:00Z,PIFL,23,10,4.4,ambient,drought,423.6,24,4
PIFL24,2025-08-14T07:00:00Z,PIFL,24,10,4.5,ambient,drought,499.4,24,4
PIFL25,2025-08-14T07:00:00Z,PIFL,25,10,4.6,ambient,drought,476.8,24,4
PIFL26,2025-08-14T07:00:00Z,PIFL,26,10,4.8,ambient,drought,400.3,24,4
PIFL27,2025-08-14T07:00:00Z,PIFL,27,10,5,ambient,drought,451.4,24,4
PIFL28,2025-08-14T07:00:00Z,PIFL,28,10,5.3,ambient,water,531.9,24,4
PIFL29,2025-08-14T07:00:00Z,PIFL,29,10,5,ambient,drought,422.4,24,4
PIFL30,2025-08-14T07:00:00Z,PIFL,30,10,3.9,ambient,drought,375.7,24,4
PIFL31,2025-08-14T07:00:00Z,PIFL,31,10,4.6,heatwave,drought,341,24,4
PIFL32,2025-08-14T07:00:00Z,PIFL,32,10,5.4,heatwave,drought,345.4,24,4
PIFL33,2025-08-14T07:00:00Z,PIFL,33,10,4.6,heatwave,drought,372.8,24,4
PIFL34,2025-08-14T07:00:00Z,PIFL,34,10,4.5,heatwave,drought,351.3,24,4
PIFL35,2025-08-14T07:00:00Z,PIFL,35,10,5.1,heatwave,drought,286.2,24,4
PIFL36,2025-08-14T07:00:00Z,PIFL,36,10,4.5,heatwave,water,461.1,24,4
PIFL37,2025-08-14T07:00:00Z,PIFL,37,10,4.3,heatwave,drought,415.2,24,4
PIFL38,2025-08-14T07:00:00Z,PIFL,38,10,4.5,heatwave,drought,288.4,24,4
PIFL39,2025-08-14T07:00:00Z,PIFL,39,10,5.2,heatwave,drought,385.1,24,4
PIFL40,2025-08-14T07:00:00Z,PIFL,40,10,4.5,heatwave,drought,428.3,24,4
PIFL41,2025-08-14T07:00:00Z,PIFL,41,10,5.1,heatwave,water,446.3,24,4
PIFL42,2025-08-14T07:00:00Z,PIFL,42,10,4.6,heatwave,drought,301.3,24,4
PIFL43,2025-08-14T07:00:00Z,PIFL,43,10,4.4,heatwave,drought,304.6,24,4
PIFL44,2025-08-14T07:00:00Z,PIFL,44,10,4.2,heatwave,drought,384.9,24,4
PIFL45,2025-08-14T07:00:00Z,PIFL,45,10,4.5,heatwave,drought,305.1,24,4
PIFL46,2025-08-14T07:00:00Z,PIFL,46,10,4.3,heatwave,water,400.6,24,4
PIFL47,2025-08-14T07:00:00Z,PIFL,47,10,5.4,heatwave,drought,399,24,4
PIFL48,2025-08-14T07:00:00Z,PIFL,48,10,5.2,heatwave,drought,289.9,24,4
PIFL49,2025-08-14T07:00:00Z,PIFL,49,10,5.2,heatwave,drought,354.7,24,4
PIFL50,2025-08-14T07:00:00Z,PIFL,50,10,5.4,heatwave,drought,363.1,24,4
PIFL51,2025-08-14T07:00:00Z,PIFL,51,10,4.6,heatwave,drought,281.2,24,4
PIFL52,2025-08-14T07:00:00Z,PIFL,52,10,6,heatwave,water,462.6,24,4
PIFL53,2025-08-14T07:00:00Z,PIFL,53,10,4.6,heatwave,drought,395.2,24,4
PIFL54,2025-08-14T07:00:00Z,PIFL,54,10,4.3,heatwave,drought,375.1,24,4
PIFL55,2025-08-14T07:00:00Z,PIFL,55,10,4.7,heatwave,water,359.1,24,4
PIFL56,2025-08-14T07:00:00Z,PIFL,56,10,4.2,heatwave,drought,370.2,24,4
PIFL57,2025-08-14T07:00:00Z,PIFL,57,10,5.1,heatwave,drought,352.9,24,4
PIFL58,2025-08-14T07:00:00Z,PIFL,58,10,4.4,heatwave,drought,337.6,24,4
PIFL59,2025-08-14T07:00:00Z,PIFL,59,10,4.2,heatwave,drought,297,24,4
PIFL60,2025-08-14T07:00:00Z,PIFL,60,10,4.7,heatwave,drought,287.8,24,4
PIFL1,2025-08-19T07:00:00Z,PIFL,1,10,4.5,ambient,water,546.8,29,5
PIFL2,2025-08-19T07:00:00Z,PIFL,2,10,5.2,ambient,drought,428.7,29,5
PIFL3,2025-08-19T07:00:00Z,PIFL,3,10,4.4,ambient,drought,400.4,29,5
PIFL4,2025-08-19T07:00:00Z,PIFL,4,10,4.5,ambient,drought,351.4,29,5
PIFL5,2025-08-19T07:00:00Z,PIFL,5,10,4.5,ambient,drought,399.5,29,5
PIFL6,2025-08-19T07:00:00Z,PIFL,6,10,4.7,ambient,drought,402.6,29,5
PIFL7,2025-08-19T07:00:00Z,PIFL,7,10,4.7,ambient,drought,317.8,29,5
PIFL8,2025-08-19T07:00:00Z,PIFL,8,10,5.9,ambient,drought,445.4,29,5
PIFL9,2025-08-19T07:00:00Z,PIFL,9,10,5.1,ambient,water,560,29,5
PIFL10,2025-08-19T07:00:00Z,PIFL,10,10,4.3,ambient,drought,313,29,5
PIFL11,2025-08-19T07:00:00Z,PIFL,11,10,4.3,ambient,drought,399.1,29,5
PIFL12,2025-08-19T07:00:00Z,PIFL,12,10,5.2,ambient,water,557.5,29,5
PIFL13,2025-08-19T07:00:00Z,PIFL,13,10,4.5,ambient,drought,311.1,29,5
PIFL14,2025-08-19T07:00:00Z,PIFL,14,10,4.3,ambient,drought,409.4,29,5
PIFL15,2025-08-19T07:00:00Z,PIFL,15,10,5.2,ambient,drought,366.9,29,5
PIFL16,2025-08-19T07:00:00Z,PIFL,16,10,3.9,ambient,drought,423.4,29,5
PIFL17,2025-08-19T07:00:00Z,PIFL,17,10,4.2,ambient,drought,346.4,29,5
PIFL18,2025-08-19T07:00:00Z,PIFL,18,10,4.6,ambient,drought,368.2,29,5
PIFL19,2025-08-19T07:00:00Z,PIFL,19,10,5.6,ambient,drought,388.4,29,5
PIFL20,2025-08-19T07:00:00Z,PIFL,20,10,4.7,ambient,drought,387.8,29,5
PIFL21,2025-08-19T07:00:00Z,PIFL,21,10,5.4,ambient,water,555.7,29,5
PIFL22,2025-08-19T07:00:00Z,PIFL,22,10,5.1,ambient,drought,419,29,5
PIFL23,2025-08-19T07:00:00Z,PIFL,23,10,4.9,ambient,drought,402.1,29,5
PIFL24,2025-08-19T07:00:00Z,PIFL,24,10,4.9,ambient,drought,487.7,29,5
PIFL25,2025-08-19T07:00:00Z,PIFL,25,10,5,ambient,drought,464.6,29,5
PIFL26,2025-08-19T07:00:00Z,PIFL,26,10,4.5,ambient,drought,379.3,29,5
PIFL27,2025-08-19T07:00:00Z,PIFL,27,10,5.1,ambient,drought,438.8,29,5
PIFL28,2025-08-19T07:00:00Z,PIFL,28,10,5.5,ambient,water,447.2,29,5
PIFL29,2025-08-19T07:00:00Z,PIFL,29,10,4.9,ambient,drought,399.4,29,5
PIFL30,2025-08-19T07:00:00Z,PIFL,30,10,3.8,ambient,drought,345.6,29,5
PIFL31,2025-08-19T07:00:00Z,PIFL,31,10,4.4,heatwave,drought,314.8,29,5
PIFL32,2025-08-19T07:00:00Z,PIFL,32,10,5.1,heatwave,drought,312.2,29,5
PIFL33,2025-08-19T07:00:00Z,PIFL,33,10,4.9,heatwave,drought,342.3,29,5
PIFL34,2025-08-19T07:00:00Z,PIFL,34,10,4.4,heatwave,drought,326.3,29,5
PIFL35,2025-08-19T07:00:00Z,PIFL,35,10,5.2,heatwave,drought,267.8,29,5
PIFL36,2025-08-19T07:00:00Z,PIFL,36,10,5,heatwave,water,518,29,5
PIFL37,2025-08-19T07:00:00Z,PIFL,37,10,4.7,heatwave,drought,392.3,29,5
PIFL38,2025-08-19T07:00:00Z,PIFL,38,10,4.4,heatwave,drought,268.4,29,5
PIFL39,2025-08-19T07:00:00Z,PIFL,39,10,5.4,heatwave,drought,361.6,29,5
PIFL40,2025-08-19T07:00:00Z,PIFL,40,10,4.6,heatwave,drought,402.4,29,5
PIFL41,2025-08-19T07:00:00Z,PIFL,41,10,4.8,heatwave,water,521.5,29,5
PIFL42,2025-08-19T07:00:00Z,PIFL,42,10,4.5,heatwave,drought,271.1,29,5
PIFL43,2025-08-19T07:00:00Z,PIFL,43,10,4.3,heatwave,drought,278.2,29,5
PIFL44,2025-08-19T07:00:00Z,PIFL,44,10,4.2,heatwave,drought,361.3,29,5
PIFL45,2025-08-19T07:00:00Z,PIFL,45,10,4.8,heatwave,drought,284.8,29,5
PIFL46,2025-08-19T07:00:00Z,PIFL,46,10,4.7,heatwave,water,512.7,29,5
PIFL47,2025-08-19T07:00:00Z,PIFL,47,10,5.1,heatwave,drought,373.7,29,5
PIFL48,2025-08-19T07:00:00Z,PIFL,48,10,5.2,heatwave,drought,268.3,29,5
PIFL49,2025-08-19T07:00:00Z,PIFL,49,10,5.7,heatwave,drought,322.9,29,5
PIFL50,2025-08-19T07:00:00Z,PIFL,50,10,4.2,heatwave,drought,342,29,5
PIFL51,2025-08-19T07:00:00Z,PIFL,51,10,3.8,heatwave,drought,264.2,29,5
PIFL52,2025-08-19T07:00:00Z,PIFL,52,10,5.4,heatwave,water,541.9,29,5
PIFL53,2025-08-19T07:00:00Z,PIFL,53,10,4.6,heatwave,drought,370.4,29,5
PIFL54,2025-08-19T07:00:00Z,PIFL,54,10,4.3,heatwave,drought,344.3,29,5
PIFL55,2025-08-19T07:00:00Z,PIFL,55,10,5.1,heatwave,water,412.7,29,5
PIFL56,2025-08-19T07:00:00Z,PIFL,56,10,4.6,heatwave,drought,345.3,29,5
PIFL57,2025-08-19T07:00:00Z,PIFL,57,10,4.3,heatwave,drought,320.6,29,5
PIFL58,2025-08-19T07:00:00Z,PIFL,58,10,4.6,heatwave,drought,302.4,29,5
PIFL59,2025-08-19T07:00:00Z,PIFL,59,10,4.5,heatwave,drought,275.2,29,5
PIFL60,2025-08-19T07:00:00Z,PIFL,60,10,5.1,heatwave,drought,265.6,29,5
PIFL1,2025-08-29T07:00:00Z,PIFL,1,10,NA,ambient,water,538.6,39,6
PIFL2,2025-08-29T07:00:00Z,PIFL,2,10,NA,ambient,drought,402.6,39,6
PIFL3,2025-08-29T07:00:00Z,PIFL,3,10,NA,ambient,drought,367.4,39,6
PIFL4,2025-08-29T07:00:00Z,PIFL,4,10,NA,ambient,drought,308,39,6
PIFL5,2025-08-29T07:00:00Z,PIFL,5,10,NA,ambient,drought,360.6,39,6
PIFL6,2025-08-29T07:00:00Z,PIFL,6,10,NA,ambient,drought,359.5,39,6
PIFL7,2025-08-29T07:00:00Z,PIFL,7,10,NA,ambient,drought,273.3,39,6
PIFL8,2025-08-29T07:00:00Z,PIFL,8,10,NA,ambient,drought,426.1,39,6
PIFL9,2025-08-29T07:00:00Z,PIFL,9,10,NA,ambient,water,561.6,39,6
PIFL10,2025-08-29T07:00:00Z,PIFL,10,10,NA,ambient,drought,269.8,39,6
PIFL11,2025-08-29T07:00:00Z,PIFL,11,10,NA,ambient,drought,358.4,39,6
PIFL12,2025-08-29T07:00:00Z,PIFL,12,10,NA,ambient,water,547.9,39,6
PIFL13,2025-08-29T07:00:00Z,PIFL,13,10,NA,ambient,drought,272.2,39,6
PIFL14,2025-08-29T07:00:00Z,PIFL,14,10,NA,ambient,drought,382.1,39,6
PIFL15,2025-08-29T07:00:00Z,PIFL,15,10,NA,ambient,drought,321.2,39,6
PIFL16,2025-08-29T07:00:00Z,PIFL,16,10,NA,ambient,drought,392.7,39,6
PIFL17,2025-08-29T07:00:00Z,PIFL,17,10,NA,ambient,drought,296.4,39,6
PIFL18,2025-08-29T07:00:00Z,PIFL,18,10,NA,ambient,drought,326.7,39,6
PIFL19,2025-08-29T07:00:00Z,PIFL,19,10,NA,ambient,drought,355.9,39,6
PIFL20,2025-08-29T07:00:00Z,PIFL,20,10,NA,ambient,drought,355.9,39,6
PIFL21,2025-08-29T07:00:00Z,PIFL,21,10,NA,ambient,water,555.8,39,6
PIFL22,2025-08-29T07:00:00Z,PIFL,22,10,NA,ambient,drought,384.7,39,6
PIFL23,2025-08-29T07:00:00Z,PIFL,23,10,NA,ambient,drought,363.7,39,6
PIFL24,2025-08-29T07:00:00Z,PIFL,24,10,NA,ambient,drought,467.7,39,6
PIFL25,2025-08-29T07:00:00Z,PIFL,25,10,NA,ambient,drought,444.3,39,6
PIFL26,2025-08-29T07:00:00Z,PIFL,26,10,NA,ambient,drought,338.3,39,6
PIFL27,2025-08-29T07:00:00Z,PIFL,27,10,NA,ambient,drought,418.1,39,6
PIFL28,2025-08-29T07:00:00Z,PIFL,28,10,NA,ambient,water,544.4,39,6
PIFL29,2025-08-29T07:00:00Z,PIFL,29,10,NA,ambient,drought,364.8,39,6
PIFL30,2025-08-29T07:00:00Z,PIFL,30,10,NA,ambient,drought,301.1,39,6
PIFL31,2025-08-29T07:00:00Z,PIFL,31,10,NA,heatwave,drought,287.6,39,6
PIFL32,2025-08-29T07:00:00Z,PIFL,32,10,NA,heatwave,drought,286.8,39,6
PIFL33,2025-08-29T07:00:00Z,PIFL,33,10,NA,heatwave,drought,321.4,39,6
PIFL34,2025-08-29T07:00:00Z,PIFL,34,10,NA,heatwave,drought,300.8,39,6
PIFL35,2025-08-29T07:00:00Z,PIFL,35,10,NA,heatwave,drought,250.7,39,6
PIFL36,2025-08-29T07:00:00Z,PIFL,36,10,NA,heatwave,water,524.7,39,6
PIFL37,2025-08-29T07:00:00Z,PIFL,37,10,NA,heatwave,drought,378.1,39,6
PIFL38,2025-08-29T07:00:00Z,PIFL,38,10,NA,heatwave,drought,250.3,39,6
PIFL39,2025-08-29T07:00:00Z,PIFL,39,10,NA,heatwave,drought,347.3,39,6
PIFL40,2025-08-29T07:00:00Z,PIFL,40,10,NA,heatwave,drought,393.6,39,6
PIFL41,2025-08-29T07:00:00Z,PIFL,41,10,NA,heatwave,water,529.6,39,6
PIFL42,2025-08-29T07:00:00Z,PIFL,42,10,NA,heatwave,drought,249.3,39,6
PIFL43,2025-08-29T07:00:00Z,PIFL,43,10,NA,heatwave,drought,254.1,39,6
PIFL44,2025-08-29T07:00:00Z,PIFL,44,10,NA,heatwave,drought,344.6,39,6
PIFL45,2025-08-29T07:00:00Z,PIFL,45,10,NA,heatwave,drought,265.2,39,6
PIFL46,2025-08-29T07:00:00Z,PIFL,46,10,NA,heatwave,water,519.5,39,6
PIFL47,2025-08-29T07:00:00Z,PIFL,47,10,NA,heatwave,drought,360.2,39,6
PIFL48,2025-08-29T07:00:00Z,PIFL,48,10,NA,heatwave,drought,250.9,39,6
PIFL49,2025-08-29T07:00:00Z,PIFL,49,10,NA,heatwave,drought,300.9,39,6
PIFL50,2025-08-29T07:00:00Z,PIFL,50,10,NA,heatwave,drought,323,39,6
PIFL51,2025-08-29T07:00:00Z,PIFL,51,10,NA,heatwave,drought,248.4,39,6
PIFL52,2025-08-29T07:00:00Z,PIFL,52,10,NA,heatwave,water,548.4,39,6
PIFL53,2025-08-29T07:00:00Z,PIFL,53,10,NA,heatwave,drought,354.7,39,6
PIFL54,2025-08-29T07:00:00Z,PIFL,54,10,NA,heatwave,drought,323.2,39,6
PIFL55,2025-08-29T07:00:00Z,PIFL,55,10,NA,heatwave,water,436.1,39,6
PIFL56,2025-08-29T07:00:00Z,PIFL,56,10,NA,heatwave,drought,322.7,39,6
PIFL57,2025-08-29T07:00:00Z,PIFL,57,10,NA,heatwave,drought,297.2,39,6
PIFL58,2025-08-29T07:00:00Z,PIFL,58,10,NA,heatwave,drought,276.7,39,6
PIFL59,2025-08-29T07:00:00Z,PIFL,59,10,NA,heatwave,drought,255.1,39,6
PIFL60,2025-08-29T07:00:00Z,PIFL,60,10,NA,heatwave,drought,245.7,39,6
PIFL1,2025-09-05T07:00:00Z,PIFL,1,10,NA,ambient,water,542.8,46,7
PIFL2,2025-09-05T07:00:00Z,PIFL,2,10,NA,ambient,drought,388.9,46,7
PIFL3,2025-09-05T07:00:00Z,PIFL,3,10,NA,ambient,drought,346.5,46,7
PIFL4,2025-09-05T07:00:00Z,PIFL,4,10,NA,ambient,drought,286.1,46,7
PIFL5,2025-09-05T07:00:00Z,PIFL,5,10,NA,ambient,drought,338.1,46,7
PIFL6,2025-09-05T07:00:00Z,PIFL,6,10,NA,ambient,drought,335.7,46,7
PIFL7,2025-09-05T07:00:00Z,PIFL,7,10,NA,ambient,drought,258.7,46,7
PIFL8,2025-09-05T07:00:00Z,PIFL,8,10,NA,ambient,drought,410.3,46,7
PIFL9,2025-09-05T07:00:00Z,PIFL,9,10,NA,ambient,water,563,46,7
PIFL10,2025-09-05T07:00:00Z,PIFL,10,10,NA,ambient,drought,255.9,46,7
PIFL11,2025-09-05T07:00:00Z,PIFL,11,10,NA,ambient,drought,340,46,7
PIFL12,2025-09-05T07:00:00Z,PIFL,12,10,NA,ambient,water,555.2,46,7
PIFL13,2025-09-05T07:00:00Z,PIFL,13,10,NA,ambient,drought,258.6,46,7
PIFL14,2025-09-05T07:00:00Z,PIFL,14,10,NA,ambient,drought,367.2,46,7
PIFL15,2025-09-05T07:00:00Z,PIFL,15,10,NA,ambient,drought,295.7,46,7
PIFL16,2025-09-05T07:00:00Z,PIFL,16,10,NA,ambient,drought,375.1,46,7
PIFL17,2025-09-05T07:00:00Z,PIFL,17,10,NA,ambient,drought,275.9,46,7
PIFL18,2025-09-05T07:00:00Z,PIFL,18,10,NA,ambient,drought,304.3,46,7
PIFL19,2025-09-05T07:00:00Z,PIFL,19,10,NA,ambient,drought,339.7,46,7
PIFL20,2025-09-05T07:00:00Z,PIFL,20,10,NA,ambient,drought,338.2,46,7
PIFL21,2025-09-05T07:00:00Z,PIFL,21,10,NA,ambient,water,556.1,46,7
PIFL22,2025-09-05T07:00:00Z,PIFL,22,10,NA,ambient,drought,367.8,46,7
PIFL23,2025-09-05T07:00:00Z,PIFL,23,10,NA,ambient,drought,341.7,46,7
PIFL24,2025-09-05T07:00:00Z,PIFL,24,10,NA,ambient,drought,457.8,46,7
PIFL25,2025-09-05T07:00:00Z,PIFL,25,10,NA,ambient,drought,432.6,46,7
PIFL26,2025-09-05T07:00:00Z,PIFL,26,10,NA,ambient,drought,314.2,46,7
PIFL27,2025-09-05T07:00:00Z,PIFL,27,10,NA,ambient,drought,407.7,46,7
PIFL28,2025-09-05T07:00:00Z,PIFL,28,10,NA,ambient,water,558.1,46,7
PIFL29,2025-09-05T07:00:00Z,PIFL,29,10,NA,ambient,drought,342.9,46,7
PIFL30,2025-09-05T07:00:00Z,PIFL,30,10,NA,ambient,drought,276.2,46,7
PIFL31,2025-09-05T07:00:00Z,PIFL,31,10,NA,heatwave,drought,272.4,46,7
PIFL32,2025-09-05T07:00:00Z,PIFL,32,10,NA,heatwave,drought,268.6,46,7
PIFL33,2025-09-05T07:00:00Z,PIFL,33,10,NA,heatwave,drought,303,46,7
PIFL34,2025-09-05T07:00:00Z,PIFL,34,10,NA,heatwave,drought,281.9,46,7
PIFL35,2025-09-05T07:00:00Z,PIFL,35,10,NA,heatwave,drought,243.2,46,7
PIFL36,2025-09-05T07:00:00Z,PIFL,36,10,NA,heatwave,water,531.9,46,7
PIFL37,2025-09-05T07:00:00Z,PIFL,37,10,NA,heatwave,drought,369.3,46,7
PIFL38,2025-09-05T07:00:00Z,PIFL,38,10,NA,heatwave,drought,241.5,46,7
PIFL39,2025-09-05T07:00:00Z,PIFL,39,10,NA,heatwave,drought,332.8,46,7
PIFL40,2025-09-05T07:00:00Z,PIFL,40,10,NA,heatwave,drought,382,46,7
PIFL41,2025-09-05T07:00:00Z,PIFL,41,10,NA,heatwave,water,536.9,46,7
PIFL42,2025-09-05T07:00:00Z,PIFL,42,10,NA,heatwave,drought,240.1,46,7
PIFL43,2025-09-05T07:00:00Z,PIFL,43,10,NA,heatwave,drought,243,46,7
PIFL44,2025-09-05T07:00:00Z,PIFL,44,10,NA,heatwave,drought,331.5,46,7
PIFL45,2025-09-05T07:00:00Z,PIFL,45,10,NA,heatwave,drought,255.6,46,7
PIFL46,2025-09-05T07:00:00Z,PIFL,46,10,NA,heatwave,water,525.6,46,7
PIFL47,2025-09-05T07:00:00Z,PIFL,47,10,NA,heatwave,drought,350.3,46,7
PIFL48,2025-09-05T07:00:00Z,PIFL,48,10,NA,heatwave,drought,243.9,46,7
PIFL49,2025-09-05T07:00:00Z,PIFL,49,10,NA,heatwave,drought,284,46,7
PIFL50,2025-09-05T07:00:00Z,PIFL,50,10,NA,heatwave,drought,309.2,46,7
PIFL51,2025-09-05T07:00:00Z,PIFL,51,10,NA,heatwave,drought,240.5,46,7
PIFL52,2025-09-05T07:00:00Z,PIFL,52,10,NA,heatwave,water,551.5,46,7
PIFL53,2025-09-05T07:00:00Z,PIFL,53,10,NA,heatwave,drought,344.9,46,7
PIFL54,2025-09-05T07:00:00Z,PIFL,54,10,NA,heatwave,drought,307.7,46,7
PIFL55,2025-09-05T07:00:00Z,PIFL,55,10,NA,heatwave,water,452.6,46,7
PIFL56,2025-09-05T07:00:00Z,PIFL,56,10,NA,heatwave,drought,307.2,46,7
PIFL57,2025-09-05T07:00:00Z,PIFL,57,10,NA,heatwave,drought,281.6,46,7
PIFL58,2025-09-05T07:00:00Z,PIFL,58,10,NA,heatwave,drought,260.2,46,7
PIFL59,2025-09-05T07:00:00Z,PIFL,59,10,NA,heatwave,drought,245.9,46,7
PIFL60,2025-09-05T07:00:00Z,PIFL,60,10,NA,heatwave,drought,237.2,46,7
PIFL1,2025-09-19T07:00:00Z,PIFL,1,10,NA,ambient,water,546.7,60,9
PIFL2,2025-09-19T07:00:00Z,PIFL,2,10,NA,ambient,drought,361.8,60,9
PIFL3,2025-09-19T07:00:00Z,PIFL,3,10,NA,ambient,drought,316.4,60,9
PIFL4,2025-09-19T07:00:00Z,PIFL,4,10,NA,ambient,drought,256.4,60,9
PIFL5,2025-09-19T07:00:00Z,PIFL,5,10,NA,ambient,drought,302.9,60,9
PIFL6,2025-09-19T07:00:00Z,PIFL,6,10,NA,ambient,drought,292.3,60,9
PIFL7,2025-09-19T07:00:00Z,PIFL,7,10,NA,ambient,drought,241.6,60,9
PIFL8,2025-09-19T07:00:00Z,PIFL,8,10,NA,ambient,drought,385.7,60,9
PIFL9,2025-09-19T07:00:00Z,PIFL,9,10,NA,ambient,water,574.2,60,9
PIFL10,2025-09-19T07:00:00Z,PIFL,10,10,NA,ambient,drought,238.2,60,9
PIFL11,2025-09-19T07:00:00Z,PIFL,11,10,NA,ambient,drought,310.3,60,9
PIFL12,2025-09-19T07:00:00Z,PIFL,12,10,NA,ambient,water,571.2,60,9
PIFL13,2025-09-19T07:00:00Z,PIFL,13,10,NA,ambient,drought,242.4,60,9
PIFL14,2025-09-19T07:00:00Z,PIFL,14,10,NA,ambient,drought,344.1,60,9
PIFL15,2025-09-19T07:00:00Z,PIFL,15,10,NA,ambient,drought,256.2,60,9
PIFL16,2025-09-19T07:00:00Z,PIFL,16,10,NA,ambient,drought,346.2,60,9
PIFL17,2025-09-19T07:00:00Z,PIFL,17,10,NA,ambient,drought,251.9,60,9
PIFL18,2025-09-19T07:00:00Z,PIFL,18,10,NA,ambient,drought,266.8,60,9
PIFL19,2025-09-19T07:00:00Z,PIFL,19,10,NA,ambient,drought,311.7,60,9
PIFL20,2025-09-19T07:00:00Z,PIFL,20,10,NA,ambient,drought,314.7,60,9
PIFL21,2025-09-19T07:00:00Z,PIFL,21,10,NA,ambient,water,566.2,60,9
PIFL22,2025-09-19T07:00:00Z,PIFL,22,10,NA,ambient,drought,339.8,60,9
PIFL23,2025-09-19T07:00:00Z,PIFL,23,10,NA,ambient,drought,303.4,60,9
PIFL24,2025-09-19T07:00:00Z,PIFL,24,10,NA,ambient,drought,438.7,60,9
PIFL25,2025-09-19T07:00:00Z,PIFL,25,10,NA,ambient,drought,413.8,60,9
PIFL26,2025-09-19T07:00:00Z,PIFL,26,10,NA,ambient,drought,275.5,60,9
PIFL27,2025-09-19T07:00:00Z,PIFL,27,10,NA,ambient,drought,379.2,60,9
PIFL28,2025-09-19T07:00:00Z,PIFL,28,10,NA,ambient,water,550.5,60,9
PIFL29,2025-09-19T07:00:00Z,PIFL,29,10,NA,ambient,drought,300.2,60,9
PIFL30,2025-09-19T07:00:00Z,PIFL,30,10,NA,ambient,drought,246.1,60,9
PIFL31,2025-09-19T07:00:00Z,PIFL,31,10,NA,heatwave,drought,251.4,60,9
PIFL32,2025-09-19T07:00:00Z,PIFL,32,10,NA,heatwave,drought,241.8,60,9
PIFL33,2025-09-19T07:00:00Z,PIFL,33,10,NA,heatwave,drought,275.6,60,9
PIFL34,2025-09-19T07:00:00Z,PIFL,34,10,NA,heatwave,drought,257.4,60,9
PIFL35,2025-09-19T07:00:00Z,PIFL,35,10,NA,heatwave,drought,233.5,60,9
PIFL36,2025-09-19T07:00:00Z,PIFL,36,10,NA,heatwave,water,550.9,60,9
PIFL37,2025-09-19T07:00:00Z,PIFL,37,10,NA,heatwave,drought,352.2,60,9
PIFL38,2025-09-19T07:00:00Z,PIFL,38,10,NA,heatwave,drought,231.4,60,9
PIFL39,2025-09-19T07:00:00Z,PIFL,39,10,NA,heatwave,drought,309,60,9
