TreeID,VWC_perc,date,spp,id,temp,water,day
PIFL47,6.7,2025-09-19,PIFL,47,heatwave,drought,60
PIFL52,15.9,2025-09-19,PIFL,52,heatwave,water,60
PIFL54,3,2025-09-19,PIFL,54,heatwave,drought,60
PIFL55,12.5,2025-09-19,PIFL,55,heatwave,water,60
PIFL57,0,2025-09-19,PIFL,57,heatwave,drought,60
PIFL1,14.9,2025-09-26,PIFL,1,ambient,water,67
PIFL3,3,2025-09-26,PIFL,3,ambient,drought,67
PIFL9,15.9,2025-09-26,PIFL,9,ambient,water,67
PIFL10,0,2025-09-26,PIFL,10,ambient,drought,67
PIFL12,15.9,2025-09-26,PIFL,12,ambient,water,67
PIFL17,0,2025-09-26,PIFL,17,ambient,drought,67
PIFL21,14.5,2025-09-26,PIFL,21,ambient,water,67
PIFL27,7.6,2025-09-26,PIFL,27,ambient,drought,67
PIFL28,13.2,2025-09-26,PIFL,28,ambient,water,67
PIFL29,1.8,2025-09-26,PIFL,29,ambient,drought,67
PIFL36,14.1,2025-09-26,PIFL,36,heatwave,water,67
PIFL40,9,2025-09-26,PIFL,40,heatwave,drought,67
PIFL41,15.3,2025-09-26,PIFL,41,heatwave,water,67
PIFL43,0,2025-09-26,PIFL,43,heatwave,drought,67
PIFL46,13.6,2025-09-26,PIFL,46,heatwave,water,67
PIFL47,5.5,2025-09-26,PIFL,47,heatwave,drought,67
PIFL52,15.6,2025-09-26,PIFL,52,heatwave,water,67
PIFL54,2.5,2025-09-26,PIFL,54,heatwave,drought,67
PIFL55,14.1,2025-09-26,PIFL,55,heatwave,water,67
PIFL57,0,2025-09-26,PIFL,57,heatwave,drought,67
PIFL1,14.5,2025-10-03,PIFL,1,ambient,water,74
PIFL3,3.2,2025-10-03,PIFL,3,ambient,drought,74
PIFL9,15.6,2025-10-03,PIFL,9,ambient,water,74
PIFL10,0,2025-10-03,PIFL,10,ambient,drought,74
PIFL12,15.6,2025-10-03,PIFL,12,ambient,water,74
PIFL17,0,2025-10-03,PIFL,17,ambient,drought,74
PIFL21,14.8,2025-10-03,PIFL,21,ambient,water,74
PIFL27,6.4,2025-10-03,PIFL,27,ambient,drought,74
PIFL28,13.8,2025-10-03,PIFL,28,ambient,water,74
PIFL29,0.5,2025-10-03,PIFL,29,ambient,drought,74
PIFL36,15.6,2025-10-03,PIFL,36,heatwave,water,74
PIFL40,8.1,2025-10-03,PIFL,40,heatwave,drought,74
PIFL41,13.1,2025-10-03,PIFL,41,heatwave,water,74
PIFL43,0,2025-10-03,PIFL,43,heatwave,drought,74
PIFL46,13.2,2025-10-03,PIFL,46,heatwave,water,74
PIFL47,3,2025-10-03,PIFL,47,heatwave,drought,74
PIFL52,16.9,2025-10-03,PIFL,52,heatwave,water,74
PIFL54,0.3,2025-10-03,PIFL,54,heatwave,drought,74
PIFL55,12.7,2025-10-03,PIFL,55,heatwave,water,74
PIFL57,0,2025-10-03,PIFL,57,heatwave,drought,74
PIFL1,12.4,2025-10-10,PIFL,1,ambient,water,81
PIFL3,0.5,2025-10-10,PIFL,3,ambient,drought,81
PIFL9,14.6,2025-10-10,PIFL,9,ambient,water,81
PIFL10,0,2025-10-10,PIFL,10,ambient,drought,81
PIFL12,14.9,2025-10-10,PIFL,12,ambient,water,81
PIFL17,0,2025-10-10,PIFL,17,ambient,drought,81
PIFL21,14.2,2025-10-10,PIFL,21,ambient,water,81
PIFL27,3.9,2025-10-10,PIFL,27,ambient,drought,81
PIFL28,10.3,2025-10-10,PIFL,28,ambient,water,81
PIFL29,0.9,2025-10-10,PIFL,29,ambient,drought,81
PIFL36,15.3,2025-10-10,PIFL,36,heatwave,water,81
PIFL40,8.4,2025-10-10,PIFL,40,heatwave,drought,81
PIFL41,10.5,2025-10-10,PIFL,41,heatwave,water,81
PIFL43,0,2025-10-10,PIFL,43,heatwave,drought,81
PIFL46,13.3,2025-10-10,PIFL,46,heatwave,water,81
PIFL47,3.5,2025-10-10,PIFL,47,heatwave,drought,81
PIFL52,16.2,2025-10-10,PIFL,52,heatwave,water,81
PIFL54,0,2025-10-10,PIFL,54,heatwave,drought,81
PIFL55,10.5,2025-10-10,PIFL,55,heatwave,water,81
PIFL57,0,2025-10-10,PIFL,57,heatwave,drought,81
PIFL1,15.4,2025-10-17,PIFL,1,ambient,water,88
PIFL3,1.2,2025-10-17,PIFL,3,ambient,drought,88
PIFL9,16.9,2025-10-17,PIFL,9,ambient,water,88
PIFL10,0,2025-10-17,PIFL,10,ambient,drought,88
PIFL12,18.6,2025-10-17,PIFL,12,ambient,water,88
PIFL17,0,2025-10-17,PIFL,17,ambient,drought,88
PIFL21,16.5,2025-10-17,PIFL,21,ambient,water,88
PIFL27,2.4,2025-10-17,PIFL,27,ambient,drought,88
PIFL28,14.9,2025-10-17,PIFL,28,ambient,water,88
PIFL29,0,2025-10-17,PIFL,29,ambient,drought,88
PIFL36,17,2025-10-17,PIFL,36,heatwave,water,88
PIFL40,7.9,2025-10-17,PIFL,40,heatwave,drought,88
PIFL41,15.4,2025-10-17,PIFL,41,heatwave,water,88
PIFL43,0,2025-10-17,PIFL,43,heatwave,drought,88
PIFL46,16,2025-10-17,PIFL,46,heatwave,water,88
PIFL47,2.4,2025-10-17,PIFL,47,heatwave,drought,88
PIFL52,17.5,2025-10-17,PIFL,52,heatwave,water,88
PIFL54,0,2025-10-17,PIFL,54,heatwave,drought,88
PIFL55,12.8,2025-10-17,PIFL,55,heatwave,water,88
PIFL57,0,2025-10-17,PIFL,57,heatwave,drought,88
PIFL1,13.9,2025-10-24,PIFL,1,ambient,water,95
PIFL3,0,2025-10-24,PIFL,3,ambient,drought,95
PIFL9,16.2,2025-10-24,PIFL,9,ambient,water,95
PIFL10,0,2025-10-24,PIFL,10,ambient,drought,95
PIFL12,16,2025-10-24,PIFL,12,ambient,water,95
PIFL17,0,2025-10-24,PIFL,17,ambient,drought,95
PIFL21,15,2025-10-24,PIFL,21,ambient,water,95
PIFL27,0.5,2025-10-24,PIFL,27,ambient,drought,95
PIFL28,10.5,2025-10-24,PIFL,28,ambient,water,95
PIFL29,0,2025-10-24,PIFL,29,ambient,drought,95
PIFL36,13.4,2025-10-24,PIFL,36,heatwave,water,95
PIFL40,6.4,2025-10-24,PIFL,40,heatwave,drought,95
PIFL41,12.8,2025-10-24,PIFL,41,heatwave,water,95
PIFL43,0,2025-10-24,PIFL,43,heatwave,drought,95
PIFL46,12.4,2025-10-24,PIFL,46,heatwave,water,95
PIFL47,0.2,2025-10-24,PIFL,47,heatwave,drought,95
PIFL52,14.9,2025-10-24,PIFL,52,heatwave,water,95
PIFL54,0,2025-10-24,PIFL,54,heatwave,drought,95
PIFL55,10.4,2025-10-24,PIFL,55,heatwave,water,95
PIFL57,0,2025-10-24,PIFL,57,heatwave,drought,95
PIFL1,14,2025-10-31,PIFL,1,ambient,water,102
PIFL3,0,2025-10-31,PIFL,3,ambient,drought,102
PIFL9,15.9,2025-10-31,PIFL,9,ambient,water,102
PIFL10,0,2025-10-31,PIFL,10,ambient,drought,102
PIFL12,15.2,2025-10-31,PIFL,12,ambient,water,102
PIFL17,0,2025-10-31,PIFL,17,ambient,drought,102
PIFL21,14.1,2025-10-31,PIFL,21,ambient,water,102
PIFL27,0,2025-10-31,PIFL,27,ambient,drought,102
PIFL28,10.2,2025-10-31,PIFL,28,ambient,water,102
PIFL29,0,2025-10-31,PIFL,29,ambient,drought,102
PIFL36,15,2025-10-31,PIFL,36,heatwave,water,102
PIFL40,4.2,2025-10-31,PIFL,40,heatwave,drought,102
PIFL41,14.3,2025-10-31,PIFL,41,heatwave,water,102
PIFL43,0,2025-10-31,PIFL,43,heatwave,drought,102
PIFL46,13.2,2025-10-31,PIFL,46,heatwave,water,102
PIFL47,0.6,2025-10-31,PIFL,47,heatwave,drought,102
PIFL52,14.7,2025-10-31,PIFL,52,heatwave,water,102
PIFL54,0,2025-10-31,PIFL,54,heatwave,drought,102
PIFL55,11.5,2025-10-31,PIFL,55,heatwave,water,102
PIFL57,0,2025-10-31,PIFL,57,heatwave,drought,102
PIFL1,13,2025-11-07,PIFL,1,ambient,water,109
PIFL3,0,2025-11-07,PIFL,3,ambient,drought,109
PIFL9,14.8,2025-11-07,PIFL,9,ambient,water,109
PIFL10,0,2025-11-07,PIFL,10,ambient,drought,109
PIFL12,14.1,2025-11-07,PIFL,12,ambient,water,109
PIFL17,0,2025-11-07,PIFL,17,ambient,drought,109
PIFL21,12.9,2025-11-07,PIFL,21,ambient,water,109
PIFL27,0,2025-11-07,PIFL,27,ambient,drought,109
PIFL28,8.9,2025-11-07,PIFL,28,ambient,water,109
PIFL29,0,2025-11-07,PIFL,29,ambient,drought,109
PIFL36,14.6,2025-11-07,PIFL,36,heatwave,water,109
PIFL40,6.3,2025-11-07,PIFL,40,heatwave,drought,109
PIFL41,12.5,2025-11-07,PIFL,41,heatwave,water,109
PIFL43,0,2025-11-07,PIFL,43,heatwave,drought,109
PIFL46,11.7,2025-11-07,PIFL,46,heatwave,water,109
PIFL47,0.2,2025-11-07,PIFL,47,heatwave,drought,109
PIFL52,14.1,2025-11-07,PIFL,52,heatwave,water,109
PIFL54,0,2025-11-07,PIFL,54,heatwave,drought,109
PIFL55,11.6,2025-11-07,PIFL,55,heatwave,water,109
PIFL57,0,2025-11-07,PIFL,57,heatwave,drought,109
PIFL1,17.2,2025-11-17,PIFL,1,ambient,water,119
PIFL3,0,2025-11-17,PIFL,3,ambient,drought,119
PIFL9,17.5,2025-11-17,PIFL,9,ambient,water,119
PIFL10,0,2025-11-17,PIFL,10,ambient,drought,119
PIFL12,17.8,2025-11-17,PIFL,12,ambient,water,119
PIFL17,0,2025-11-17,PIFL,17,ambient,drought,119
PIFL21,17.1,2025-11-17,PIFL,21,ambient,water,119
PIFL27,0,2025-11-17,PIFL,27,ambient,drought,119
PIFL28,14.6,2025-11-17,PIFL,28,ambient,water,119
PIFL29,0,2025-11-17,PIFL,29,ambient,drought,119
PIFL36,19.1,2025-11-17,PIFL,36,heatwave,water,119
PIFL40,2.8,2025-11-17,PIFL,40,heatwave,drought,119
PIFL41,15.5,2025-11-17,PIFL,41,heatwave,water,119
PIFL43,0,2025-11-17,PIFL,43,heatwave,drought,119
PIFL46,16.6,2025-11-17,PIFL,46,heatwave,water,119
PIFL47,0,2025-11-17,PIFL,47,heatwave,drought,119
PIFL52,18.1,2025-11-17,PIFL,52,heatwave,water,119
PIFL54,0,2025-11-17,PIFL,54,heatwave,drought,119
PIFL55,15.1,2025-11-17,PIFL,55,heatwave,water,119
PIFL57,0,2025-11-17,PIFL,57,heatwave,drought,119
PIPO1,11.1,2025-07-23,PIPO,1,ambient,water,2
PIPO2,10.4,2025-07-23,PIPO,2,ambient,drought,2
PIPO5,11.8,2025-07-23,PIPO,5,ambient,water,2
PIPO10,13.9,2025-07-23,PIPO,10,ambient,drought,2
PIPO11,8.1,2025-07-23,PIPO,11,ambient,water,2
PIPO16,9.5,2025-07-23,PIPO,16,ambient,drought,2
PIPO18,11.4,2025-07-23,PIPO,18,ambient,water,2
PIPO19,11.1,2025-07-23,PIPO,19,ambient,drought,2
PIPO20,8.5,2025-07-23,PIPO,20,ambient,water,2
PIPO22,9.9,2025-07-23,PIPO,22,ambient,drought,2
PIPO31,11.9,2025-07-23,PIPO,31,heatwave,water,2
PIPO32,11.2,2025-07-23,PIPO,32,heatwave,drought,2
PIPO35,11.1,2025-07-23,PIPO,35,heatwave,water,2
PIPO48,13.7,2025-07-23,PIPO,48,heatwave,drought,2
PIPO51,8.7,2025-07-23,PIPO,51,heatwave,water,2
PIPO52,10.7,2025-07-23,PIPO,52,heatwave,drought,2
PIPO53,10.7,2025-07-23,PIPO,53,heatwave,water,2
PIPO55,7.1,2025-07-23,PIPO,55,heatwave,drought,2
PIPO56,11.7,2025-07-23,PIPO,56,heatwave,water,2
PIPO58,10.5,2025-07-23,PIPO,58,heatwave,drought,2
PIPO1,12.7,2025-07-30,PIPO,1,ambient,water,9
PIPO2,7.4,2025-07-30,PIPO,2,ambient,drought,9
PIPO5,10.3,2025-07-30,PIPO,5,ambient,water,9
PIPO10,7.5,2025-07-30,PIPO,10,ambient,drought,9
PIPO11,8.2,2025-07-30,PIPO,11,ambient,water,9
PIPO16,5.8,2025-07-30,PIPO,16,ambient,drought,9
PIPO18,11.8,2025-07-30,PIPO,18,ambient,water,9
PIPO19,7.6,2025-07-30,PIPO,19,ambient,drought,9
PIPO20,8.9,2025-07-30,PIPO,20,ambient,water,9
PIPO22,8.2,2025-07-30,PIPO,22,ambient,drought,9
PIPO31,11.1,2025-07-30,PIPO,31,heatwave,water,9
PIPO32,8.6,2025-07-30,PIPO,32,heatwave,drought,9
PIPO35,10.7,2025-07-30,PIPO,35,heatwave,water,9
PIPO48,11,2025-07-30,PIPO,48,heatwave,drought,9
PIPO51,10.1,2025-07-30,PIPO,51,heatwave,water,9
PIPO52,10.9,2025-07-30,PIPO,52,heatwave,drought,9
PIPO53,11.8,2025-07-30,PIPO,53,heatwave,water,9
PIPO55,1.8,2025-07-30,PIPO,55,heatwave,drought,9
PIPO56,10.9,2025-07-30,PIPO,56,heatwave,water,9
PIPO58,8.7,2025-07-30,PIPO,58,heatwave,drought,9
PIPO1,10.5,2025-08-06,PIPO,1,ambient,water,16
PIPO2,0,2025-08-06,PIPO,2,ambient,drought,16
PIPO5,10.3,2025-08-06,PIPO,5,ambient,water,16
PIPO10,1.2,2025-08-06,PIPO,10,ambient,drought,16
PIPO11,5.9,2025-08-06,PIPO,11,ambient,water,16
PIPO16,1.6,2025-08-06,PIPO,16,ambient,drought,16
PIPO18,12.5,2025-08-06,PIPO,18,ambient,water,16
PIPO19,6.8,2025-08-06,PIPO,19,ambient,drought,16
PIPO20,9.9,2025-08-06,PIPO,20,ambient,water,16
PIPO22,7.4,2025-08-06,PIPO,22,ambient,drought,16
PIPO31,11.6,2025-08-06,PIPO,31,heatwave,water,16
PIPO32,7.5,2025-08-06,PIPO,32,heatwave,drought,16
PIPO35,11.3,2025-08-06,PIPO,35,heatwave,water,16
PIPO48,10,2025-08-06,PIPO,48,heatwave,drought,16
PIPO51,10.9,2025-08-06,PIPO,51,heatwave,water,16
PIPO52,8.9,2025-08-06,PIPO,52,heatwave,drought,16
PIPO53,12.3,2025-08-06,PIPO,53,heatwave,water,16
PIPO55,0,2025-08-06,PIPO,55,heatwave,drought,16
PIPO56,13,2025-08-06,PIPO,56,heatwave,water,16
PIPO58,7.7,2025-08-06,PIPO,58,heatwave,drought,16
PIPO1,13.5,2025-08-13,PIPO,1,ambient,water,23
PIPO2,0,2025-08-13,PIPO,2,ambient,drought,23
PIPO5,12.4,2025-08-13,PIPO,5,ambient,water,23
PIPO10,0.7,2025-08-13,PIPO,10,ambient,drought,23
PIPO11,11.3,2025-08-13,PIPO,11,ambient,water,23
PIPO16,0.7,2025-08-13,PIPO,16,ambient,drought,23
PIPO18,12.7,2025-08-13,PIPO,18,ambient,water,23
PIPO19,3.1,2025-08-13,PIPO,19,ambient,drought,23
PIPO20,12.8,2025-08-13,PIPO,20,ambient,water,23
PIPO22,6.1,2025-08-13,PIPO,22,ambient,drought,23
PIPO31,10.7,2025-08-13,PIPO,31,heatwave,water,23
PIPO32,0.6,2025-08-13,PIPO,32,heatwave,drought,23
PIPO35,9.3,2025-08-13,PIPO,35,heatwave,water,23
PIPO48,8.8,2025-08-13,PIPO,48,heatwave,drought,23
PIPO51,8.2,2025-08-13,PIPO,51,heatwave,water,23
PIPO52,7.3,2025-08-13,PIPO,52,heatwave,drought,23
PIPO53,8.8,2025-08-13,PIPO,53,heatwave,water,23
PIPO55,0,2025-08-13,PIPO,55,heatwave,drought,23
PIPO56,10.9,2025-08-13,PIPO,56,heatwave,water,23
PIPO58,3.2,2025-08-13,PIPO,58,heatwave,drought,23
PIPO1,15.9,2025-08-18,PIPO,1,ambient,water,28
PIPO2,0,2025-08-18,PIPO,2,ambient,drought,28
PIPO5,14.9,2025-08-18,PIPO,5,ambient,water,28
PIPO10,0,2025-08-18,PIPO,10,ambient,drought,28
PIPO11,13.2,2025-08-18,PIPO,11,ambient,water,28
PIPO16,0,2025-08-18,PIPO,16,ambient,drought,28
PIPO18,13.4,2025-08-18,PIPO,18,ambient,water,28
PIPO19,1.7,2025-08-18,PIPO,19,ambient,drought,28
PIPO20,14.6,2025-08-18,PIPO,20,ambient,water,28
PIPO22,2.8,2025-08-18,PIPO,22,ambient,drought,28
PIPO31,15.1,2025-08-18,PIPO,31,heatwave,water,28
PIPO32,0,2025-08-18,PIPO,32,heatwave,drought,28
PIPO35,14.2,2025-08-18,PIPO,35,heatwave,water,28
PIPO48,7.6,2025-08-18,PIPO,48,heatwave,drought,28
PIPO51,13.7,2025-08-18,PIPO,51,heatwave,water,28
PIPO52,1,2025-08-18,PIPO,52,heatwave,drought,28
PIPO53,15,2025-08-18,PIPO,53,heatwave,water,28
PIPO55,0,2025-08-18,PIPO,55,heatwave,drought,28
PIPO56,14.7,2025-08-18,PIPO,56,heatwave,water,28
PIPO58,0,2025-08-18,PIPO,58,heatwave,drought,28
PIPO1,14.5,2025-08-25,PIPO,1,ambient,water,35
PIPO2,0,2025-08-25,PIPO,2,ambient,drought,35
PIPO5,14.8,2025-08-25,PIPO,5,ambient,water,35
PIPO10,0,2025-08-25,PIPO,10,ambient,drought,35
PIPO11,12.9,2025-08-25,PIPO,11,ambient,water,35
PIPO16,0,2025-08-25,PIPO,16,ambient,drought,35
PIPO18,15.1,2025-08-25,PIPO,18,ambient,water,35
PIPO19,0,2025-08-25,PIPO,19,ambient,drought,35
PIPO20,13.7,2025-08-25,PIPO,20,ambient,water,35
PIPO22,1.2,2025-08-25,PIPO,22,ambient,drought,35
PIPO31,15.8,2025-08-25,PIPO,31,heatwave,water,35
PIPO32,0,2025-08-25,PIPO,32,heatwave,drought,35
PIPO35,13.6,2025-08-25,PIPO,35,heatwave,water,35
PIPO48,6.1,2025-08-25,PIPO,48,heatwave,drought,35
PIPO51,14.5,2025-08-25,PIPO,51,heatwave,water,35
PIPO52,0.2,2025-08-25,PIPO,52,heatwave,drought,35
PIPO53,14.2,2025-08-25,PIPO,53,heatwave,water,35
PIPO55,0,2025-08-25,PIPO,55,heatwave,drought,35
PIPO56,14.7,2025-08-25,PIPO,56,heatwave,water,35
PIPO58,0,2025-08-25,PIPO,58,heatwave,drought,35
PIPO1,14.9,2025-09-01,PIPO,1,ambient,water,42
PIPO2,0,2025-09-01,PIPO,2,ambient,drought,42
PIPO5,15.7,2025-09-01,PIPO,5,ambient,water,42
PIPO10,0,2025-09-01,PIPO,10,ambient,drought,42
PIPO11,12.4,2025-09-01,PIPO,11,ambient,water,42
PIPO16,0,2025-09-01,PIPO,16,ambient,drought,42
PIPO18,13.6,2025-09-01,PIPO,18,ambient,water,42
PIPO19,0,2025-09-01,PIPO,19,ambient,drought,42
PIPO20,14.2,2025-09-01,PIPO,20,ambient,water,42
PIPO22,0.4,2025-09-01,PIPO,22,ambient,drought,42
PIPO31,15,2025-09-01,PIPO,31,heatwave,water,42
PIPO32,0,2025-09-01,PIPO,32,heatwave,drought,42
PIPO35,12.8,2025-09-01,PIPO,35,heatwave,water,42
PIPO48,5.9,2025-09-01,PIPO,48,heatwave,drought,42
PIPO51,14.8,2025-09-01,PIPO,51,heatwave,water,42
PIPO52,0,2025-09-01,PIPO,52,heatwave,drought,42
PIPO53,16,2025-09-01,PIPO,53,heatwave,water,42
PIPO55,0,2025-09-01,PIPO,55,heatwave,drought,42
PIPO56,14.6,2025-09-01,PIPO,56,heatwave,water,42
PIPO58,0,2025-09-01,PIPO,58,heatwave,drought,42
PIPO1,13.6,2025-09-15,PIPO,1,ambient,water,56
PIPO2,0,2025-09-15,PIPO,2,ambient,drought,56
PIPO5,15.6,2025-09-15,PIPO,5,ambient,water,56
PIPO10,0,2025-09-15,PIPO,10,ambient,drought,56
PIPO11,12.5,2025-09-15,PIPO,11,ambient,water,56
PIPO16,0,2025-09-15,PIPO,16,ambient,drought,56
PIPO18,14.9,2025-09-15,PIPO,18,ambient,water,56
PIPO19,0,2025-09-15,PIPO,19,ambient,drought,56
PIPO20,12.7,2025-09-15,PIPO,20,ambient,water,56
PIPO22,0,2025-09-15,PIPO,22,ambient,drought,56
PIPO31,16,2025-09-15,PIPO,31,heatwave,water,56
PIPO32,0,2025-09-15,PIPO,32,heatwave,drought,56
PIPO35,14.4,2025-09-15,PIPO,35,heatwave,water,56
PIPO48,5.2,2025-09-15,PIPO,48,heatwave,drought,56
PIPO51,15.3,2025-09-15,PIPO,51,heatwave,water,56
PIPO52,0,2025-09-15,PIPO,52,heatwave,drought,56
PIPO53,16.5,2025-09-15,PIPO,53,heatwave,water,56
PIPO55,0,2025-09-15,PIPO,55,heatwave,drought,56
PIPO56,14.3,2025-09-15,PIPO,56,heatwave,water,56
PIPO58,0,2025-09-15,PIPO,58,heatwave,drought,56
PIPO1,14.7,2025-09-22,PIPO,1,ambient,water,63
PIPO2,0,2025-09-22,PIPO,2,ambient,drought,63
PIPO5,14.4,2025-09-22,PIPO,5,ambient,water,63
PIPO10,0,2025-09-22,PIPO,10,ambient,drought,63
PIPO11,12.9,2025-09-22,PIPO,11,ambient,water,63
PIPO16,0,2025-09-22,PIPO,16,ambient,drought,63
PIPO18,15.7,2025-09-22,PIPO,18,ambient,water,63
PIPO19,0,2025-09-22,PIPO,19,ambient,drought,63
PIPO20,14.7,2025-09-22,PIPO,20,ambient,water,63
PIPO22,0,2025-09-22,PIPO,22,ambient,drought,63
PIPO31,16.1,2025-09-22,PIPO,31,heatwave,water,63
PIPO32,0,2025-09-22,PIPO,32,heatwave,drought,63
PIPO35,14.5,2025-09-22,PIPO,35,heatwave,water,63
PIPO48,3.6,2025-09-22,PIPO,48,heatwave,drought,63
PIPO51,16.6,2025-09-22,PIPO,51,heatwave,water,63
PIPO52,0,2025-09-22,PIPO,52,heatwave,drought,63
PIPO53,17.8,2025-09-22,PIPO,53,heatwave,water,63
PIPO55,0,2025-09-22,PIPO,55,heatwave,drought,63
PIPO56,16.3,2025-09-22,PIPO,56,heatwave,water,63
PIPO58,0,2025-09-22,PIPO,58,heatwave,drought,63
PIPO1,13.9,2025-09-29,PIPO,1,ambient,water,70
PIPO2,0,2025-09-29,PIPO,2,ambient,drought,70
PIPO5,15.6,2025-09-29,PIPO,5,ambient,water,70
PIPO10,0,2025-09-29,PIPO,10,ambient,drought,70
PIPO11,12.8,2025-09-29,PIPO,11,ambient,water,70
PIPO16,0,2025-09-29,PIPO,16,ambient,drought,70
PIPO18,14.8,2025-09-29,PIPO,18,ambient,water,70
PIPO19,0,2025-09-29,PIPO,19,ambient,drought,70
PIPO20,17.6,2025-09-29,PIPO,20,ambient,water,70
PIPO22,0,2025-09-29,PIPO,22,ambient,drought,70
PIPO31,17,2025-09-29,PIPO,31,heatwave,water,70
PIPO32,0,2025-09-29,PIPO,32,heatwave,drought,70
PIPO35,14.1,2025-09-29,PIPO,35,heatwave,water,70
PIPO48,7.4,2025-09-29,PIPO,48,heatwave,drought,70
PIPO51,16.5,2025-09-29,PIPO,51,heatwave,water,70
PIPO52,0,2025-09-29,PIPO,52,heatwave,drought,70
PIPO53,17.1,2025-09-29,PIPO,53,heatwave,water,70
PIPO55,0,2025-09-29,PIPO,55,heatwave,drought,70
PIPO56,15.6,2025-09-29,PIPO,56,heatwave,water,70
PIPO58,0,2025-09-29,PIPO,58,heatwave,drought,70
PIPO1,12.6,2025-10-06,PIPO,1,ambient,water,77
PIPO2,0,2025-10-06,PIPO,2,ambient,drought,77
PIPO5,12.1,2025-10-06,PIPO,5,ambient,water,77
PIPO10,0,2025-10-06,PIPO,10,ambient,drought,77
PIPO11,9.3,2025-10-06,PIPO,11,ambient,water,77
PIPO16,0,2025-10-06,PIPO,16,ambient,drought,77
PIPO18,14.4,2025-10-06,PIPO,18,ambient,water,77
PIPO19,0,2025-10-06,PIPO,19,ambient,drought,77
PIPO20,10.6,2025-10-06,PIPO,20,ambient,water,77
PIPO22,0,2025-10-06,PIPO,22,ambient,drought,77
PIPO31,14.2,2025-10-06,PIPO,31,heatwave,water,77
PIPO32,0,2025-10-06,PIPO,32,heatwave,drought,77
PIPO35,14.7,2025-10-06,PIPO,35,heatwave,water,77
PIPO48,6.9,2025-10-06,PIPO,48,heatwave,drought,77
PIPO51,15.6,2025-10-06,PIPO,51,heatwave,water,77
PIPO52,0,2025-10-06,PIPO,52,heatwave,drought,77
PIPO53,16.3,2025-10-06,PIPO,53,heatwave,water,77
PIPO55,0,2025-10-06,PIPO,55,heatwave,drought,77
PIPO56,13.3,2025-10-06,PIPO,56,heatwave,water,77
PIPO58,0,2025-10-06,PIPO,58,heatwave,drought,77
PIPO1,14.4,2025-10-13,PIPO,1,ambient,water,84
PIPO2,0,2025-10-13,PIPO,2,ambient,drought,84
PIPO5,13,2025-10-13,PIPO,5,ambient,water,84
PIPO10,0,2025-10-13,PIPO,10,ambient,drought,84
PIPO11,9.4,2025-10-13,PIPO,11,ambient,water,84
PIPO16,0,2025-10-13,PIPO,16,ambient,drought,84
PIPO18,16.3,2025-10-13,PIPO,18,ambient,water,84
PIPO19,0,2025-10-13,PIPO,19,ambient,drought,84
PIPO20,12.6,2025-10-13,PIPO,20,ambient,water,84
PIPO22,0,2025-10-13,PIPO,22,ambient,drought,84
PIPO31,17.1,2025-10-13,PIPO,31,heatwave,water,84
PIPO32,0,2025-10-13,PIPO,32,heatwave,drought,84
PIPO35,16.5,2025-10-13,PIPO,35,heatwave,water,84
PIPO48,7.4,2025-10-13,PIPO,48,heatwave,drought,84
PIPO51,18.2,2025-10-13,PIPO,51,heatwave,water,84
PIPO52,0,2025-10-13,PIPO,52,heatwave,drought,84
PIPO53,19.4,2025-10-13,PIPO,53,heatwave,water,84
PIPO55,0,2025-10-13,PIPO,55,heatwave,drought,84
PIPO56,17.2,2025-10-13,PIPO,56,heatwave,water,84
PIPO58,0,2025-10-13,PIPO,58,heatwave,drought,84
PIPO1,13.3,2025-10-20,PIPO,1,ambient,water,91
PIPO2,0,2025-10-20,PIPO,2,ambient,drought,91
PIPO5,11.7,2025-10-20,PIPO,5,ambient,water,91
PIPO10,0,2025-10-20,PIPO,10,ambient,drought,91
PIPO11,9.7,2025-10-20,PIPO,11,ambient,water,91
PIPO16,0,2025-10-20,PIPO,16,ambient,drought,91
PIPO18,14.7,2025-10-20,PIPO,18,ambient,water,91
PIPO19,0,2025-10-20,PIPO,19,ambient,drought,91
PIPO20,10.9,2025-10-20,PIPO,20,ambient,water,91
PIPO22,0,2025-10-20,PIPO,22,ambient,drought,91
PIPO31,15.5,2025-10-20,PIPO,31,heatwave,water,91
PIPO32,0,2025-10-20,PIPO,32,heatwave,drought,91
PIPO35,15.9,2025-10-20,PIPO,35,heatwave,water,91
PIPO48,7.4,2025-10-20,PIPO,48,heatwave,drought,91
PIPO51,16.3,2025-10-20,PIPO,51,heatwave,water,91
PIPO52,0,2025-10-20,PIPO,52,heatwave,drought,91
PIPO53,16.8,2025-10-20,PIPO,53,heatwave,water,91
PIPO55,0,2025-10-20,PIPO,55,heatwave,drought,91
PIPO56,NA,2025-10-20,PIPO,56,heatwave,water,91
PIPO58,0,2025-10-20,PIPO,58,heatwave,drought,91
PIPO1,13,2025-10-27,PIPO,1,ambient,water,98
PIPO2,0,2025-10-27,PIPO,2,ambient,drought,98
PIPO5,12.4,2025-10-27,PIPO,5,ambient,water,98
PIPO10,0,2025-10-27,PIPO,10,ambient,drought,98
PIPO11,10.1,2025-10-27,PIPO,11,ambient,water,98
PIPO16,0,2025-10-27,PIPO,16,ambient,drought,98
PIPO18,15,2025-10-27,PIPO,18,ambient,water,98
PIPO19,0,2025-10-27,PIPO,19,ambient,drought,98
