TreeID,VWC_perc,date,spp,id,temp,water,day
PIPO20,11,2025-10-27,PIPO,20,ambient,water,98
PIPO22,0,2025-10-27,PIPO,22,ambient,drought,98
PIPO31,14.9,2025-10-27,PIPO,31,heatwave,water,98
PIPO32,0,2025-10-27,PIPO,32,heatwave,drought,98
PIPO35,14.7,2025-10-27,PIPO,35,heatwave,water,98
PIPO48,6.5,2025-10-27,PIPO,48,heatwave,drought,98
PIPO51,16.8,2025-10-27,PIPO,51,heatwave,water,98
PIPO52,0,2025-10-27,PIPO,52,heatwave,drought,98
PIPO53,15.5,2025-10-27,PIPO,53,heatwave,water,98
PIPO55,0,2025-10-27,PIPO,55,heatwave,drought,98
PIPO56,NA,2025-10-27,PIPO,56,heatwave,water,98
PIPO58,0,2025-10-27,PIPO,58,heatwave,drought,98
PIPO1,11.5,2025-11-03,PIPO,1,ambient,water,105
PIPO5,12.8,2025-11-03,PIPO,5,ambient,water,105
PIPO10,0,2025-11-03,PIPO,10,ambient,drought,105
PIPO11,11.3,2025-11-03,PIPO,11,ambient,water,105
PIPO18,14.6,2025-11-03,PIPO,18,ambient,water,105
PIPO19,0,2025-11-03,PIPO,19,ambient,drought,105
PIPO20,9.5,2025-11-03,PIPO,20,ambient,water,105
PIPO22,0,2025-11-03,PIPO,22,ambient,drought,105
PIPO31,14.8,2025-11-03,PIPO,31,heatwave,water,105
PIPO32,0,2025-11-03,PIPO,32,heatwave,drought,105
PIPO35,14.9,2025-11-03,PIPO,35,heatwave,water,105
PIPO48,7.1,2025-11-03,PIPO,48,heatwave,drought,105
PIPO51,15.9,2025-11-03,PIPO,51,heatwave,water,105
PIPO52,0,2025-11-03,PIPO,52,heatwave,drought,105
PIPO53,14.2,2025-11-03,PIPO,53,heatwave,water,105
PIPO55,0,2025-11-03,PIPO,55,heatwave,drought,105
PIPO58,0,2025-11-03,PIPO,58,heatwave,drought,105
PIPO1,11,2025-11-10,PIPO,1,ambient,water,112
PIPO5,11.6,2025-11-10,PIPO,5,ambient,water,112
PIPO11,10.7,2025-11-10,PIPO,11,ambient,water,112
PIPO18,14.3,2025-11-10,PIPO,18,ambient,water,112
PIPO20,7.9,2025-11-10,PIPO,20,ambient,water,112
PIPO22,0,2025-11-10,PIPO,22,ambient,drought,112
PIPO31,14.1,2025-11-10,PIPO,31,heatwave,water,112
PIPO35,15.1,2025-11-10,PIPO,35,heatwave,water,112
PIPO48,4.4,2025-11-10,PIPO,48,heatwave,drought,112
PIPO51,15,2025-11-10,PIPO,51,heatwave,water,112
PIPO52,0,2025-11-10,PIPO,52,heatwave,drought,112
PIPO53,11.5,2025-11-10,PIPO,53,heatwave,water,112
PIPO58,0,2025-11-10,PIPO,58,heatwave,drought,112
PIPO1,12.2,2025-11-21,PIPO,1,ambient,water,123
PIPO5,10.4,2025-11-21,PIPO,5,ambient,water,123
PIPO11,10.8,2025-11-21,PIPO,11,ambient,water,123
PIPO18,13.7,2025-11-21,PIPO,18,ambient,water,123
PIPO20,8.4,2025-11-21,PIPO,20,ambient,water,123
PIPO31,10.1,2025-11-21,PIPO,31,heatwave,water,123
PIPO35,14.5,2025-11-21,PIPO,35,heatwave,water,123
PIPO51,14.1,2025-11-21,PIPO,51,heatwave,water,123
PIPO52,0,2025-11-21,PIPO,52,heatwave,drought,123
PIPO53,11.7,2025-11-21,PIPO,53,heatwave,water,123
PSME3,11.5,2025-07-23,PSME,3,ambient,water,2
PSME6,11.8,2025-07-23,PSME,6,ambient,drought,2
PSME12,11.5,2025-07-23,PSME,12,ambient,water,2
PSME15,8.5,2025-07-23,PSME,15,ambient,drought,2
PSME17,10.2,2025-07-23,PSME,17,ambient,water,2
PSME20,11.2,2025-07-23,PSME,20,ambient,drought,2
PSME22,10.6,2025-07-23,PSME,22,ambient,water,2
PSME26,7.3,2025-07-23,PSME,26,ambient,drought,2
PSME27,10,2025-07-23,PSME,27,ambient,water,2
PSME30,9.2,2025-07-23,PSME,30,ambient,drought,2
PSME31,9.7,2025-07-23,PSME,31,heatwave,water,2
PSME35,9.6,2025-07-23,PSME,35,heatwave,drought,2
PSME37,9.6,2025-07-23,PSME,37,heatwave,water,2
PSME42,10.7,2025-07-23,PSME,42,heatwave,drought,2
PSME45,11.3,2025-07-23,PSME,45,heatwave,water,2
PSME46,12,2025-07-23,PSME,46,heatwave,drought,2
PSME48,9.8,2025-07-23,PSME,48,heatwave,water,2
PSME50,8,2025-07-23,PSME,50,heatwave,drought,2
PSME57,11.6,2025-07-23,PSME,57,heatwave,water,2
PSME58,9,2025-07-23,PSME,58,heatwave,drought,2
PSME3,10.1,2025-07-30,PSME,3,ambient,water,9
PSME6,9.1,2025-07-30,PSME,6,ambient,drought,9
PSME12,9.5,2025-07-30,PSME,12,ambient,water,9
PSME15,7,2025-07-30,PSME,15,ambient,drought,9
PSME17,10.2,2025-07-30,PSME,17,ambient,water,9
PSME20,8.4,2025-07-30,PSME,20,ambient,drought,9
PSME22,11.6,2025-07-30,PSME,22,ambient,water,9
PSME26,1.4,2025-07-30,PSME,26,ambient,drought,9
PSME27,9.2,2025-07-30,PSME,27,ambient,water,9
PSME30,7.4,2025-07-30,PSME,30,ambient,drought,9
PSME31,8.6,2025-07-30,PSME,31,heatwave,water,9
PSME35,9,2025-07-30,PSME,35,heatwave,drought,9
PSME37,9.7,2025-07-30,PSME,37,heatwave,water,9
PSME42,8.1,2025-07-30,PSME,42,heatwave,drought,9
PSME45,11.5,2025-07-30,PSME,45,heatwave,water,9
PSME46,10.1,2025-07-30,PSME,46,heatwave,drought,9
PSME48,11.1,2025-07-30,PSME,48,heatwave,water,9
PSME50,3.2,2025-07-30,PSME,50,heatwave,drought,9
PSME57,9.7,2025-07-30,PSME,57,heatwave,water,9
PSME58,7.8,2025-07-30,PSME,58,heatwave,drought,9
PSME3,12.4,2025-08-06,PSME,3,ambient,water,16
PSME6,9.1,2025-08-06,PSME,6,ambient,drought,16
PSME12,8.6,2025-08-06,PSME,12,ambient,water,16
PSME15,1.8,2025-08-06,PSME,15,ambient,drought,16
PSME17,9.4,2025-08-06,PSME,17,ambient,water,16
PSME20,7.4,2025-08-06,PSME,20,ambient,drought,16
PSME22,11.5,2025-08-06,PSME,22,ambient,water,16
PSME26,0,2025-08-06,PSME,26,ambient,drought,16
PSME27,9.7,2025-08-06,PSME,27,ambient,water,16
PSME30,4.3,2025-08-06,PSME,30,ambient,drought,16
PSME31,8.5,2025-08-06,PSME,31,heatwave,water,16
PSME35,6.9,2025-08-06,PSME,35,heatwave,drought,16
PSME37,9.6,2025-08-06,PSME,37,heatwave,water,16
PSME42,7.9,2025-08-06,PSME,42,heatwave,drought,16
PSME45,13.5,2025-08-06,PSME,45,heatwave,water,16
PSME46,8.5,2025-08-06,PSME,46,heatwave,drought,16
PSME48,12.4,2025-08-06,PSME,48,heatwave,water,16
PSME50,0.7,2025-08-06,PSME,50,heatwave,drought,16
PSME57,11.1,2025-08-06,PSME,57,heatwave,water,16
PSME58,4.9,2025-08-06,PSME,58,heatwave,drought,16
PSME3,11.1,2025-08-13,PSME,3,ambient,water,23
PSME6,8.4,2025-08-13,PSME,6,ambient,drought,23
PSME12,10.8,2025-08-13,PSME,12,ambient,water,23
PSME15,0,2025-08-13,PSME,15,ambient,drought,23
PSME17,9.4,2025-08-13,PSME,17,ambient,water,23
PSME20,2.1,2025-08-13,PSME,20,ambient,drought,23
PSME22,13.3,2025-08-13,PSME,22,ambient,water,23
PSME26,0,2025-08-13,PSME,26,ambient,drought,23
PSME27,13,2025-08-13,PSME,27,ambient,water,23
PSME30,1.6,2025-08-13,PSME,30,ambient,drought,23
PSME31,6.6,2025-08-13,PSME,31,heatwave,water,23
PSME35,5.2,2025-08-13,PSME,35,heatwave,drought,23
PSME37,8.7,2025-08-13,PSME,37,heatwave,water,23
PSME42,4.7,2025-08-13,PSME,42,heatwave,drought,23
PSME45,12.1,2025-08-13,PSME,45,heatwave,water,23
PSME46,8,2025-08-13,PSME,46,heatwave,drought,23
PSME48,9.2,2025-08-13,PSME,48,heatwave,water,23
PSME50,0,2025-08-13,PSME,50,heatwave,drought,23
PSME57,7.7,2025-08-13,PSME,57,heatwave,water,23
PSME58,2.7,2025-08-13,PSME,58,heatwave,drought,23
PSME3,13.2,2025-08-18,PSME,3,ambient,water,28
PSME6,7.5,2025-08-18,PSME,6,ambient,drought,28
PSME12,13.4,2025-08-18,PSME,12,ambient,water,28
PSME15,0,2025-08-18,PSME,15,ambient,drought,28
PSME17,10.3,2025-08-18,PSME,17,ambient,water,28
PSME20,2.6,2025-08-18,PSME,20,ambient,drought,28
PSME22,16.2,2025-08-18,PSME,22,ambient,water,28
PSME26,0,2025-08-18,PSME,26,ambient,drought,28
PSME27,14.1,2025-08-18,PSME,27,ambient,water,28
PSME30,0,2025-08-18,PSME,30,ambient,drought,28
PSME31,9.2,2025-08-18,PSME,31,heatwave,water,28
PSME35,4.6,2025-08-18,PSME,35,heatwave,drought,28
PSME37,12.3,2025-08-18,PSME,37,heatwave,water,28
PSME42,0.7,2025-08-18,PSME,42,heatwave,drought,28
PSME45,8.3,2025-08-18,PSME,45,heatwave,water,28
PSME46,6.5,2025-08-18,PSME,46,heatwave,drought,28
PSME48,10,2025-08-18,PSME,48,heatwave,water,28
PSME50,0,2025-08-18,PSME,50,heatwave,drought,28
PSME57,14.6,2025-08-18,PSME,57,heatwave,water,28
PSME58,0.1,2025-08-18,PSME,58,heatwave,drought,28
PSME3,14.2,2025-08-25,PSME,3,ambient,water,35
PSME6,7.5,2025-08-25,PSME,6,ambient,drought,35
PSME12,13.4,2025-08-25,PSME,12,ambient,water,35
PSME15,0,2025-08-25,PSME,15,ambient,drought,35
PSME17,11.9,2025-08-25,PSME,17,ambient,water,35
PSME20,0.1,2025-08-25,PSME,20,ambient,drought,35
PSME22,15.5,2025-08-25,PSME,22,ambient,water,35
PSME26,0,2025-08-25,PSME,26,ambient,drought,35
PSME27,13.7,2025-08-25,PSME,27,ambient,water,35
PSME30,0,2025-08-25,PSME,30,ambient,drought,35
PSME31,9.6,2025-08-25,PSME,31,heatwave,water,35
PSME35,1.7,2025-08-25,PSME,35,heatwave,drought,35
PSME37,13.1,2025-08-25,PSME,37,heatwave,water,35
PSME42,0.1,2025-08-25,PSME,42,heatwave,drought,35
PSME45,11,2025-08-25,PSME,45,heatwave,water,35
PSME46,5.3,2025-08-25,PSME,46,heatwave,drought,35
PSME48,13.2,2025-08-25,PSME,48,heatwave,water,35
PSME50,0,2025-08-25,PSME,50,heatwave,drought,35
PSME57,14,2025-08-25,PSME,57,heatwave,water,35
PSME58,0,2025-08-25,PSME,58,heatwave,drought,35
PSME3,13.7,2025-09-01,PSME,3,ambient,water,42
PSME6,4.7,2025-09-01,PSME,6,ambient,drought,42
PSME12,11.9,2025-09-01,PSME,12,ambient,water,42
PSME15,0,2025-09-01,PSME,15,ambient,drought,42
PSME17,11.7,2025-09-01,PSME,17,ambient,water,42
PSME20,0,2025-09-01,PSME,20,ambient,drought,42
PSME22,15.9,2025-09-01,PSME,22,ambient,water,42
PSME26,0,2025-09-01,PSME,26,ambient,drought,42
PSME27,13.2,2025-09-01,PSME,27,ambient,water,42
PSME30,0,2025-09-01,PSME,30,ambient,drought,42
PSME31,9.3,2025-09-01,PSME,31,heatwave,water,42
PSME35,1.2,2025-09-01,PSME,35,heatwave,drought,42
PSME37,13,2025-09-01,PSME,37,heatwave,water,42
PSME42,0,2025-09-01,PSME,42,heatwave,drought,42
PSME45,13.2,2025-09-01,PSME,45,heatwave,water,42
PSME46,3.9,2025-09-01,PSME,46,heatwave,drought,42
PSME48,14.7,2025-09-01,PSME,48,heatwave,water,42
PSME50,0,2025-09-01,PSME,50,heatwave,drought,42
PSME57,14,2025-09-01,PSME,57,heatwave,water,42
PSME58,0,2025-09-01,PSME,58,heatwave,drought,42
PSME3,14.7,2025-09-15,PSME,3,ambient,water,56
PSME6,1.7,2025-09-15,PSME,6,ambient,drought,56
PSME12,13.6,2025-09-15,PSME,12,ambient,water,56
PSME15,0,2025-09-15,PSME,15,ambient,drought,56
PSME17,13.2,2025-09-15,PSME,17,ambient,water,56
PSME20,0,2025-09-15,PSME,20,ambient,drought,56
PSME22,16.3,2025-09-15,PSME,22,ambient,water,56
PSME26,0,2025-09-15,PSME,26,ambient,drought,56
PSME27,12.3,2025-09-15,PSME,27,ambient,water,56
PSME30,0,2025-09-15,PSME,30,ambient,drought,56
PSME31,12,2025-09-15,PSME,31,heatwave,water,56
PSME35,0.4,2025-09-15,PSME,35,heatwave,drought,56
PSME37,14.4,2025-09-15,PSME,37,heatwave,water,56
PSME42,0,2025-09-15,PSME,42,heatwave,drought,56
PSME45,15.5,2025-09-15,PSME,45,heatwave,water,56
PSME46,1.2,2025-09-15,PSME,46,heatwave,drought,56
PSME48,15.8,2025-09-15,PSME,48,heatwave,water,56
PSME50,0,2025-09-15,PSME,50,heatwave,drought,56
PSME57,16.2,2025-09-15,PSME,57,heatwave,water,56
PSME58,0,2025-09-15,PSME,58,heatwave,drought,56
PSME3,15.2,2025-09-22,PSME,3,ambient,water,63
PSME6,1.7,2025-09-22,PSME,6,ambient,drought,63
PSME12,15.6,2025-09-22,PSME,12,ambient,water,63
PSME15,0,2025-09-22,PSME,15,ambient,drought,63
PSME17,15,2025-09-22,PSME,17,ambient,water,63
PSME20,0,2025-09-22,PSME,20,ambient,drought,63
PSME22,17.2,2025-09-22,PSME,22,ambient,water,63
PSME26,0,2025-09-22,PSME,26,ambient,drought,63
PSME27,13.6,2025-09-22,PSME,27,ambient,water,63
PSME30,0,2025-09-22,PSME,30,ambient,drought,63
PSME31,9.6,2025-09-22,PSME,31,heatwave,water,63
PSME35,0,2025-09-22,PSME,35,heatwave,drought,63
PSME37,14.2,2025-09-22,PSME,37,heatwave,water,63
PSME42,0,2025-09-22,PSME,42,heatwave,drought,63
PSME45,18,2025-09-22,PSME,45,heatwave,water,63
PSME46,0,2025-09-22,PSME,46,heatwave,drought,63
PSME48,15.2,2025-09-22,PSME,48,heatwave,water,63
PSME50,0,2025-09-22,PSME,50,heatwave,drought,63
PSME57,16.3,2025-09-22,PSME,57,heatwave,water,63
PSME58,0,2025-09-22,PSME,58,heatwave,drought,63
PSME3,16.9,2025-09-29,PSME,3,ambient,water,70
PSME6,0.4,2025-09-29,PSME,6,ambient,drought,70
PSME12,15,2025-09-29,PSME,12,ambient,water,70
PSME15,0,2025-09-29,PSME,15,ambient,drought,70
PSME17,14.2,2025-09-29,PSME,17,ambient,water,70
PSME20,0,2025-09-29,PSME,20,ambient,drought,70
PSME22,17,2025-09-29,PSME,22,ambient,water,70
PSME26,0,2025-09-29,PSME,26,ambient,drought,70
PSME27,14.2,2025-09-29,PSME,27,ambient,water,70
PSME30,0,2025-09-29,PSME,30,ambient,drought,70
PSME31,10.1,2025-09-29,PSME,31,heatwave,water,70
PSME35,0,2025-09-29,PSME,35,heatwave,drought,70
PSME37,13.4,2025-09-29,PSME,37,heatwave,water,70
PSME42,0,2025-09-29,PSME,42,heatwave,drought,70
PSME45,16.9,2025-09-29,PSME,45,heatwave,water,70
PSME46,0.1,2025-09-29,PSME,46,heatwave,drought,70
PSME48,16,2025-09-29,PSME,48,heatwave,water,70
PSME50,0,2025-09-29,PSME,50,heatwave,drought,70
PSME57,15.3,2025-09-29,PSME,57,heatwave,water,70
PSME58,0,2025-09-29,PSME,58,heatwave,drought,70
PSME3,14,2025-10-06,PSME,3,ambient,water,77
PSME6,0,2025-10-06,PSME,6,ambient,drought,77
PSME12,11.4,2025-10-06,PSME,12,ambient,water,77
PSME15,0,2025-10-06,PSME,15,ambient,drought,77
PSME17,10.3,2025-10-06,PSME,17,ambient,water,77
PSME20,0,2025-10-06,PSME,20,ambient,drought,77
PSME22,16.4,2025-10-06,PSME,22,ambient,water,77
PSME26,0,2025-10-06,PSME,26,ambient,drought,77
PSME27,12.3,2025-10-06,PSME,27,ambient,water,77
PSME30,0,2025-10-06,PSME,30,ambient,drought,77
PSME31,9.7,2025-10-06,PSME,31,heatwave,water,77
PSME35,0,2025-10-06,PSME,35,heatwave,drought,77
PSME37,12.1,2025-10-06,PSME,37,heatwave,water,77
PSME42,0,2025-10-06,PSME,42,heatwave,drought,77
PSME45,16,2025-10-06,PSME,45,heatwave,water,77
PSME46,0,2025-10-06,PSME,46,heatwave,drought,77
PSME48,14.7,2025-10-06,PSME,48,heatwave,water,77
PSME50,0,2025-10-06,PSME,50,heatwave,drought,77
PSME57,14.5,2025-10-06,PSME,57,heatwave,water,77
PSME58,0,2025-10-06,PSME,58,heatwave,drought,77
PSME3,16.6,2025-10-13,PSME,3,ambient,water,84
PSME6,0,2025-10-13,PSME,6,ambient,drought,84
PSME12,13.4,2025-10-13,PSME,12,ambient,water,84
PSME15,0,2025-10-13,PSME,15,ambient,drought,84
PSME17,15.7,2025-10-13,PSME,17,ambient,water,84
PSME20,0,2025-10-13,PSME,20,ambient,drought,84
PSME22,NA,2025-10-13,PSME,22,ambient,water,84
PSME26,0,2025-10-13,PSME,26,ambient,drought,84
PSME27,12,2025-10-13,PSME,27,ambient,water,84
PSME30,0,2025-10-13,PSME,30,ambient,drought,84
PSME31,9.9,2025-10-13,PSME,31,heatwave,water,84
PSME35,0,2025-10-13,PSME,35,heatwave,drought,84
PSME37,11.7,2025-10-13,PSME,37,heatwave,water,84
PSME42,0,2025-10-13,PSME,42,heatwave,drought,84
PSME45,17.6,2025-10-13,PSME,45,heatwave,water,84
PSME46,0,2025-10-13,PSME,46,heatwave,drought,84
PSME48,17,2025-10-13,PSME,48,heatwave,water,84
PSME50,0,2025-10-13,PSME,50,heatwave,drought,84
PSME57,13.9,2025-10-13,PSME,57,heatwave,water,84
PSME58,0,2025-10-13,PSME,58,heatwave,drought,84
PSME3,15.5,2025-10-20,PSME,3,ambient,water,91
PSME6,0,2025-10-20,PSME,6,ambient,drought,91
PSME12,12.7,2025-10-20,PSME,12,ambient,water,91
PSME15,0,2025-10-20,PSME,15,ambient,drought,91
PSME17,14.2,2025-10-20,PSME,17,ambient,water,91
PSME20,0,2025-10-20,PSME,20,ambient,drought,91
PSME22,NA,2025-10-20,PSME,22,ambient,water,91
PSME26,0,2025-10-20,PSME,26,ambient,drought,91
PSME27,11.5,2025-10-20,PSME,27,ambient,water,91
PSME30,0,2025-10-20,PSME,30,ambient,drought,91
PSME31,10,2025-10-20,PSME,31,heatwave,water,91
PSME35,0,2025-10-20,PSME,35,heatwave,drought,91
PSME37,11.1,2025-10-20,PSME,37,heatwave,water,91
PSME42,0,2025-10-20,PSME,42,heatwave,drought,91
PSME45,14.8,2025-10-20,PSME,45,heatwave,water,91
PSME46,0,2025-10-20,PSME,46,heatwave,drought,91
PSME48,16,2025-10-20,PSME,48,heatwave,water,91
PSME50,0,2025-10-20,PSME,50,heatwave,drought,91
PSME57,14,2025-10-20,PSME,57,heatwave,water,91
PSME58,0,2025-10-20,PSME,58,heatwave,drought,91
PSME3,12.9,2025-10-27,PSME,3,ambient,water,98
PSME6,0,2025-10-27,PSME,6,ambient,drought,98
PSME12,12.8,2025-10-27,PSME,12,ambient,water,98
PSME15,NA,2025-10-27,PSME,15,ambient,drought,98
PSME17,14.4,2025-10-27,PSME,17,ambient,water,98
PSME20,NA,2025-10-27,PSME,20,ambient,drought,98
PSME22,NA,2025-10-27,PSME,22,ambient,water,98
PSME26,NA,2025-10-27,PSME,26,ambient,drought,98
PSME27,11.4,2025-10-27,PSME,27,ambient,water,98
PSME30,NA,2025-10-27,PSME,30,ambient,drought,98
PSME31,13.8,2025-10-27,PSME,31,heatwave,water,98
PSME35,0,2025-10-27,PSME,35,heatwave,drought,98
PSME37,14,2025-10-27,PSME,37,heatwave,water,98
PSME42,0,2025-10-27,PSME,42,heatwave,drought,98
PSME45,15.5,2025-10-27,PSME,45,heatwave,water,98
PSME46,0,2025-10-27,PSME,46,heatwave,drought,98
PSME48,16.5,2025-10-27,PSME,48,heatwave,water,98
PSME50,NA,2025-10-27,PSME,50,heatwave,drought,98
PSME57,12.9,2025-10-27,PSME,57,heatwave,water,98
PSME58,0,2025-10-27,PSME,58,heatwave,drought,98
PSME3,14.4,2025-11-03,PSME,3,ambient,water,105
PSME6,0,2025-11-03,PSME,6,ambient,drought,105
PSME12,12.4,2025-11-03,PSME,12,ambient,water,105
PSME17,13.8,2025-11-03,PSME,17,ambient,water,105
PSME27,13.1,2025-11-03,PSME,27,ambient,water,105
PSME31,10.9,2025-11-03,PSME,31,heatwave,water,105
PSME35,0,2025-11-03,PSME,35,heatwave,drought,105
PSME37,13.2,2025-11-03,PSME,37,heatwave,water,105
PSME42,0,2025-11-03,PSME,42,heatwave,drought,105
PSME45,14.7,2025-11-03,PSME,45,heatwave,water,105
PSME46,0,2025-11-03,PSME,46,heatwave,drought,105
PSME48,15.8,2025-11-03,PSME,48,heatwave,water,105
PSME57,16.9,2025-11-03,PSME,57,heatwave,water,105
PSME3,13,2025-11-10,PSME,3,ambient,water,112
PSME6,0,2025-11-10,PSME,6,ambient,drought,112
PSME12,10.5,2025-11-10,PSME,12,ambient,water,112
PSME17,11.7,2025-11-10,PSME,17,ambient,water,112
PSME27,14,2025-11-10,PSME,27,ambient,water,112
PSME31,9.6,2025-11-10,PSME,31,heatwave,water,112
PSME35,0,2025-11-10,PSME,35,heatwave,drought,112
PSME37,11.1,2025-11-10,PSME,37,heatwave,water,112
PSME45,14.7,2025-11-10,PSME,45,heatwave,water,112
PSME46,0,2025-11-10,PSME,46,heatwave,drought,112
PSME48,15.2,2025-11-10,PSME,48,heatwave,water,112
PSME57,16.6,2025-11-10,PSME,57,heatwave,water,112
PSME3,14.1,2025-11-21,PSME,3,ambient,water,123
PSME12,9.4,2025-11-21,PSME,12,ambient,water,123
PSME17,9.3,2025-11-21,PSME,17,ambient,water,123
PSME27,13.3,2025-11-21,PSME,27,ambient,water,123
PSME31,8.7,2025-11-21,PSME,31,heatwave,water,123
PSME37,10.4,2025-11-21,PSME,37,heatwave,water,123
PSME45,13.7,2025-11-21,PSME,45,heatwave,water,123
PSME46,0,2025-11-21,PSME,46,heatwave,drought,123
PSME48,14.6,2025-11-21,PSME,48,heatwave,water,123
PSME57,15,2025-11-21,PSME,57,heatwave,water,123
PIPO1,14.3,2025-07-18,PIPO,1,ambient,water,-3
PIPO2,13.1,2025-07-18,PIPO,2,ambient,drought,-3
PIPO3,13,2025-07-18,PIPO,3,ambient,drought,-3
PIPO4,12.4,2025-07-18,PIPO,4,ambient,drought,-3
PIPO5,14.3,2025-07-18,PIPO,5,ambient,water,-3
PIPO6,12.9,2025-07-18,PIPO,6,ambient,drought,-3
PIPO7,11.6,2025-07-18,PIPO,7,ambient,drought,-3
PIPO8,11.7,2025-07-18,PIPO,8,ambient,drought,-3
PIPO9,12.8,2025-07-18,PIPO,9,ambient,drought,-3
PIPO10,10.9,2025-07-18,PIPO,10,ambient,drought,-3
PIPO11,10.2,2025-07-18,PIPO,11,ambient,water,-3
PIPO12,13,2025-07-18,PIPO,12,ambient,drought,-3
PIPO13,13,2025-07-18,PIPO,13,ambient,drought,-3
PIPO14,13.1,2025-07-18,PIPO,14,ambient,drought,-3
PIPO15,13.2,2025-07-18,PIPO,15,ambient,drought,-3
PIPO16,12.2,2025-07-18,PIPO,16,ambient,drought,-3
PIPO17,13.2,2025-07-18,PIPO,17,ambient,drought,-3
PIPO18,12.7,2025-07-18,PIPO,18,ambient,water,-3
PIPO19,12.5,2025-07-18,PIPO,19,ambient,drought,-3
PIPO20,11.7,2025-07-18,PIPO,20,ambient,water,-3
PIPO21,13.1,2025-07-18,PIPO,21,ambient,drought,-3
PIPO22,12.6,2025-07-18,PIPO,22,ambient,drought,-3
PIPO23,12.1,2025-07-18,PIPO,23,ambient,drought,-3
PIPO24,13.2,2025-07-18,PIPO,24,ambient,drought,-3
PIPO25,12.7,2025-07-18,PIPO,25,ambient,drought,-3
PIPO26,13.9,2025-07-18,PIPO,26,ambient,drought,-3
PIPO27,12.2,2025-07-18,PIPO,27,ambient,drought,-3
PIPO28,11.1,2025-07-18,PIPO,28,ambient,drought,-3
PIPO29,11.4,2025-07-18,PIPO,29,ambient,drought,-3
PIPO30,11.8,2025-07-18,PIPO,30,ambient,drought,-3
PIPO31,10.7,2025-07-18,PIPO,31,heatwave,water,-3
PIPO32,11.7,2025-07-18,PIPO,32,heatwave,drought,-3
PIPO33,11.3,2025-07-18,PIPO,33,heatwave,drought,-3
PIPO34,11.3,2025-07-18,PIPO,34,heatwave,drought,-3
PIPO35,11.4,2025-07-18,PIPO,35,heatwave,water,-3
PIPO36,12.1,2025-07-18,PIPO,36,heatwave,drought,-3
PIPO37,12.5,2025-07-18,PIPO,37,heatwave,drought,-3
PIPO38,13,2025-07-18,PIPO,38,heatwave,drought,-3
PIPO39,13.3,2025-07-18,PIPO,39,heatwave,drought,-3
PIPO40,12.1,2025-07-18,PIPO,40,heatwave,drought,-3
PIPO41,12.2,2025-07-18,PIPO,41,heatwave,drought,-3
PIPO42,12.8,2025-07-18,PIPO,42,heatwave,drought,-3
PIPO43,12.1,2025-07-18,PIPO,43,heatwave,drought,-3
PIPO44,12.1,2025-07-18,PIPO,44,heatwave,drought,-3
PIPO45,12.7,2025-07-18,PIPO,45,heatwave,drought,-3
PIPO46,12.7,2025-07-18,PIPO,46,heatwave,drought,-3
PIPO47,13.1,2025-07-18,PIPO,47,heatwave,drought,-3
PIPO48,14.4,2025-07-18,PIPO,48,heatwave,drought,-3
PIPO49,12.8,2025-07-18,PIPO,49,heatwave,drought,-3
PIPO50,9.1,2025-07-18,PIPO,50,heatwave,drought,-3
PIPO51,12.1,2025-07-18,PIPO,51,heatwave,water,-3
PIPO52,13.8,2025-07-18,PIPO,52,heatwave,drought,-3
PIPO53,12.1,2025-07-18,PIPO,53,heatwave,water,-3
PIPO54,13.4,2025-07-18,PIPO,54,heatwave,drought,-3
PIPO55,9.4,2025-07-18,PIPO,55,heatwave,drought,-3
PIPO56,13.3,2025-07-18,PIPO,56,heatwave,water,-3
PIPO57,13.7,2025-07-18,PIPO,57,heatwave,drought,-3
PIPO58,12.5,2025-07-18,PIPO,58,heatwave,drought,-3
PIPO59,13.7,2025-07-18,PIPO,59,heatwave,drought,-3
PIPO60,12.1,2025-07-18,PIPO,60,heatwave,drought,-3
PSME1,13.6,2025-07-18,PSME,1,ambient,drought,-3
PSME2,13.7,2025-07-18,PSME,2,ambient,drought,-3
PSME3,13.3,2025-07-18,PSME,3,ambient,water,-3
PSME4,13.8,2025-07-18,PSME,4,ambient,drought,-3
PSME5,13.6,2025-07-18,PSME,5,ambient,drought,-3
PSME6,12.7,2025-07-18,PSME,6,ambient,drought,-3
PSME7,13.6,2025-07-18,PSME,7,ambient,drought,-3
PSME8,12.5,2025-07-18,PSME,8,ambient,drought,-3
PSME9,15.4,2025-07-18,PSME,9,ambient,drought,-3
PSME10,12.4,2025-07-18,PSME,10,ambient,drought,-3
PSME11,13,2025-07-18,PSME,11,ambient,drought,-3
PSME12,12.8,2025-07-18,PSME,12,ambient,water,-3
PSME13,12.9,2025-07-18,PSME,13,ambient,drought,-3
PSME14,12.8,2025-07-18,PSME,14,ambient,drought,-3
PSME15,11.1,2025-07-18,PSME,15,ambient,drought,-3
PSME16,13.9,2025-07-18,PSME,16,ambient,drought,-3
PSME17,13.4,2025-07-18,PSME,17,ambient,water,-3
PSME18,14.3,2025-07-18,PSME,18,ambient,drought,-3
PSME19,13.9,2025-07-18,PSME,19,ambient,drought,-3
PSME20,12.8,2025-07-18,PSME,20,ambient,drought,-3
PSME21,13,2025-07-18,PSME,21,ambient,drought,-3
PSME22,13.5,2025-07-18,PSME,22,ambient,water,-3
PSME23,10.7,2025-07-18,PSME,23,ambient,drought,-3
