date,day,spp,TreeID,id,temp,water,brown
2025-07-31T07:00:00Z,10,PIEN,PIEN22,22,ambient,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN23,23,ambient,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN24,24,ambient,water,5
2025-07-31T07:00:00Z,10,PIEN,PIEN25,25,ambient,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN26,26,ambient,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN27,27,ambient,water,5
2025-07-31T07:00:00Z,10,PIEN,PIEN28,28,ambient,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN29,29,ambient,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN30,30,ambient,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN31,31,heatwave,water,5
2025-07-31T07:00:00Z,10,PIEN,PIEN32,32,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN33,33,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN34,34,heatwave,water,5
2025-07-31T07:00:00Z,10,PIEN,PIEN35,35,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN36,36,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN37,37,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN38,38,heatwave,water,5
2025-07-31T07:00:00Z,10,PIEN,PIEN39,39,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN40,40,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN41,41,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN42,42,heatwave,water,5
2025-07-31T07:00:00Z,10,PIEN,PIEN43,43,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN44,44,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN45,45,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN46,46,heatwave,water,5
2025-07-31T07:00:00Z,10,PIEN,PIEN47,47,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN48,48,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN49,49,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN50,50,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN51,51,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN52,52,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN53,53,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN54,54,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN55,55,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN56,56,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN57,57,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN58,58,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN59,59,heatwave,drought,5
2025-07-31T07:00:00Z,10,PIEN,PIEN60,60,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN1,1,ambient,water,5
2025-08-07T07:00:00Z,17,PIEN,PIEN2,2,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN3,3,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN4,4,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN5,5,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN6,6,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN7,7,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN8,8,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN9,9,ambient,water,5
2025-08-07T07:00:00Z,17,PIEN,PIEN10,10,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN11,11,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN12,12,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN13,13,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN14,14,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN15,15,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN16,16,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN17,17,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN18,18,ambient,water,5
2025-08-07T07:00:00Z,17,PIEN,PIEN19,19,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN20,20,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN21,21,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN22,22,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN23,23,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN24,24,ambient,water,5
2025-08-07T07:00:00Z,17,PIEN,PIEN25,25,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN26,26,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN27,27,ambient,water,5
2025-08-07T07:00:00Z,17,PIEN,PIEN28,28,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN29,29,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN30,30,ambient,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN31,31,heatwave,water,5
2025-08-07T07:00:00Z,17,PIEN,PIEN32,32,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN33,33,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN34,34,heatwave,water,5
2025-08-07T07:00:00Z,17,PIEN,PIEN35,35,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN36,36,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN37,37,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN38,38,heatwave,water,5
2025-08-07T07:00:00Z,17,PIEN,PIEN39,39,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN40,40,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN41,41,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN42,42,heatwave,water,5
2025-08-07T07:00:00Z,17,PIEN,PIEN43,43,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN44,44,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN45,45,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN46,46,heatwave,water,5
2025-08-07T07:00:00Z,17,PIEN,PIEN47,47,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN48,48,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN49,49,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN50,50,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN51,51,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN52,52,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN53,53,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN54,54,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN55,55,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN56,56,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN57,57,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN58,58,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN59,59,heatwave,drought,5
2025-08-07T07:00:00Z,17,PIEN,PIEN60,60,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN1,1,ambient,water,5
2025-08-14T07:00:00Z,24,PIEN,PIEN2,2,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN3,3,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN4,4,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN5,5,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN6,6,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN7,7,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN8,8,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN9,9,ambient,water,5
2025-08-14T07:00:00Z,24,PIEN,PIEN10,10,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN11,11,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN12,12,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN13,13,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN14,14,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN15,15,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN16,16,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN17,17,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN18,18,ambient,water,5
2025-08-14T07:00:00Z,24,PIEN,PIEN19,19,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN20,20,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN21,21,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN22,22,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN23,23,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN24,24,ambient,water,5
2025-08-14T07:00:00Z,24,PIEN,PIEN25,25,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN26,26,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN27,27,ambient,water,5
2025-08-14T07:00:00Z,24,PIEN,PIEN28,28,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN29,29,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN30,30,ambient,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN31,31,heatwave,water,5
2025-08-14T07:00:00Z,24,PIEN,PIEN32,32,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN33,33,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN34,34,heatwave,water,5
2025-08-14T07:00:00Z,24,PIEN,PIEN35,35,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN36,36,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN37,37,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN38,38,heatwave,water,5
2025-08-14T07:00:00Z,24,PIEN,PIEN39,39,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN40,40,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN41,41,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN42,42,heatwave,water,5
2025-08-14T07:00:00Z,24,PIEN,PIEN43,43,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN44,44,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN45,45,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN46,46,heatwave,water,5
2025-08-14T07:00:00Z,24,PIEN,PIEN47,47,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN48,48,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN49,49,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN50,50,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN51,51,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN52,52,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN53,53,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN54,54,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN55,55,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN56,56,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN57,57,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN58,58,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN59,59,heatwave,drought,5
2025-08-14T07:00:00Z,24,PIEN,PIEN60,60,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN1,1,ambient,water,5
2025-08-19T07:00:00Z,29,PIEN,PIEN2,2,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN3,3,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN4,4,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN5,5,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN6,6,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN7,7,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN8,8,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN9,9,ambient,water,5
2025-08-19T07:00:00Z,29,PIEN,PIEN10,10,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN11,11,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN12,12,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN13,13,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN14,14,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN15,15,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN16,16,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN17,17,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN18,18,ambient,water,5
2025-08-19T07:00:00Z,29,PIEN,PIEN19,19,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN20,20,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN21,21,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN22,22,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN23,23,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN24,24,ambient,water,5
2025-08-19T07:00:00Z,29,PIEN,PIEN25,25,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN26,26,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN27,27,ambient,water,5
2025-08-19T07:00:00Z,29,PIEN,PIEN28,28,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN29,29,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN30,30,ambient,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN31,31,heatwave,water,5
2025-08-19T07:00:00Z,29,PIEN,PIEN32,32,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN33,33,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN34,34,heatwave,water,5
2025-08-19T07:00:00Z,29,PIEN,PIEN35,35,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN36,36,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN37,37,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN38,38,heatwave,water,5
2025-08-19T07:00:00Z,29,PIEN,PIEN39,39,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN40,40,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN41,41,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN42,42,heatwave,water,5
2025-08-19T07:00:00Z,29,PIEN,PIEN43,43,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN44,44,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN45,45,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN46,46,heatwave,water,5
2025-08-19T07:00:00Z,29,PIEN,PIEN47,47,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN48,48,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN49,49,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN50,50,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN51,51,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN52,52,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN53,53,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN54,54,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN55,55,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN56,56,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN57,57,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN58,58,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN59,59,heatwave,drought,5
2025-08-19T07:00:00Z,29,PIEN,PIEN60,60,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN1,1,ambient,water,5
2025-08-29T07:00:00Z,39,PIEN,PIEN2,2,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN3,3,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN4,4,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN5,5,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN6,6,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN7,7,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN8,8,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN9,9,ambient,water,5
2025-08-29T07:00:00Z,39,PIEN,PIEN10,10,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN11,11,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN12,12,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN13,13,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN14,14,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN15,15,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN16,16,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN17,17,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN18,18,ambient,water,5
2025-08-29T07:00:00Z,39,PIEN,PIEN19,19,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN20,20,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN21,21,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN22,22,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN23,23,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN24,24,ambient,water,5
2025-08-29T07:00:00Z,39,PIEN,PIEN25,25,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN26,26,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN27,27,ambient,water,5
2025-08-29T07:00:00Z,39,PIEN,PIEN28,28,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN29,29,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN30,30,ambient,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN31,31,heatwave,water,5
2025-08-29T07:00:00Z,39,PIEN,PIEN32,32,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN33,33,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN34,34,heatwave,water,5
2025-08-29T07:00:00Z,39,PIEN,PIEN35,35,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN36,36,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN37,37,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN38,38,heatwave,water,5
2025-08-29T07:00:00Z,39,PIEN,PIEN39,39,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN40,40,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN41,41,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN42,42,heatwave,water,5
2025-08-29T07:00:00Z,39,PIEN,PIEN43,43,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN44,44,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN45,45,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN46,46,heatwave,water,5
2025-08-29T07:00:00Z,39,PIEN,PIEN47,47,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN48,48,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN49,49,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN50,50,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN51,51,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN52,52,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN53,53,heatwave,drought,5
2025-08-29T07:00:00Z,39,PIEN,PIEN54,54,heatwave,drought,5
