TreeID,Conductance_mmol_m2s
PIEN1,278.2
PIEN4,184.6
PIEN9,155.9
PIEN14,176
PIEN18,185.5
PIEN21,277.6
PIEN24,226.2
PIEN26,289.6
PIEN27,316.8
PIEN28,262.3
PIEN31,391.2
PIEN33,299
PIEN34,410.3
PIEN35,258.9
PIEN38,241.3
PIEN40,383.4
PIEN42,220.5
PIEN45,290.7
PIEN46,315.8
PIEN56,315.8
