TreeID,Conductance_mmol_m2s
PIFL1,425.7
PIFL3,227.1
PIFL9,118.7
PIFL10,398.7
PIFL12,253.4
PIFL17,191.7
PIFL21,314
PIFL27,234.9
PIFL28,377.1
PIFL29,222.8
PIFL36,364.6
PIFL40,322.8
PIFL41,268
PIFL43,221
PIFL46,232.5
PIFL47,262.4
PIFL52,238.9
PIFL54,188.3
PIFL55,331.5
PIFL57,195.5
