TreeID,Conductance_mmol_m2s
PSME3,324.8
PSME6,109.1
PSME12,241.2
PSME15,220.7
PSME17,121.9
PSME20,177.7
PSME22,212
PSME26,140.9
PSME27,254.8
PSME30,380
PSME31,318.6
PSME35,120.2
PSME37,121.8
PSME42,157
PSME45,173.5
PSME46,256.4
PSME48,212.2
PSME50,159.8
PSME57,191.6
PSME58,112
